step	time	CMx	CMy	CMz	quat_0	quat_1	quat_2	quat_3	vel_x	vel_y	vel_z	angvel_x	angvel_y	angvel_z	volume	J0	J1	J2	J3	J4	J5
3061	1.8991570e+00	5.8503053e-01	5.0045302e-01	5.0000000e-01	9.9937399e-01	0.0000000e+00	0.0000000e+00	-3.5378257e-02	-6.5838553e-02	-2.3312025e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-9.2898529e-02	9.2700350e-05	1.4671279e-08	2.9257386e-07	2.9284865e-07	2.2083580e-08	-8.9659000e-14	-2.1838558e-13
3062	1.8998538e+00	5.8498476e-01	5.0045141e-01	5.0000000e-01	9.9937287e-01	0.0000000e+00	0.0000000e+00	-3.5410105e-02	-6.5881538e-02	-2.3082882e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-9.1751235e-02	9.2703728e-05	1.4661381e-08	2.9258926e-07	2.9285319e-07	2.2113910e-08	2.7436707e-13	-5.6742313e-13
3063	1.9005485e+00	5.8493913e-01	5.0044982e-01	5.0000000e-01	9.9937175e-01	0.0000000e+00	0.0000000e+00	-3.5441563e-02	-6.5918635e-02	-2.2982699e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-9.0929328e-02	9.2703834e-05	1.4651195e-08	2.9268034e-07	2.9293330e-07	2.2117864e-08	-5.0431348e-13	9.3569437e-14
3064	1.9012408e+00	5.8489360e-01	5.0044825e-01	5.0000000e-01	9.9937065e-01	0.0000000e+00	0.0000000e+00	-3.5472510e-02	-6.5958425e-02	-2.2772038e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.9727473e-02	9.2697899e-05	1.4635920e-08	2.9266580e-07	2.9290555e-07	2.2141735e-08	-1.3617503e-12	1.9755265e-13
3065	1.9019311e+00	5.8484817e-01	5.0044670e-01	5.0000000e-01	9.9936957e-01	0.0000000e+00	0.0000000e+00	-3.5502991e-02	-6.5997462e-02	-2.2573687e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.8624495e-02	9.2692577e-05	1.4623873e-08	2.9267422e-07	2.9290345e-07	2.2154470e-08	5.6398024e-13	1.4991397e-14
3066	1.9026194e+00	5.8480283e-01	5.0044515e-01	5.0000000e-01	9.9936850e-01	0.0000000e+00	0.0000000e+00	-3.5533024e-02	-6.6034151e-02	-2.2433288e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.7542002e-02	9.2695871e-05	1.4612098e-08	2.9273961e-07	2.9295644e-07	2.2173066e-08	2.1770521e-12	-5.1650010e-14
3067	1.9033060e+00	5.8475762e-01	5.0044364e-01	5.0000000e-01	9.9936745e-01	0.0000000e+00	0.0000000e+00	-3.5562566e-02	-6.6072836e-02	-2.2171752e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.6393456e-02	9.2686894e-05	1.4600127e-08	2.9269744e-07	2.9290332e-07	2.2185088e-08	-1.5077287e-12	1.9608318e-13
3068	1.9039903e+00	5.8471250e-01	5.0044214e-01	5.0000000e-01	9.9936642e-01	0.0000000e+00	0.0000000e+00	-3.5591599e-02	-6.6111495e-02	-2.1949784e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.5136561e-02	9.2691177e-05	1.4588698e-08	2.9271870e-07	2.9291175e-07	2.2213194e-08	3.3435723e-13	1.6167292e-13
3069	1.9046728e+00	5.8466750e-01	5.0044066e-01	5.0000000e-01	9.9936540e-01	0.0000000e+00	0.0000000e+00	-3.5620149e-02	-6.6150537e-02	-2.1697222e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.3982859e-02	9.2696387e-05	1.4580986e-08	2.9274332e-07	2.9292734e-07	2.2232134e-08	-2.1467435e-12	3.2198288e-13
3070	1.9053531e+00	5.8462261e-01	5.0043921e-01	5.0000000e-01	9.9936440e-01	0.0000000e+00	0.0000000e+00	-3.5648224e-02	-6.6188781e-02	-2.1474752e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.2859179e-02	9.2694031e-05	1.4571287e-08	2.9274761e-07	2.9292211e-07	2.2248059e-08	-7.9450692e-13	2.1577498e-13
3071	1.9060312e+00	5.8457785e-01	5.0043777e-01	5.0000000e-01	9.9936341e-01	0.0000000e+00	0.0000000e+00	-3.5675893e-02	-6.6225532e-02	-2.1264771e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.1925584e-02	9.2697836e-05	1.4562978e-08	2.9277203e-07	2.9293752e-07	2.2264760e-08	7.9579149e-13	1.1997184e-13
3072	1.9067071e+00	5.8453322e-01	5.0043634e-01	5.0000000e-01	9.9936244e-01	0.0000000e+00	0.0000000e+00	-3.5703116e-02	-6.6261025e-02	-2.1164654e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-8.0882589e-02	9.2705209e-05	1.4556056e-08	2.9287508e-07	2.9303209e-07	2.2279674e-08	1.5338463e-12	-2.3090736e-13
3073	1.9073806e+00	5.8448869e-01	5.0043494e-01	5.0000000e-01	9.9936149e-01	0.0000000e+00	0.0000000e+00	-3.5729833e-02	-6.6298165e-02	-2.0942422e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.9601020e-02	9.2697473e-05	1.4546196e-08	2.9286689e-07	2.9301422e-07	2.2291331e-08	3.8404303e-12	-5.5893723e-13
3074	1.9080523e+00	5.8444425e-01	5.0043355e-01	5.0000000e-01	9.9936055e-01	0.0000000e+00	0.0000000e+00	-3.5756125e-02	-6.6332703e-02	-2.0744176e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.8533484e-02	9.2692844e-05	1.4537323e-08	2.9289451e-07	2.9303349e-07	2.2294152e-08	3.8928593e-13	1.2628933e-13
3075	1.9087223e+00	5.8439995e-01	5.0043218e-01	5.0000000e-01	9.9935962e-01	0.0000000e+00	0.0000000e+00	-3.5782004e-02	-6.6366537e-02	-2.0553187e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.7593270e-02	9.2695048e-05	1.4529511e-08	2.9295189e-07	2.9308303e-07	2.2297906e-08	1.0083597e-13	1.5303846e-13
3076	1.9093898e+00	5.8435577e-01	5.0043081e-01	5.0000000e-01	9.9935871e-01	0.0000000e+00	0.0000000e+00	-3.5807488e-02	-6.6399535e-02	-2.0464688e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.6650951e-02	9.2701095e-05	1.4520658e-08	2.9304087e-07	2.9316241e-07	2.2310221e-08	8.0003314e-13	-3.1328712e-13
3077	1.9100552e+00	5.8431164e-01	5.0042947e-01	5.0000000e-01	9.9935781e-01	0.0000000e+00	0.0000000e+00	-3.5832602e-02	-6.6433509e-02	-2.0255701e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.5671012e-02	9.2704472e-05	1.4513000e-08	2.9308262e-07	2.9319534e-07	2.2319719e-08	9.1004125e-13	-3.4428653e-13
3078	1.9107194e+00	5.8426760e-01	5.0042814e-01	5.0000000e-01	9.9935692e-01	0.0000000e+00	0.0000000e+00	-3.5857316e-02	-6.6466720e-02	-2.0127114e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.4646361e-02	9.2704944e-05	1.4503781e-08	2.9315189e-07	2.9325722e-07	2.2328411e-08	1.3585672e-12	-2.0212134e-13
3079	1.9113820e+00	5.8422368e-01	5.0042682e-01	5.0000000e-01	9.9935605e-01	0.0000000e+00	0.0000000e+00	-3.5881553e-02	-6.6502173e-02	-1.9873271e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.3446352e-02	9.2700225e-05	1.4493678e-08	2.9312714e-07	2.9322458e-07	2.2344636e-08	1.8161572e-13	-2.0421634e-13
3080	1.9120424e+00	5.8417986e-01	5.0042553e-01	5.0000000e-01	9.9935520e-01	0.0000000e+00	0.0000000e+00	-3.5905320e-02	-6.6536617e-02	-1.9613942e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.2219336e-02	9.2705268e-05	1.4486367e-08	2.9313099e-07	2.9322024e-07	2.2361652e-08	-1.0550110e-12	2.3923653e-13
3081	1.9127010e+00	5.8413613e-01	5.0042426e-01	5.0000000e-01	9.9935436e-01	0.0000000e+00	0.0000000e+00	-3.5928714e-02	-6.6569007e-02	-1.9414016e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.1272510e-02	9.2706452e-05	1.4480024e-08	2.9318814e-07	2.9327228e-07	2.2364175e-08	-1.4355518e-12	4.2270429e-13
3082	1.9133579e+00	5.8409252e-01	5.0042299e-01	5.0000000e-01	9.9935353e-01	0.0000000e+00	0.0000000e+00	-3.5951730e-02	-6.6601197e-02	-1.9296784e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-7.0348081e-02	9.2708338e-05	1.4471577e-08	2.9325065e-07	2.9332821e-07	2.2372969e-08	1.6423622e-12	-4.0468921e-14
3083	1.9140127e+00	5.8404901e-01	5.0042175e-01	5.0000000e-01	9.9935272e-01	0.0000000e+00	0.0000000e+00	-3.5974204e-02	-6.6637831e-02	-1.9022617e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.8882173e-02	9.2703368e-05	1.4463067e-08	2.9321041e-07	2.9327819e-07	2.2400392e-08	1.6774427e-12	-1.7004549e-13
3084	1.9146656e+00	5.8400561e-01	5.0042053e-01	5.0000000e-01	9.9935193e-01	0.0000000e+00	0.0000000e+00	-3.5996248e-02	-6.6670563e-02	-1.8819611e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.7768059e-02	9.2699531e-05	1.4453696e-08	2.9320482e-07	2.9326317e-07	2.2417039e-08	-1.1637504e-12	6.7758672e-13
3085	1.9153166e+00	5.8396233e-01	5.0041932e-01	5.0000000e-01	9.9935115e-01	0.0000000e+00	0.0000000e+00	-3.6017850e-02	-6.6701712e-02	-1.8557126e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.6619373e-02	9.2691826e-05	1.4444296e-08	2.9316909e-07	2.9321714e-07	2.2426660e-08	-1.1056506e-12	7.7306287e-13
3086	1.9159655e+00	5.8391915e-01	5.0041813e-01	5.0000000e-01	9.9935038e-01	0.0000000e+00	0.0000000e+00	-3.6039072e-02	-6.6731609e-02	-1.8435461e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.5638406e-02	9.2686269e-05	1.4436245e-08	2.9319818e-07	2.9323702e-07	2.2431778e-08	-3.2793273e-12	7.5454391e-13
3087	1.9166126e+00	5.8387605e-01	5.0041695e-01	5.0000000e-01	9.9934963e-01	0.0000000e+00	0.0000000e+00	-3.6059888e-02	-6.6764131e-02	-1.8267935e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.4532864e-02	9.2683862e-05	1.4429631e-08	2.9323254e-07	2.9326663e-07	2.2440563e-08	-9.6820269e-13	2.0925295e-13
3088	1.9172581e+00	5.8383305e-01	5.0041578e-01	5.0000000e-01	9.9934889e-01	0.0000000e+00	0.0000000e+00	-3.6080336e-02	-6.6792194e-02	-1.8083272e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.3567758e-02	9.2687940e-05	1.4422201e-08	2.9329434e-07	2.9332195e-07	2.2444358e-08	-2.0994631e-13	2.4595976e-13
3089	1.9179019e+00	5.8379015e-01	5.0041464e-01	5.0000000e-01	9.9934817e-01	0.0000000e+00	0.0000000e+00	-3.6100376e-02	-6.6823261e-02	-1.7818391e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.2471886e-02	9.2688221e-05	1.4415231e-08	2.9328558e-07	2.9330720e-07	2.2456460e-08	1.4086497e-12	-3.5287549e-13
3090	1.9185439e+00	5.8374735e-01	5.0041352e-01	5.0000000e-01	9.9934746e-01	0.0000000e+00	0.0000000e+00	-3.6119995e-02	-6.6853333e-02	-1.7566373e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.1328558e-02	9.2701845e-05	1.4411346e-08	2.9333648e-07	2.9335267e-07	2.2469062e-08	2.0346910e-12	-2.1420665e-13
3091	1.9191841e+00	5.8370465e-01	5.0041240e-01	5.0000000e-01	9.9934676e-01	0.0000000e+00	0.0000000e+00	-3.6139334e-02	-6.6881435e-02	-1.7476203e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-6.0621195e-02	9.2705002e-05	1.4406516e-08	2.9342321e-07	2.9343502e-07	2.2475343e-08	1.6168196e-12	9.1278826e-14
3092	1.9198226e+00	5.8366204e-01	5.0041130e-01	5.0000000e-01	9.9934607e-01	0.0000000e+00	0.0000000e+00	-3.6158298e-02	-6.6910411e-02	-1.7240850e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.9606575e-02	9.2705067e-05	1.4401272e-08	2.9343946e-07	2.9344617e-07	2.2481245e-08	1.5004040e-12	-2.1695446e-13
3093	1.9204593e+00	5.8361953e-01	5.0041022e-01	5.0000000e-01	9.9934540e-01	0.0000000e+00	0.0000000e+00	-3.6176828e-02	-6.6941045e-02	-1.7006827e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.8389147e-02	9.2706170e-05	1.4397070e-08	2.9345187e-07	2.9345353e-07	2.2486632e-08	2.2558403e-12	-1.2068676e-13
3094	1.9210944e+00	5.8357711e-01	5.0040916e-01	5.0000000e-01	9.9934475e-01	0.0000000e+00	0.0000000e+00	-3.6194970e-02	-6.6970116e-02	-1.6796206e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.7317831e-02	9.2704125e-05	1.4390442e-08	2.9346077e-07	2.9345573e-07	2.2497121e-08	-3.4094645e-13	-9.1553963e-15
3095	1.9217279e+00	5.8353479e-01	5.0040811e-01	5.0000000e-01	9.9934410e-01	0.0000000e+00	0.0000000e+00	-3.6212710e-02	-6.6998989e-02	-1.6619981e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.6213941e-02	9.2701479e-05	1.4384028e-08	2.9348267e-07	2.9347079e-07	2.2506189e-08	1.9671433e-12	-2.9037649e-13
3096	1.9223594e+00	5.8349260e-01	5.0040707e-01	5.0000000e-01	9.9934347e-01	0.0000000e+00	0.0000000e+00	-3.6230116e-02	-6.7024332e-02	-1.6531389e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.5330213e-02	9.2700522e-05	1.4378020e-08	2.9356748e-07	2.9354814e-07	2.2505344e-08	8.4039135e-13	-6.5157351e-14
3097	1.9229890e+00	5.8345049e-01	5.0040604e-01	5.0000000e-01	9.9934286e-01	0.0000000e+00	0.0000000e+00	-3.6247141e-02	-6.7052419e-02	-1.6361998e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.4253749e-02	9.2694558e-05	1.4371608e-08	2.9357536e-07	2.9355077e-07	2.2509391e-08	-1.0527776e-12	4.6933375e-13
3098	1.9236170e+00	5.8340847e-01	5.0040503e-01	5.0000000e-01	9.9934225e-01	0.0000000e+00	0.0000000e+00	-3.6263760e-02	-6.7082785e-02	-1.6143505e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.3107932e-02	9.2683925e-05	1.4363126e-08	2.9353131e-07	2.9349994e-07	2.2532387e-08	-1.6308887e-12	1.8126567e-13
3099	1.9242433e+00	5.8336655e-01	5.0040403e-01	5.0000000e-01	9.9934166e-01	0.0000000e+00	0.0000000e+00	-3.6280010e-02	-6.7110705e-02	-1.5945094e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.2056543e-02	9.2683609e-05	1.4359055e-08	2.9355373e-07	2.9351813e-07	2.2539212e-08	-4.8674983e-13	3.0276056e-13
3100	1.9248680e+00	5.8332472e-01	5.0040306e-01	5.0000000e-01	9.9934109e-01	0.0000000e+00	0.0000000e+00	-3.6295851e-02	-6.7136847e-02	-1.5690298e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-5.0884923e-02	9.2681155e-05	1.4351183e-08	2.9354540e-07	2.9350424e-07	2.2543988e-08	7.0984060e-13	-4.8018195e-13
3101	1.9254911e+00	5.8328299e-01	5.0040210e-01	5.0000000e-01	9.9934053e-01	0.0000000e+00	0.0000000e+00	-3.6311315e-02	-6.7163745e-02	-1.5440549e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.9809449e-02	9.2684871e-05	1.4347465e-08	2.9355705e-07	2.9351174e-07	2.2552552e-08	-9.4682798e-13	-1.3945550e-13
3102	1.9261124e+00	5.8324135e-01	5.0040115e-01	5.0000000e-01	9.9933998e-01	0.0000000e+00	0.0000000e+00	-3.6326451e-02	-6.7187209e-02	-1.5270744e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.8878343e-02	9.2695361e-05	1.4344969e-08	2.9365032e-07	2.9360064e-07	2.2552277e-08	1.8893667e-14	-3.1356369e-13
3103	1.9267321e+00	5.8319980e-01	5.0040022e-01	5.0000000e-01	9.9933944e-01	0.0000000e+00	0.0000000e+00	-3.6341133e-02	-6.7217173e-02	-1.4966483e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.7533454e-02	9.2698957e-05	1.4342380e-08	2.9361828e-07	2.9356468e-07	2.2571314e-08	6.7470329e-14	2.7464356e-13
3104	1.9273503e+00	5.8315834e-01	5.0039931e-01	5.0000000e-01	9.9933892e-01	0.0000000e+00	0.0000000e+00	-3.6355502e-02	-6.7241932e-02	-1.4759916e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.6641606e-02	9.2700784e-05	1.4338798e-08	2.9364565e-07	2.9358799e-07	2.2574316e-08	-7.8076475e-13	8.5917784e-14
3105	1.9279669e+00	5.8311696e-01	5.0039841e-01	5.0000000e-01	9.9933841e-01	0.0000000e+00	0.0000000e+00	-3.6369575e-02	-6.7265805e-02	-1.4645886e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.5783638e-02	9.2704871e-05	1.4336015e-08	2.9373180e-07	2.9367097e-07	2.2573007e-08	-1.3234698e-12	4.1243842e-13
3106	1.9285820e+00	5.8307567e-01	5.0039753e-01	5.0000000e-01	9.9933791e-01	0.0000000e+00	0.0000000e+00	-3.6383273e-02	-6.7290599e-02	-1.4443018e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.4678727e-02	9.2700941e-05	1.4330354e-08	2.9373026e-07	2.9366402e-07	2.2578138e-08	-1.7991975e-13	3.2329409e-13
3107	1.9291956e+00	5.8303448e-01	5.0039665e-01	5.0000000e-01	9.9933742e-01	0.0000000e+00	0.0000000e+00	-3.6396603e-02	-6.7314386e-02	-1.4317093e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.3592773e-02	9.2697532e-05	1.4325544e-08	2.9376819e-07	2.9369584e-07	2.2581543e-08	-1.7474522e-12	3.9577835e-13
3108	1.9298076e+00	5.8299336e-01	5.0039579e-01	5.0000000e-01	9.9933695e-01	0.0000000e+00	0.0000000e+00	-3.6409573e-02	-6.7340374e-02	-1.4061195e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.2517196e-02	9.2693939e-05	1.4322710e-08	2.9374775e-07	2.9367189e-07	2.2585405e-08	-2.1665257e-12	2.8008853e-13
3109	1.9304181e+00	5.8295236e-01	5.0039495e-01	5.0000000e-01	9.9933649e-01	0.0000000e+00	0.0000000e+00	-3.6422169e-02	-6.7365518e-02	-1.3879434e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.1410426e-02	9.2695718e-05	1.4318851e-08	2.9377666e-07	2.9369574e-07	2.2594794e-08	-5.9030905e-13	2.8683791e-13
3110	1.9310268e+00	5.8291144e-01	5.0039412e-01	5.0000000e-01	9.9933605e-01	0.0000000e+00	0.0000000e+00	-3.6434436e-02	-6.7389875e-02	-1.3683765e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-4.0439541e-02	9.2693855e-05	1.4314340e-08	2.9378898e-07	2.9370294e-07	2.2605784e-08	-9.5844215e-13	6.3813742e-14
3111	1.9316340e+00	5.8287063e-01	5.0039330e-01	5.0000000e-01	9.9933561e-01	0.0000000e+00	0.0000000e+00	-3.6446389e-02	-6.7411315e-02	-1.3565618e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.9509763e-02	9.2694969e-05	1.4309650e-08	2.9384974e-07	2.9376058e-07	2.2606882e-08	1.8728623e-12	-1.9905449e-13
3112	1.9322394e+00	5.8282991e-01	5.0039249e-01	5.0000000e-01	9.9933519e-01	0.0000000e+00	0.0000000e+00	-3.6458000e-02	-6.7433795e-02	-1.3344536e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.8484082e-02	9.2695626e-05	1.4305396e-08	2.9386458e-07	2.9377347e-07	2.2607722e-08	1.9528355e-12	-4.1505220e-13
3113	1.9328432e+00	5.8278928e-01	5.0039170e-01	5.0000000e-01	9.9933478e-01	0.0000000e+00	0.0000000e+00	-3.6469248e-02	-6.7458198e-02	-1.3087538e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.7372618e-02	9.2702229e-05	1.4304203e-08	2.9387968e-07	2.9378685e-07	2.2614574e-08	8.2297342e-13	-1.2974048e-13
3114	1.9334456e+00	5.8274873e-01	5.0039093e-01	5.0000000e-01	9.9933438e-01	0.0000000e+00	0.0000000e+00	-3.6480127e-02	-6.7482657e-02	-1.2805740e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.6233558e-02	9.2699815e-05	1.4300544e-08	2.9384418e-07	2.9374809e-07	2.2624078e-08	-5.8617660e-13	1.2345893e-13
3115	1.9340465e+00	5.8270825e-01	5.0039018e-01	5.0000000e-01	9.9933399e-01	0.0000000e+00	0.0000000e+00	-3.6490707e-02	-6.7504573e-02	-1.2577529e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.5314479e-02	9.2703045e-05	1.4299089e-08	2.9387308e-07	2.9377581e-07	2.2620019e-08	-2.5341528e-12	5.6069246e-13
3116	1.9346460e+00	5.8266787e-01	5.0038944e-01	5.0000000e-01	9.9933362e-01	0.0000000e+00	0.0000000e+00	-3.6501004e-02	-6.7525887e-02	-1.2422564e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.4458360e-02	9.2700943e-05	1.4296010e-08	2.9391479e-07	2.9381636e-07	2.2619696e-08	-1.2318744e-12	2.8364435e-13
3117	1.9352441e+00	5.8262757e-01	5.0038871e-01	5.0000000e-01	9.9933325e-01	0.0000000e+00	0.0000000e+00	-3.6510945e-02	-6.7550301e-02	-1.2206121e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.3347343e-02	9.2691964e-05	1.4291350e-08	2.9387908e-07	2.9377785e-07	2.2628267e-08	2.2503494e-12	-2.2943950e-13
3118	1.9358407e+00	5.8258736e-01	5.0038798e-01	5.0000000e-01	9.9933290e-01	0.0000000e+00	0.0000000e+00	-3.6520629e-02	-6.7569680e-02	-1.2152371e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.2565875e-02	9.2697352e-05	1.4289604e-08	2.9399860e-07	2.9389555e-07	2.2622559e-08	3.2529046e-13	7.6026230e-14
3119	1.9364358e+00	5.8254723e-01	5.0038728e-01	5.0000000e-01	9.9933256e-01	0.0000000e+00	0.0000000e+00	-3.6529879e-02	-6.7592781e-02	-1.1893563e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.1185750e-02	9.2687342e-05	1.4284684e-08	2.9394722e-07	2.9384034e-07	2.2624123e-08	-8.1979756e-13	3.9336425e-13
3120	1.9370294e+00	5.8250720e-01	5.0038659e-01	5.0000000e-01	9.9933224e-01	0.0000000e+00	0.0000000e+00	-3.6538764e-02	-6.7615959e-02	-1.1682405e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-3.0037118e-02	9.2689172e-05	1.4283384e-08	2.9395405e-07	2.9384365e-07	2.2634480e-08	-1.4333826e-13	1.3886156e-13
3121	1.9376215e+00	5.8246726e-01	5.0038591e-01	5.0000000e-01	9.9933192e-01	0.0000000e+00	0.0000000e+00	-3.6547293e-02	-6.7637333e-02	-1.1462706e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.8902662e-02	9.2688490e-05	1.4279272e-08	2.9393986e-07	2.9382336e-07	2.2647711e-08	2.5328053e-12	-1.8312688e-14
3122	1.9382120e+00	5.8242740e-01	5.0038524e-01	5.0000000e-01	9.9933162e-01	0.0000000e+00	0.0000000e+00	-3.6555562e-02	-6.7656202e-02	-1.1292665e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.8093436e-02	9.2696295e-05	1.4280141e-08	2.9400793e-07	2.9388932e-07	2.2649556e-08	-3.5768762e-13	-1.3994525e-13
3123	1.9388011e+00	5.8238763e-01	5.0038459e-01	5.0000000e-01	9.9933133e-01	0.0000000e+00	0.0000000e+00	-3.6563543e-02	-6.7675030e-02	-1.1107609e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.7181437e-02	9.2695681e-05	1.4277147e-08	2.9402765e-07	2.9390851e-07	2.2647029e-08	-6.3601475e-13	-7.1287378e-14
3124	1.9393887e+00	5.8234795e-01	5.0038395e-01	5.0000000e-01	9.9933105e-01	0.0000000e+00	0.0000000e+00	-3.6571225e-02	-6.7694142e-02	-1.0926465e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.6225115e-02	9.2701566e-05	1.4277417e-08	2.9408594e-07	2.9396692e-07	2.2643554e-08	-8.0301920e-13	-2.9123207e-16
3125	1.9399750e+00	5.8230834e-01	5.0038333e-01	5.0000000e-01	9.9933078e-01	0.0000000e+00	0.0000000e+00	-3.6578553e-02	-6.7714860e-02	-1.0685004e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.5072960e-02	9.2707395e-05	1.4276681e-08	2.9410465e-07	2.9398410e-07	2.2650381e-08	-4.1231990e-13	3.3151202e-13
3126	1.9405599e+00	5.8226882e-01	5.0038272e-01	5.0000000e-01	9.9933052e-01	0.0000000e+00	0.0000000e+00	-3.6585545e-02	-6.7736203e-02	-1.0412761e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.3985615e-02	9.2703365e-05	1.4275014e-08	2.9406875e-07	2.9394831e-07	2.2654287e-08	-9.0507375e-13	9.1700656e-14
3127	1.9411433e+00	5.8222940e-01	5.0038213e-01	5.0000000e-01	9.9933028e-01	0.0000000e+00	0.0000000e+00	-3.6592183e-02	-6.7755846e-02	-1.0113469e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2830918e-02	9.2690548e-05	1.4271650e-08	2.9401208e-07	2.9389234e-07	2.2643364e-08	4.9587139e-13	1.4631111e-13
3128	1.9417252e+00	5.8219004e-01	5.0038154e-01	5.0000000e-01	9.9933004e-01	0.0000000e+00	0.0000000e+00	-3.6598667e-02	-6.7772602e-02	-1.0084221e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2345948e-02	9.2697943e-05	1.4272027e-08	2.9414169e-07	2.9402243e-07	2.2640156e-08	1.0590877e-12	1.3706449e-13
3129	1.9423059e+00	5.8215077e-01	5.0038097e-01	5.0000000e-01	9.9932982e-01	0.0000000e+00	0.0000000e+00	-3.6604771e-02	-6.7794370e-02	-9.8581430e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1089334e-02	9.2692236e-05	1.4267974e-08	2.9409256e-07	2.9396883e-07	2.2653523e-08	4.1861906e-13	1.0809597e-13
3130	1.9428852e+00	5.8211159e-01	5.0038041e-01	5.0000000e-01	9.9932961e-01	0.0000000e+00	0.0000000e+00	-3.6610582e-02	-6.7812892e-02	-9.6806406e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0128055e-02	9.2702128e-05	1.4271340e-08	2.9417666e-07	2.9405183e-07	2.2651117e-08	-1.0531804e-12	4.7898723e-13
