step	time	CMx	CMy	CMz	quat_0	quat_1	quat_2	quat_3	vel_x	vel_y	vel_z	angvel_x	angvel_y	angvel_z	volume	J0	J1	J2	J3	J4	J5
6553	3.8067254e+00	4.4190259e-01	5.0506335e-01	5.0000000e-01	9.9954862e-01	0.0000000e+00	0.0000000e+00	-3.0042680e-02	-8.1831632e-02	-2.9839715e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2809907e-01	9.2703140e-05	1.7078167e-08	2.8718202e-07	2.8986403e-07	1.8939345e-08	1.6561788e-13	2.1391364e-13
6554	3.8074345e+00	4.4184446e-01	5.0506123e-01	5.0000000e-01	9.9954619e-01	0.0000000e+00	0.0000000e+00	-3.0123309e-02	-8.1875401e-02	-2.9829519e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2720622e-01	9.2704911e-05	1.7064690e-08	2.8729684e-07	2.8996680e-07	1.8976992e-08	-1.2857600e-12	2.3401314e-13
6555	3.8081446e+00	4.4178619e-01	5.0505911e-01	5.0000000e-01	9.9954376e-01	0.0000000e+00	0.0000000e+00	-3.0203775e-02	-8.1917444e-02	-2.9739197e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2633827e-01	9.2701149e-05	1.7046926e-08	2.8732745e-07	2.8998034e-07	1.9020668e-08	-2.0140737e-12	4.0876739e-13
6556	3.8088559e+00	4.4172775e-01	5.0505700e-01	5.0000000e-01	9.9954133e-01	0.0000000e+00	0.0000000e+00	-3.0284120e-02	-8.1956254e-02	-2.9662341e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2547533e-01	9.2695788e-05	1.7023261e-08	2.8731182e-07	2.8994067e-07	1.9087635e-08	4.4402909e-13	1.1612530e-13
6557	3.8095689e+00	4.4166915e-01	5.0505489e-01	5.0000000e-01	9.9953890e-01	0.0000000e+00	0.0000000e+00	-3.0364387e-02	-8.1995587e-02	-2.9571233e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2473539e-01	9.2690094e-05	1.7000631e-08	2.8729097e-07	2.8989876e-07	1.9141734e-08	1.2079187e-13	3.2903301e-13
6558	3.8102836e+00	4.4161043e-01	5.0505277e-01	5.0000000e-01	9.9953646e-01	0.0000000e+00	0.0000000e+00	-3.0444490e-02	-8.2034934e-02	-2.9501187e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2391120e-01	9.2692779e-05	1.6979990e-08	2.8734316e-07	2.8993029e-07	1.9187205e-08	-3.2209591e-13	-1.6759188e-13
6559	3.8109994e+00	4.4155144e-01	5.0505066e-01	5.0000000e-01	9.9953402e-01	0.0000000e+00	0.0000000e+00	-3.0524616e-02	-8.2075208e-02	-2.9352056e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2306992e-01	9.2695582e-05	1.6960403e-08	2.8733540e-07	2.8990242e-07	1.9240929e-08	-6.4222520e-13	-1.2993781e-13
6560	3.8117181e+00	4.4149228e-01	5.0504856e-01	5.0000000e-01	9.9953157e-01	0.0000000e+00	0.0000000e+00	-3.0604634e-02	-8.2115186e-02	-2.9256316e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2224897e-01	9.2693337e-05	1.6939108e-08	2.8734300e-07	2.8988883e-07	1.9292566e-08	-1.2874166e-13	3.2536415e-13
6561	3.8124385e+00	4.4143303e-01	5.0504645e-01	5.0000000e-01	9.9952912e-01	0.0000000e+00	0.0000000e+00	-3.0684442e-02	-8.2156244e-02	-2.9150384e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2142034e-01	9.2699203e-05	1.6919977e-08	2.8736109e-07	2.8988767e-07	1.9354887e-08	-3.5560790e-12	3.8499122e-13
6562	3.8131597e+00	4.4137370e-01	5.0504435e-01	5.0000000e-01	9.9952668e-01	0.0000000e+00	0.0000000e+00	-3.0764009e-02	-8.2198014e-02	-2.9135257e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.2055187e-01	9.2708922e-05	1.6905226e-08	2.8748069e-07	2.8998952e-07	1.9400506e-08	-5.6625994e-13	2.3109610e-13
6563	3.8138816e+00	4.4131423e-01	5.0504225e-01	5.0000000e-01	9.9952423e-01	0.0000000e+00	0.0000000e+00	-3.0843396e-02	-8.2241894e-02	-2.9107194e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1971096e-01	9.2708247e-05	1.6888653e-08	2.8756140e-07	2.9005494e-07	1.9445326e-08	2.2510354e-13	2.5619224e-13
6564	3.8146046e+00	4.4125453e-01	5.0504014e-01	5.0000000e-01	9.9952178e-01	0.0000000e+00	0.0000000e+00	-3.0922726e-02	-8.2286971e-02	-2.9082478e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1877982e-01	9.2708110e-05	1.6875771e-08	2.8771366e-07	2.9019558e-07	1.9459011e-08	-3.0239123e-13	4.5326478e-13
6565	3.8153302e+00	4.4119469e-01	5.0503803e-01	5.0000000e-01	9.9951933e-01	0.0000000e+00	0.0000000e+00	-3.1001818e-02	-8.2330615e-02	-2.8986514e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1774979e-01	9.2702433e-05	1.6855501e-08	2.8774273e-07	2.9020602e-07	1.9504588e-08	1.7100594e-12	-2.7663968e-13
6566	3.8160570e+00	4.4113476e-01	5.0503593e-01	5.0000000e-01	9.9951688e-01	0.0000000e+00	0.0000000e+00	-3.1080676e-02	-8.2372878e-02	-2.8820957e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1687337e-01	9.2691009e-05	1.6830415e-08	2.8765526e-07	2.9009382e-07	1.9569454e-08	2.8293631e-12	-5.5178828e-13
6567	3.8167845e+00	4.4107465e-01	5.0503384e-01	5.0000000e-01	9.9951443e-01	0.0000000e+00	0.0000000e+00	-3.1159357e-02	-8.2415960e-02	-2.8659718e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1584542e-01	9.2690862e-05	1.6810301e-08	2.8767267e-07	2.9009169e-07	1.9614400e-08	3.9780840e-12	-6.4941999e-13
6568	3.8175139e+00	4.4101435e-01	5.0503175e-01	5.0000000e-01	9.9951198e-01	0.0000000e+00	0.0000000e+00	-3.1237901e-02	-8.2459283e-02	-2.8570774e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1492831e-01	9.2684993e-05	1.6788722e-08	2.8767693e-07	2.9007557e-07	1.9663886e-08	4.8616210e-12	-7.3663253e-14
6569	3.8182452e+00	4.4095380e-01	5.0502966e-01	5.0000000e-01	9.9950952e-01	0.0000000e+00	0.0000000e+00	-3.1316460e-02	-8.2500257e-02	-2.8508238e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1418711e-01	9.2702800e-05	1.6772166e-08	2.8778563e-07	2.9016432e-07	1.9711072e-08	1.7854727e-12	-4.5458942e-13
6570	3.8189791e+00	4.4089303e-01	5.0502757e-01	5.0000000e-01	9.9950706e-01	0.0000000e+00	0.0000000e+00	-3.1394920e-02	-8.2543594e-02	-2.8400686e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1325733e-01	9.2703388e-05	1.6751618e-08	2.8779811e-07	2.9015533e-07	1.9765929e-08	-7.8824157e-13	-2.3303274e-13
6571	3.8197153e+00	4.4083206e-01	5.0502548e-01	5.0000000e-01	9.9950459e-01	0.0000000e+00	0.0000000e+00	-3.1473287e-02	-8.2586291e-02	-2.8360276e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1240101e-01	9.2685924e-05	1.6725043e-08	2.8778837e-07	2.9012481e-07	1.9819011e-08	9.0142834e-13	-2.2118883e-14
6572	3.8204536e+00	4.4077091e-01	5.0502338e-01	5.0000000e-01	9.9950213e-01	0.0000000e+00	0.0000000e+00	-3.1551537e-02	-8.2628759e-02	-2.8323982e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1157439e-01	9.2689342e-05	1.6705872e-08	2.8785921e-07	2.9017675e-07	1.9865490e-08	2.4953827e-13	3.2828893e-13
6573	3.8211936e+00	4.4070961e-01	5.0502128e-01	5.0000000e-01	9.9949966e-01	0.0000000e+00	0.0000000e+00	-3.1629625e-02	-8.2672293e-02	-2.8290820e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1074256e-01	9.2695600e-05	1.6689941e-08	2.8795525e-07	2.9025381e-07	1.9906671e-08	4.9570162e-13	2.2008877e-13
6574	3.8219351e+00	4.4064806e-01	5.0501918e-01	5.0000000e-01	9.9949719e-01	0.0000000e+00	0.0000000e+00	-3.1707634e-02	-8.2719328e-02	-2.8209442e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0975327e-01	9.2691984e-05	1.6675011e-08	2.8804875e-07	2.9033265e-07	1.9931232e-08	-8.7169164e-13	3.5648152e-13
6575	3.8226793e+00	4.4058634e-01	5.0501709e-01	5.0000000e-01	9.9949472e-01	0.0000000e+00	0.0000000e+00	-3.1785360e-02	-8.2766180e-02	-2.8075028e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0857280e-01	9.2680512e-05	1.6652515e-08	2.8802100e-07	2.9028339e-07	1.9991886e-08	-3.9717353e-13	-1.0745213e-13
6576	3.8234249e+00	4.4052449e-01	5.0501500e-01	5.0000000e-01	9.9949225e-01	0.0000000e+00	0.0000000e+00	-3.1862899e-02	-8.2807877e-02	-2.7958597e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0774617e-01	9.2684916e-05	1.6628620e-08	2.8802351e-07	2.9026160e-07	2.0050103e-08	2.6964727e-13	-1.6962803e-13
6577	3.8241718e+00	4.4046246e-01	5.0501292e-01	5.0000000e-01	9.9948978e-01	0.0000000e+00	0.0000000e+00	-3.1940210e-02	-8.2854867e-02	-2.7823587e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0662685e-01	9.2689068e-05	1.6612898e-08	2.8813140e-07	2.9035399e-07	2.0073417e-08	1.9767694e-12	5.5469951e-14
6578	3.8249205e+00	4.4040022e-01	5.0501083e-01	5.0000000e-01	9.9948731e-01	0.0000000e+00	0.0000000e+00	-3.2017468e-02	-8.2896857e-02	-2.7802827e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0591442e-01	9.2702065e-05	1.6592569e-08	2.8821776e-07	2.9041681e-07	2.0127085e-08	9.9723824e-13	-3.0543434e-13
6579	3.8256713e+00	4.4033781e-01	5.0500875e-01	5.0000000e-01	9.9948484e-01	0.0000000e+00	0.0000000e+00	-3.2094524e-02	-8.2942516e-02	-2.7592271e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0492664e-01	9.2708974e-05	1.6572193e-08	2.8819823e-07	2.9037504e-07	2.0183581e-08	1.9347708e-12	-2.8143712e-13
6580	3.8264237e+00	4.4027517e-01	5.0500669e-01	5.0000000e-01	9.9948237e-01	0.0000000e+00	0.0000000e+00	-3.2171404e-02	-8.2991026e-02	-2.7409796e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0380754e-01	9.2702172e-05	1.6553507e-08	2.8819537e-07	2.9035471e-07	2.0225324e-08	6.7004419e-13	-1.9602863e-14
6581	3.8271785e+00	4.4021230e-01	5.0500461e-01	5.0000000e-01	9.9947989e-01	0.0000000e+00	0.0000000e+00	-3.2248161e-02	-8.3037123e-02	-2.7364525e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0286340e-01	9.2693144e-05	1.6531900e-08	2.8822601e-07	2.9036462e-07	2.0272468e-08	-7.8303055e-13	-3.9243017e-13
6582	3.8279356e+00	4.4014918e-01	5.0500254e-01	5.0000000e-01	9.9947742e-01	0.0000000e+00	0.0000000e+00	-3.2324756e-02	-8.3084128e-02	-2.7307352e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0174276e-01	9.2684273e-05	1.6510626e-08	2.8827076e-07	2.9039038e-07	2.0313887e-08	1.3658523e-12	9.2920873e-14
6583	3.8286954e+00	4.4008579e-01	5.0500047e-01	5.0000000e-01	9.9947494e-01	0.0000000e+00	0.0000000e+00	-3.2401263e-02	-8.3130848e-02	-2.7185449e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0077104e-01	9.2678672e-05	1.6488845e-08	2.8827085e-07	2.9036931e-07	2.0362571e-08	1.2203757e-12	-3.3543395e-13
6584	3.8294579e+00	4.4002211e-01	5.0499839e-01	5.0000000e-01	9.9947246e-01	0.0000000e+00	0.0000000e+00	-3.2477760e-02	-8.3176070e-02	-2.7176123e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9994932e-01	9.2679683e-05	1.6469678e-08	2.8837742e-07	2.9045679e-07	2.0395673e-08	5.1806645e-12	-2.6479422e-13
6585	3.8302235e+00	4.3995824e-01	5.0499631e-01	5.0000000e-01	9.9946998e-01	0.0000000e+00	0.0000000e+00	-3.2553977e-02	-8.3223498e-02	-2.6984859e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9871041e-01	9.2673651e-05	1.6446977e-08	2.8836687e-07	2.9042328e-07	2.0445527e-08	1.4955645e-12	1.0003139e-13
6586	3.8309910e+00	4.3989414e-01	5.0499424e-01	5.0000000e-01	9.9946750e-01	0.0000000e+00	0.0000000e+00	-3.2630127e-02	-8.3267369e-02	-2.6949657e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9794816e-01	9.2686245e-05	1.6426631e-08	2.8847648e-07	2.9051173e-07	2.0492287e-08	3.4181688e-13	5.6882919e-14
6587	3.8317608e+00	4.3982984e-01	5.0499217e-01	5.0000000e-01	9.9946501e-01	0.0000000e+00	0.0000000e+00	-3.2706074e-02	-8.3313408e-02	-2.6800206e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9692992e-01	9.2696965e-05	1.6407688e-08	2.8851872e-07	2.9053257e-07	2.0541833e-08	-9.6894600e-13	-2.5756547e-13
6588	3.8325325e+00	4.3976534e-01	5.0499011e-01	5.0000000e-01	9.9946253e-01	0.0000000e+00	0.0000000e+00	-3.2781774e-02	-8.3361780e-02	-2.6668304e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9577004e-01	9.2702840e-05	1.6392205e-08	2.8862394e-07	2.9062183e-07	2.0566902e-08	-1.0612307e-13	-4.3624960e-13
6589	3.8333063e+00	4.3970068e-01	5.0498805e-01	5.0000000e-01	9.9946006e-01	0.0000000e+00	0.0000000e+00	-3.2857219e-02	-8.3407064e-02	-2.6559911e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9474979e-01	9.2701250e-05	1.6370063e-08	2.8866030e-07	2.9063567e-07	2.0606545e-08	-1.1074772e-12	9.9425153e-14
6590	3.8340815e+00	4.3963580e-01	5.0498599e-01	5.0000000e-01	9.9945758e-01	0.0000000e+00	0.0000000e+00	-3.2932488e-02	-8.3455619e-02	-2.6473236e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9372271e-01	9.2706025e-05	1.6351261e-08	2.8873535e-07	2.9069332e-07	2.0651595e-08	1.4830392e-13	-3.8750040e-13
6591	3.8348590e+00	4.3957075e-01	5.0498394e-01	5.0000000e-01	9.9945510e-01	0.0000000e+00	0.0000000e+00	-3.3007496e-02	-8.3503511e-02	-2.6321746e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9267978e-01	9.2687697e-05	1.6324364e-08	2.8864807e-07	2.9058013e-07	2.0714106e-08	-8.7442731e-14	2.5559202e-13
6592	3.8356380e+00	4.3950551e-01	5.0498189e-01	5.0000000e-01	9.9945263e-01	0.0000000e+00	0.0000000e+00	-3.3082298e-02	-8.3550476e-02	-2.6266084e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9170876e-01	9.2685997e-05	1.6302831e-08	2.8869653e-07	2.9060597e-07	2.0761568e-08	-2.4394468e-12	1.6520912e-14
6593	3.8364188e+00	4.3944011e-01	5.0497983e-01	5.0000000e-01	9.9945016e-01	0.0000000e+00	0.0000000e+00	-3.3156851e-02	-8.3599439e-02	-2.6265152e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9069023e-01	9.2684804e-05	1.6280120e-08	2.8876456e-07	2.9065341e-07	2.0818438e-08	-1.2486349e-12	-3.6499143e-13
6594	3.8372012e+00	4.3937446e-01	5.0497778e-01	5.0000000e-01	9.9944769e-01	0.0000000e+00	0.0000000e+00	-3.3231297e-02	-8.3645673e-02	-2.6188503e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8981481e-01	9.2689150e-05	1.6259305e-08	2.8883038e-07	2.9069605e-07	2.0864783e-08	-1.5570145e-12	-1.7528080e-13
6595	3.8379860e+00	4.3930856e-01	5.0497573e-01	5.0000000e-01	9.9944522e-01	0.0000000e+00	0.0000000e+00	-3.3305511e-02	-8.3694475e-02	-2.6018067e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8860779e-01	9.2682247e-05	1.6235899e-08	2.8882533e-07	2.9066961e-07	2.0910616e-08	-6.8706193e-13	-9.7225009e-14
6596	3.8387734e+00	4.3924237e-01	5.0497369e-01	5.0000000e-01	9.9944275e-01	0.0000000e+00	0.0000000e+00	-3.3379600e-02	-8.3741801e-02	-2.5851508e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8757804e-01	9.2687405e-05	1.6218624e-08	2.8889762e-07	2.9072357e-07	2.0933060e-08	7.0833234e-13	6.0347510e-14
6597	3.8395638e+00	4.3917583e-01	5.0497165e-01	5.0000000e-01	9.9944027e-01	0.0000000e+00	0.0000000e+00	-3.3453507e-02	-8.3791176e-02	-2.5627376e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8624720e-01	9.2697569e-05	1.6200553e-08	2.8893307e-07	2.9073781e-07	2.0979370e-08	-1.0333392e-12	3.6588302e-13
6598	3.8403579e+00	4.3910902e-01	5.0496962e-01	5.0000000e-01	9.9943780e-01	0.0000000e+00	0.0000000e+00	-3.3527269e-02	-8.3839753e-02	-2.5480819e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8522115e-01	9.2691794e-05	1.6179099e-08	2.8893738e-07	2.9072246e-07	2.1023082e-08	3.4362284e-13	1.3891628e-13
6599	3.8411548e+00	4.3904194e-01	5.0496759e-01	5.0000000e-01	9.9943533e-01	0.0000000e+00	0.0000000e+00	-3.3600861e-02	-8.3887204e-02	-2.5452129e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8418478e-01	9.2698249e-05	1.6158583e-08	2.8903980e-07	2.9080474e-07	2.1070309e-08	1.0652844e-12	-2.5699774e-14
6600	3.8419544e+00	4.3897455e-01	5.0496554e-01	5.0000000e-01	9.9943286e-01	0.0000000e+00	0.0000000e+00	-3.3674385e-02	-8.3935930e-02	-2.5430561e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8325305e-01	9.2705457e-05	1.6139688e-08	2.8916319e-07	2.9090998e-07	2.1114930e-08	2.9416097e-12	-2.9960903e-13
6601	3.8427572e+00	4.3890689e-01	5.0496350e-01	5.0000000e-01	9.9943038e-01	0.0000000e+00	0.0000000e+00	-3.3747735e-02	-8.3985627e-02	-2.5331905e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8220213e-01	9.2698030e-05	1.6117739e-08	2.8918753e-07	2.9091206e-07	2.1153070e-08	-5.7681367e-13	-6.3250441e-15
6602	3.8435629e+00	4.3883909e-01	5.0496146e-01	5.0000000e-01	9.9942791e-01	0.0000000e+00	0.0000000e+00	-3.3820808e-02	-8.4031882e-02	-2.5302182e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8123511e-01	9.2702518e-05	1.6097156e-08	2.8928545e-07	2.9098469e-07	2.1195755e-08	1.3435382e-12	2.1153838e-14
6603	3.8443697e+00	4.3877115e-01	5.0495944e-01	5.0000000e-01	9.9942545e-01	0.0000000e+00	0.0000000e+00	-3.3893479e-02	-8.4082383e-02	-2.5078116e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7996476e-01	9.2685317e-05	1.6071211e-08	2.8922423e-07	2.9090181e-07	2.1234389e-08	1.8690739e-13	-4.4124730e-14
6604	3.8451778e+00	4.3870306e-01	5.0495742e-01	5.0000000e-01	9.9942300e-01	0.0000000e+00	0.0000000e+00	-3.3965720e-02	-8.4132227e-02	-2.4865963e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7863479e-01	9.2682375e-05	1.6050592e-08	2.8924361e-07	2.9090061e-07	2.1268807e-08	9.5998814e-15	3.4506850e-13
6605	3.8459871e+00	4.3863483e-01	5.0495542e-01	5.0000000e-01	9.9942055e-01	0.0000000e+00	0.0000000e+00	-3.4037576e-02	-8.4180976e-02	-2.4685750e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7741005e-01	9.2678606e-05	1.6026640e-08	2.8922788e-07	2.9086100e-07	2.1316778e-08	3.2994917e-13	1.7769779e-13
6606	3.8467976e+00	4.3856645e-01	5.0495343e-01	5.0000000e-01	9.9941812e-01	0.0000000e+00	0.0000000e+00	-3.4109086e-02	-8.4231255e-02	-2.4512184e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7629177e-01	9.2684254e-05	1.6008639e-08	2.8927739e-07	2.9089110e-07	2.1357486e-08	1.9410720e-12	-3.6297760e-13
6607	3.8476093e+00	4.3849794e-01	5.0495144e-01	5.0000000e-01	9.9941568e-01	0.0000000e+00	0.0000000e+00	-3.4180304e-02	-8.4280256e-02	-2.4467249e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7530348e-01	9.2690430e-05	1.5987759e-08	2.8938634e-07	2.9098153e-07	2.1397452e-08	4.5506256e-14	6.7869855e-14
6608	3.8484223e+00	4.3842927e-01	5.0494946e-01	5.0000000e-01	9.9941326e-01	0.0000000e+00	0.0000000e+00	-3.4251177e-02	-8.4330583e-02	-2.4425291e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7419414e-01	9.2696729e-05	1.5967642e-08	2.8947551e-07	2.9104900e-07	2.1453598e-08	3.0519248e-13	1.7339510e-13
6609	3.8492365e+00	4.3836047e-01	5.0494747e-01	5.0000000e-01	9.9941084e-01	0.0000000e+00	0.0000000e+00	-3.4321702e-02	-8.4381475e-02	-2.4332439e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7307904e-01	9.2690940e-05	1.5945510e-08	2.8950110e-07	2.9105377e-07	2.1499881e-08	1.4488282e-12	-2.1802337e-13
6610	3.8500519e+00	4.3829152e-01	5.0494549e-01	5.0000000e-01	9.9940842e-01	0.0000000e+00	0.0000000e+00	-3.4391893e-02	-8.4429427e-02	-2.4280826e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7199900e-01	9.2692460e-05	1.5924176e-08	2.8961521e-07	2.9114667e-07	2.1526768e-08	5.5953037e-13	-3.6565096e-13
6611	3.8508686e+00	4.3822242e-01	5.0494352e-01	5.0000000e-01	9.9940602e-01	0.0000000e+00	0.0000000e+00	-3.4461672e-02	-8.4479524e-02	-2.4060583e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.7072945e-01	9.2685605e-05	1.5900792e-08	2.8959098e-07	2.9109897e-07	2.1569488e-08	1.2813913e-12	-1.4826327e-13
6612	3.8516865e+00	4.3815318e-01	5.0494156e-01	5.0000000e-01	9.9940363e-01	0.0000000e+00	0.0000000e+00	-3.4531018e-02	-8.4529832e-02	-2.3932386e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6941889e-01	9.2680217e-05	1.5879476e-08	2.8964065e-07	2.9112617e-07	2.1606043e-08	-5.2910386e-13	-3.3803309e-15
6613	3.8525056e+00	4.3808380e-01	5.0493961e-01	5.0000000e-01	9.9940124e-01	0.0000000e+00	0.0000000e+00	-3.4600049e-02	-8.4579138e-02	-2.3811882e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6839799e-01	9.2687309e-05	1.5861074e-08	2.8973737e-07	2.9120453e-07	2.1640214e-08	-1.7307290e-12	8.0730047e-14
6614	3.8533260e+00	4.3801427e-01	5.0493766e-01	5.0000000e-01	9.9939886e-01	0.0000000e+00	0.0000000e+00	-3.4668801e-02	-8.4628215e-02	-2.3747998e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6746581e-01	9.2705614e-05	1.5844488e-08	2.8986592e-07	2.9131305e-07	2.1684579e-08	-8.6151896e-13	3.3749742e-13
6615	3.8541476e+00	4.3794459e-01	5.0493571e-01	5.0000000e-01	9.9939648e-01	0.0000000e+00	0.0000000e+00	-3.4737201e-02	-8.4679685e-02	-2.3606113e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6635587e-01	9.2713609e-05	1.5826662e-08	2.8994044e-07	2.9137021e-07	2.1724028e-08	-1.0570124e-12	4.9402947e-13
6616	3.8549704e+00	4.3787477e-01	5.0493378e-01	5.0000000e-01	9.9939412e-01	0.0000000e+00	0.0000000e+00	-3.4805147e-02	-8.4731549e-02	-2.3428627e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6500396e-01	9.2707758e-05	1.5804212e-08	2.8993925e-07	2.9134827e-07	2.1765305e-08	-1.5226813e-12	1.1973468e-13
6617	3.8557944e+00	4.3780480e-01	5.0493186e-01	5.0000000e-01	9.9939176e-01	0.0000000e+00	0.0000000e+00	-3.4872659e-02	-8.4782255e-02	-2.3298542e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6370505e-01	9.2696257e-05	1.5782283e-08	2.8996599e-07	2.9135475e-07	2.1797672e-08	-7.3014637e-13	-6.5608762e-14
6618	3.8566197e+00	4.3773468e-01	5.0492994e-01	5.0000000e-01	9.9938942e-01	0.0000000e+00	0.0000000e+00	-3.4939774e-02	-8.4831687e-02	-2.3208200e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6250011e-01	9.2689478e-05	1.5762314e-08	2.9004183e-07	2.9141340e-07	2.1817143e-08	-8.0312690e-13	-2.1058011e-13
6619	3.8574463e+00	4.3766442e-01	5.0492804e-01	5.0000000e-01	9.9938709e-01	0.0000000e+00	0.0000000e+00	-3.5006450e-02	-8.4880494e-02	-2.2968627e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6119608e-01	9.2683198e-05	1.5738936e-08	2.9000610e-07	2.9135334e-07	2.1856378e-08	-1.0975296e-13	-2.4960155e-13
6620	3.8582740e+00	4.3759401e-01	5.0492615e-01	5.0000000e-01	9.9938476e-01	0.0000000e+00	0.0000000e+00	-3.5072776e-02	-8.4928878e-02	-2.2841394e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.6010787e-01	9.2683543e-05	1.5720001e-08	2.9006279e-07	2.9138824e-07	2.1888811e-08	-1.0700434e-12	2.4866376e-13
6621	3.8591031e+00	4.3752357e-01	5.0492426e-01	5.0000000e-01	9.9938245e-01	0.0000000e+00	0.0000000e+00	-3.5138620e-02	-8.4980048e-02	-2.2724632e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.5897087e-01	9.2697974e-05	1.5705578e-08	2.9020343e-07	2.9151381e-07	2.1922477e-08	1.6822284e-12	1.2234414e-13
6622	3.8599320e+00	4.3745333e-01	5.0492239e-01	5.0000000e-01	9.9938015e-01	0.0000000e+00	0.0000000e+00	-3.5203780e-02	-8.5028272e-02	-2.2613328e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.5785446e-01	9.2700838e-05	1.5683727e-08	2.9026307e-07	2.9155158e-07	2.1967439e-08	-4.9184310e-13	5.3346242e-13
