step	time	pos[0]	pos[1]	pos[2]	quat[0]	quat[1]	quat[2]	quat[3]	transVel[0]	transVel[1]	transVel[2]	angVel[0]	angVel[1]	angVel[2]
10	5.4550000851359217e-05	6.4999997621962602e-01	4.9999999699781317e-01	5.0000000000000000e-01	9.9999999999999800e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3094097856453651e-08	1.1942795069535081e-06	-6.5391567757798320e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.5067107673954797e-03
11	6.5450000641029322e-05	6.4999997623265682e-01	4.9999999623776020e-01	5.0000000000000000e-01	9.9999999999999645e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.4924874617357377e-08	1.1954875849538905e-06	-6.9729630037008685e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	4.0056471120924354e-03
12	7.7340003603473302e-05	6.4999997624691430e-01	4.9999999535551304e-01	5.0000000000000000e-01	9.9999999999999389e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.1180447375700652e-07	1.1991160176587437e-06	-7.4200768586858235e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	4.5213791656264525e-03
13	9.0220002462733536e-05	6.4999997626236550e-01	4.9999999434130377e-01	5.0000000000000000e-01	9.9999999999998956e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.4430468995029185e-07	1.1996229690585542e-06	-7.8742954473879056e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	5.0466174213176446e-03
14	1.0409000449476764e-04	6.4999997627909178e-01	4.9999999318602184e-01	5.0000000000000000e-01	9.9999999999998335e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.8296985737071555e-07	1.2059296827867450e-06	-8.3293577357927191e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	5.5753666071267777e-03
15	1.1895000242361799e-04	6.4999997629709572e-01	4.9999999188124467e-01	5.0000000000000000e-01	9.9999999999997391e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.2830745581198909e-07	1.2115680052161586e-06	-8.7804654544699692e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.1019647969413910e-03
16	1.3480000352524222e-04	6.4999997631636774e-01	4.9999999041964505e-01	5.0000000000000000e-01	9.9999999999996059e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.8077519873718718e-07	1.2158988638492811e-06	-9.2214486409246494e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.6205353848832549e-03
17	1.5164000779964031e-04	6.4999997633693629e-01	4.9999998879508978e-01	5.0000000000000000e-01	9.9999999999994194e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.4078651357274195e-07	1.2214124144494026e-06	-9.6470028043151802e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.1272345410401004e-03
18	1.6947000797085465e-04	6.4999997635904028e-01	4.9999998700241033e-01	5.0000000000000000e-01	9.9999999999991662e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.0869278085752002e-07	1.2397052892864778e-06	-1.0054287489617316e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.6170798973396294e-03
19	1.8829000403888525e-04	6.4999997638246065e-01	4.9999998503757703e-01	5.0000000000000000e-01	9.9999999999988265e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.8479316620058438e-07	1.2444411581987608e-06	-1.0440134330190031e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0871822893806480e-03
20	2.0810001055564730e-04	6.4999997640726692e-01	4.9999998289780245e-01	5.0000000000000000e-01	9.9999999999983791e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6932499617150091e-07	1.2522095950762387e-06	-1.0801487106020583e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.5342584523905481e-03
21	2.2890001296922566e-04	6.4999997643338192e-01	4.9999998058149780e-01	5.0000000000000000e-01	9.9999999999978062e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.6246732264812754e-07	1.2555283495163584e-06	-1.1136080137133381e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.9559929304465595e-03
22	2.5069001127962022e-04	6.4999997646049767e-01	4.9999997809086205e-01	5.0000000000000000e-01	9.9999999999970801e-01	0.0000000000000000e+00	0.0000000000000000e+00	7.6433803563215736e-07	1.2444107761796894e-06	-1.1430177762197044e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.3502260655397591e-03
23	2.7347000548683109e-04	6.4999997648905983e-01	4.9999997542445845e-01	5.0000000000000000e-01	9.9999999999961720e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.7500937480903929e-07	1.2538281355471397e-06	-1.1705020090330574e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.7165354852431253e-03
24	2.9724001014277339e-04	6.4999997651922925e-01	4.9999997258440515e-01	5.0000000000000000e-01	9.9999999999950551e-01	0.0000000000000000e+00	0.0000000000000000e+00	9.9449669544774685e-07	1.2692248223124075e-06	-1.1948057687846904e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0053623949411833e-02
25	3.2200001069553194e-04	6.4999997655085606e-01	4.9999996957345383e-01	5.0000000000000000e-01	9.9999999999936973e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.1227677459849708e-06	1.2773349135978504e-06	-1.2160546623639965e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0361151093481097e-02
26	3.4775000714510679e-04	6.4999997658381503e-01	4.9999996639523187e-01	5.0000000000000000e-01	9.9999999999920663e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.2597409575455352e-06	1.2799600378510981e-06	-1.2342609568075479e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0638696043546524e-02
27	3.7448999949149785e-04	6.4999997661838727e-01	4.9999996305471123e-01	5.0000000000000000e-01	9.9999999999901257e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.4053133166853798e-06	1.2929018492383229e-06	-1.2492597675961139e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0887984976811833e-02
28	4.0221998773470522e-04	6.4999997665435838e-01	4.9999995955470083e-01	5.0000000000000000e-01	9.9999999999878442e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.5593092662498586e-06	1.2971902091095650e-06	-1.2621746877389476e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1106812085441613e-02
29	4.3094000097855924e-04	6.4999997669177878e-01	4.9999995591021584e-01	5.0000000000000000e-01	9.9999999999851841e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.7214692092871200e-06	1.3029384987636457e-06	-1.2689710973417642e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1292475141885774e-02
30	4.6065001011922957e-04	6.4999997673430998e-01	4.9999995212456716e-01	5.0000000000000000e-01	9.9999999999821076e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.8916944843268680e-06	1.4315439904310067e-06	-1.2742001675392821e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1459123193539306e-02
31	4.9135001515671615e-04	6.4999997677871235e-01	4.9999994820035415e-01	5.0000000000000000e-01	9.9999999999785816e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.0697499188832384e-06	1.4463295668878302e-06	-1.2782452876330079e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1599702576984987e-02
32	5.2304001609101893e-04	6.4999997682825983e-01	4.9999994414701537e-01	5.0000000000000000e-01	9.9999999999745659e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.2553878149124380e-06	1.5635036457136550e-06	-1.2790592512875620e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1715865953274457e-02
33	5.5572001292213797e-04	6.4999997687983513e-01	4.9999993996941366e-01	5.0000000000000000e-01	9.9999999999700273e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.4483708045598762e-06	1.5781907316705313e-06	-1.2783358937298465e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1810464482740037e-02
34	5.8939000565007326e-04	6.4999997693406442e-01	4.9999993566991952e-01	5.0000000000000000e-01	9.9999999999649292e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.6484254719159011e-06	1.6106124441735220e-06	-1.2769510440948590e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1883259124245597e-02
35	6.2404999427482491e-04	6.4999997699077061e-01	4.9999993126012010e-01	5.0000000000000000e-01	9.9999999999592371e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.8553030748361815e-06	1.6360706749561583e-06	-1.2723021938861766e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1937542003523609e-02
36	6.5969997879639271e-04	6.4999997704949763e-01	4.9999992675532606e-01	5.0000000000000000e-01	9.9999999999529199e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.0685983138133111e-06	1.6473222104575941e-06	-1.2636168424888221e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1966072312934933e-02
37	6.9633995921477676e-04	6.4999997711079915e-01	4.9999992215491662e-01	5.0000000000000000e-01	9.9999999999459399e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.2881890132492496e-06	1.6730757072061272e-06	-1.2555702660091447e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1986391890668585e-02
38	7.3396993552997706e-04	6.4999997717471625e-01	4.9999991745651978e-01	5.0000000000000000e-01	9.9999999999382660e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.5138146592332628e-06	1.6985675199419899e-06	-1.2485774199142368e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1991796225634802e-02
39	7.7258990774199373e-04	6.4999997724370906e-01	4.9999991267635396e-01	5.0000000000000000e-01	9.9999999999298672e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.7451920676418996e-06	1.7864528737099741e-06	-1.2377436083837616e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1982258332996470e-02
40	8.1219993405848745e-04	6.4999997731568859e-01	4.9999990781917147e-01	5.0000000000000000e-01	9.9999999999207156e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.9820913896892362e-06	1.8172074696431248e-06	-1.2262515807646659e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1961591620757670e-02
41	8.5279995627179743e-04	6.4999997739182114e-01	4.9999990288088186e-01	5.0000000000000000e-01	9.9999999999107736e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.2243906133398536e-06	1.8751869059894701e-06	-1.2163274877376592e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1935922347421558e-02
42	8.9438997438192366e-04	6.4999997746986249e-01	4.9999989788020321e-01	5.0000000000000000e-01	9.9999999999000166e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.4717763937811087e-06	1.8764453985496584e-06	-1.2023752415046550e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1896406849896344e-02
43	9.3696998838886615e-04	6.4999997755128280e-01	4.9999989281766699e-01	5.0000000000000000e-01	9.9999999998884215e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.7239657789495351e-06	1.9121722018620220e-06	-1.1889469813287225e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1845438476800942e-02
44	9.8053999829262489e-04	6.4999997763566109e-01	4.9999988770080800e-01	5.0000000000000000e-01	9.9999999998759592e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.9807759967315667e-06	1.9366139391557593e-06	-1.1743995906495838e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1788396501494439e-02
45	1.0250999458855390e-03	6.4999997771923146e-01	4.9999988252844713e-01	5.0000000000000000e-01	9.9999999998626032e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.2420998345373122e-06	1.8754582772543348e-06	-1.1607632152804259e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1729077100949684e-02
46	1.0706498893752695e-03	6.4999997780593111e-01	4.9999987731144352e-01	5.0000000000000000e-01	9.9999999998483302e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.5076420925273172e-06	1.9033959672299084e-06	-1.1453355835350048e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1659374664932705e-02
47	1.1171899451771379e-03	6.4999997789545350e-01	4.9999987204554691e-01	5.0000000000000000e-01	9.9999999998331224e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7771598538993833e-06	1.9235572990184796e-06	-1.1314775726573099e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1582198598038570e-02
48	1.1647199968758226e-03	6.4999997798861042e-01	4.9999986674439728e-01	5.0000000000000000e-01	9.9999999998169542e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0505704884683015e-06	1.9599596172100826e-06	-1.1153270801551972e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1504760554331970e-02
49	1.2132400444713235e-03	6.4999997808552024e-01	4.9999986141063835e-01	5.0000000000000000e-01	9.9999999997998001e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3277258682664569e-06	1.9973167376599174e-06	-1.0992907988125647e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1424376743753685e-02
50	1.2627500879636407e-03	6.4999997818675326e-01	4.9999985604863662e-01	5.0000000000000000e-01	9.9999999997816413e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.6084834196669262e-06	2.0446980118616258e-06	-1.0830138771146194e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1341448249094834e-02
51	1.3132501273527741e-03	6.4999997829216138e-01	4.9999985066085972e-01	5.0000000000000000e-01	9.9999999997624545e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.8927022796131981e-06	2.0872904289789565e-06	-1.0668865150859179e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1256192473376210e-02
52	1.3647401626387238e-03	6.4999997840075030e-01	4.9999984524277807e-01	5.0000000000000000e-01	9.9999999997422229e-01	0.0000000000000000e+00	0.0000000000000000e+00	7.1802046949594848e-06	2.1089325608297681e-06	-1.0522590140996090e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1167310753676692e-02
53	1.4172201938214897e-03	6.4999997851387747e-01	4.9999983980950469e-01	5.0000000000000000e-01	9.9999999997209210e-01	0.0000000000000000e+00	0.0000000000000000e+00	7.4710057787943065e-06	2.1556248693263475e-06	-1.0353036215581468e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1082358378148817e-02
54	1.4706902209010719e-03	6.4999997863178238e-01	4.9999983436074785e-01	5.0000000000000000e-01	9.9999999996985278e-01	0.0000000000000000e+00	0.0000000000000000e+00	7.7649690977428464e-06	2.2050672072609929e-06	-1.0190306418493908e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0995448623791589e-02
55	1.5251502438774706e-03	6.4999997875495485e-01	4.9999982888715055e-01	5.0000000000000000e-01	9.9999999996750200e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.0620200370759973e-06	2.2617052289103281e-06	-1.0050674412955304e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0908958477504692e-02
56	1.5806002627506853e-03	6.4999997888315131e-01	4.9999982339757426e-01	5.0000000000000000e-01	9.9999999996503885e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.3619586923211960e-06	2.3119298125917046e-06	-9.9000473687632678e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0818346447441425e-02
57	1.6370402775207162e-03	6.4999997901697115e-01	4.9999981790935000e-01	5.0000000000000000e-01	9.9999999996246014e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.6648545071245258e-06	2.3710114422393152e-06	-9.7239976085458196e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0733374018933648e-02
58	1.6944702881875634e-03	6.4999997915624441e-01	4.9999981241552777e-01	5.0000000000000000e-01	9.9999999995976407e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.9706183671077514e-06	2.4250965044279222e-06	-9.5661191456011436e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0648227755358305e-02
59	1.7528902947512269e-03	6.4999997930083397e-01	4.9999980691843482e-01	5.0000000000000000e-01	9.9999999995694810e-01	0.0000000000000000e+00	0.0000000000000000e+00	9.2792113914545055e-06	2.4750010877469181e-06	-9.4096078986533732e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0564636232783385e-02
60	1.8123002972117066e-03	6.4999997945126853e-01	4.9999980141933809e-01	5.0000000000000000e-01	9.9999999995401023e-01	0.0000000000000000e+00	0.0000000000000000e+00	9.5905975464711336e-06	2.5321410843714089e-06	-9.2561803385900974e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0482617573825534e-02
61	1.8727002955690026e-03	6.4999997961191580e-01	4.9999979593681765e-01	5.0000000000000000e-01	9.9999999995095057e-01	0.0000000000000000e+00	0.0000000000000000e+00	9.9044893313490463e-06	2.6597236220080460e-06	-9.0770205516571019e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0393767711682956e-02
62	1.9340902898231148e-03	6.4999997977861512e-01	4.9999979045862697e-01	5.0000000000000000e-01	9.9999999994776434e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0221136045161487e-05	2.7154157647148745e-06	-8.9235880327194261e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0315905321012241e-02
63	1.9964702799740433e-03	6.4999997995204806e-01	4.9999978498641201e-01	5.0000000000000000e-01	9.9999999994444921e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0540478820293008e-05	2.7802652734425447e-06	-8.7723869276904704e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0238626968538972e-02
64	2.0598403824371100e-03	6.4999998013087801e-01	4.9999977955148162e-01	5.0000000000000000e-01	9.9999999994100397e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0862424281620649e-05	2.8219964362141139e-06	-8.5765037295506421e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0160816201548871e-02
65	2.1242003643816708e-03	6.4999998031916795e-01	4.9999977413133168e-01	5.0000000000000000e-01	9.9999999993742739e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.1186843214566382e-05	2.9255739692067513e-06	-8.4216126672401851e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0081383870896530e-02
66	2.1895503422230483e-03	6.4999998051381436e-01	4.9999976872119212e-01	5.0000000000000000e-01	9.9999999993371502e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.1513908407469533e-05	2.9785215943566556e-06	-8.2787139027343164e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0009646302195014e-02
67	2.2558903159612415e-03	6.4999998071490372e-01	4.9999976332143642e-01	5.0000000000000000e-01	9.9999999992986444e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.1843614700305187e-05	3.0311928634681673e-06	-8.1395171459960910e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.9398942676557425e-03
68	2.3232202855962515e-03	6.4999998092299782e-01	4.9999975794239915e-01	5.0000000000000000e-01	9.9999999992587141e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.2176096488922172e-05	3.0906592409541863e-06	-7.9890647413293557e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.8761856123856812e-03
69	2.3915402511280777e-03	6.4999998113798263e-01	4.9999975257865770e-01	5.0000000000000000e-01	9.9999999992173405e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.2511276503143320e-05	3.1467329159503048e-06	-7.8509096420378453e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.8120613069872693e-03
70	2.4608502125567197e-03	6.4999998136216164e-01	4.9999974722397245e-01	5.0000000000000000e-01	9.9999999991745114e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.2849041144614925e-05	3.2344399776700132e-06	-7.7257037104043087e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.7464908815109597e-03
71	2.5311501698821784e-03	6.4999998159384820e-01	4.9999974187890234e-01	5.0000000000000000e-01	9.9999999991302202e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.3189238717218732e-05	3.2956840165395614e-06	-7.6032291915250402e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.6784515684961939e-03
72	2.6024401231044530e-03	6.4999998183600372e-01	4.9999973654694363e-01	5.0000000000000000e-01	9.9999999990843891e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.3532267258933612e-05	3.3967662953770398e-06	-7.4792519313692876e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.6234686981483564e-03
73	2.6747200722235442e-03	6.4999998208753151e-01	4.9999973124472014e-01	5.0000000000000000e-01	9.9999999990370092e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.3877982455881464e-05	3.4799089688259611e-06	-7.3356717139038590e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.5659988096380936e-03
74	2.7479900172394513e-03	6.4999998234694290e-01	4.9999972596544923e-01	5.0000000000000000e-01	9.9999999989880328e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.4226506790596046e-05	3.5404857959900545e-06	-7.2052284687485263e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.5134252695235795e-03
75	2.8222499581521750e-03	6.4999998261073555e-01	4.9999972073216353e-01	5.0000000000000000e-01	9.9999999989374710e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.4577585952617637e-05	3.5522847063695550e-06	-7.0472471213784354e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.4554043107460406e-03
76	2.8974998949617145e-03	6.4999998288684435e-01	4.9999971555299677e-01	5.0000000000000000e-01	9.9999999988852506e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.4931516704745549e-05	3.6692194825642888e-06	-6.8826136445044087e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.4067973997724371e-03
77	2.9737398276680708e-03	6.4999998317123997e-01	4.9999971040373309e-01	5.0000000000000000e-01	9.9999999988313226e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.5288418838738472e-05	3.7302682773158706e-06	-6.7540184429839246e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.3625953314184114e-03
78	3.0509697562712433e-03	6.4999998346408672e-01	4.9999970528288162e-01	5.0000000000000000e-01	9.9999999987756560e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.5648288503782194e-05	3.7918780606455226e-06	-6.6306506304429560e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.3194267794063923e-03
79	3.1291896807712316e-03	6.4999998376459112e-01	4.9999970019337647e-01	5.0000000000000000e-01	9.9999999987182120e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.6011169257662129e-05	3.8417841887457778e-06	-6.5066544885086517e-05	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.2784646874304669e-03
