step	time	mass	force_x	force_y	force_z	torque_x	torque_y	torque_z
14	5.9856036e-04	6.5449478e-05	1.3473878e-04	-1.4136387e-20	5.2001711e-21	1.6220355e-23	-1.3789289e-21	3.6603146e-22
15	6.8956466e-04	6.5449478e-05	1.2396096e-04	6.0584518e-21	-2.0800684e-20	-1.4446915e-23	-1.0286746e-21	-3.2185525e-22
16	7.8707573e-04	6.5449478e-05	1.1562244e-04	-3.8976040e-20	-3.5340969e-21	-2.4548317e-23	-1.9899016e-22	3.0292259e-22
17	8.9109064e-04	6.5449478e-05	1.0903388e-04	3.0090310e-20	-1.1612033e-20	-7.8301571e-23	1.4515041e-22	-1.2306230e-22
18	1.0015795e-03	6.5449478e-05	1.0365022e-04	-5.3035091e-21	-1.8124868e-20	2.0576388e-23	-1.6250535e-22	-2.2320771e-22
19	1.1185785e-03	6.5449478e-05	9.9188505e-05	-5.4324117e-20	8.2293970e-21	-2.2679751e-24	-4.5438388e-22	-8.1094901e-22
20	1.2420991e-03	6.5449478e-05	9.5441230e-05	3.1201027e-20	-4.1525638e-20	-4.1020767e-23	4.3545122e-22	-8.2041534e-23
21	1.3721070e-03	6.5449478e-05	9.2162386e-05	2.0396788e-20	2.5849394e-20	6.6264316e-23	-8.0779357e-22	-3.7234235e-22
22	1.5086579e-03	6.5449478e-05	8.9256036e-05	-6.1594259e-21	1.3984926e-20	-8.5101673e-24	3.8811957e-22	-1.8932662e-22
23	1.6518152e-03	6.5449478e-05	8.6643186e-05	-2.5142575e-20	7.6740389e-21	-4.1612413e-23	-1.3252863e-22	-1.1990686e-22
24	1.8016497e-03	6.5449478e-05	8.4262634e-05	8.1536663e-21	4.7457872e-21	-2.0189909e-23	1.8301573e-22	-8.9614599e-22
25	1.9582397e-03	6.5449478e-05	8.2068106e-05	-6.2604001e-21	2.2214323e-21	-4.2026553e-23	5.6797985e-22	-2.3350283e-22
26	2.1216713e-03	6.5449478e-05	8.0024780e-05	1.8781200e-20	2.0952146e-21	-2.2876966e-23	-3.4078791e-22	-5.2064820e-23
27	2.2920380e-03	6.5449478e-05	7.8106387e-05	-2.2087316e-20	-2.1016043e-20	-6.3108872e-24	1.5303902e-22	2.0352611e-22
28	2.4694410e-03	6.5449478e-05	7.6338886e-05	8.1789099e-21	2.0699710e-21	-1.5537553e-25	7.2535760e-22	6.9419760e-23
29	2.6538686e-03	6.5449478e-05	7.4752412e-05	7.0681937e-21	-9.9964454e-21	6.7544507e-25	5.9637884e-22	2.8398993e-22
30	2.8450996e-03	6.5449478e-05	7.3177044e-05	-9.3779784e-21	6.8662453e-21	1.4939053e-23	4.1715951e-22	-6.8630899e-23
31	3.0431911e-03	6.5449478e-05	7.1646248e-05	7.4720905e-21	-7.4720905e-21	-2.0510384e-23	9.3401131e-22	-2.0510384e-22
32	3.2482026e-03	6.5449478e-05	7.0168198e-05	-5.5283372e-21	-1.8427791e-21	3.5498741e-24	7.8886091e-22	-1.6408307e-22
33	3.4601967e-03	6.5449478e-05	6.8742424e-05	-2.1486742e-20	1.1044287e-20	-4.1020767e-23	4.0385003e-23	-8.3410789e-22
34	3.6792386e-03	6.5449478e-05	6.7366051e-05	2.3444946e-20	1.7986029e-21	1.3148998e-23	6.9893076e-22	-3.3289930e-22
35	3.9053964e-03	6.5449478e-05	6.6035834e-05	3.7360452e-21	2.6884380e-21	-2.7240353e-24	-3.0607803e-22	-6.2142518e-22
36	4.1387407e-03	6.5449478e-05	6.4748756e-05	1.1107162e-20	-2.4082346e-20	-1.2301105e-23	4.2125172e-22	3.2501069e-22
37	4.3793453e-03	6.5449478e-05	6.3502156e-05	-1.6484037e-20	1.3429568e-20	-2.3665827e-24	3.1554436e-22	-1.2621774e-23
38	4.6272867e-03	6.5449478e-05	6.2293725e-05	6.8157582e-21	1.0223637e-21	-2.7474546e-23	1.0412964e-22	-3.6287602e-22
39	4.8826440e-03	6.5449478e-05	6.1121462e-05	-1.5827705e-20	-6.0079647e-21	1.6861902e-23	3.0805018e-22	-1.7354940e-22
40	5.1454994e-03	6.5449478e-05	5.9983615e-05	-2.7263033e-21	-7.0177066e-21	-2.1693675e-24	-3.4709880e-23	1.3351471e-22
41	5.4159380e-03	6.5449478e-05	5.8981220e-05	1.4439310e-20	-1.3732491e-20	2.2779310e-24	-2.5243549e-23	-6.3108872e-23
42	5.6935330e-03	6.5449478e-05	5.7948649e-05	2.0881329e-21	6.1594259e-21	-2.7634845e-24	-4.8909376e-22	-1.6602608e-22
43	5.9783488e-03	6.5449478e-05	5.6923187e-05	5.2191037e-21	-9.9901345e-21	-8.3938656e-24	2.3665827e-22	1.2621774e-23
44	6.2704581e-03	6.5449478e-05	5.5918588e-05	-7.0681937e-22	-3.9379936e-21	-1.9781240e-23	-5.0487098e-22	-2.5243549e-23
45	6.5699380e-03	6.5449478e-05	5.4939152e-05	-6.0584518e-21	-1.6408307e-21	6.7133985e-24	-3.3447702e-22	4.9224920e-22
46	6.8768689e-03	6.5449478e-05	5.3985893e-05	1.3459283e-20	-1.7421932e-21	2.2309972e-24	-2.0980472e-22	-4.1235708e-22
47	7.1913353e-03	6.5449478e-05	5.3058674e-05	-5.5213509e-21	-2.4417469e-21	9.8607613e-24	-3.0244896e-22	-4.6429052e-22
48	7.5134245e-03	6.5449478e-05	5.2156957e-05	-5.8060163e-22	3.7486670e-21	2.2782190e-23	-3.9837476e-22	4.4333983e-22
49	7.8432273e-03	6.5449478e-05	5.1319775e-05	-3.1302001e-21	-4.4428646e-21	9.3709356e-24	-3.3921019e-22	2.9976714e-22
50	8.1805616e-03	6.5449478e-05	5.0568034e-05	-6.8473127e-21	1.4515041e-21	9.2691156e-24	1.5461674e-22	1.7670484e-22
51	8.5248975e-03	6.5449478e-05	4.9782703e-05	1.3126645e-20	2.5243549e-21	5.7192416e-24	1.2621774e-22	2.5953524e-22
52	8.8762694e-03	6.5449478e-05	4.8999586e-05	-4.5438388e-21	-1.7102504e-21	2.7610132e-24	3.4709880e-23	1.5777218e-22
53	9.2347157e-03	6.5449478e-05	4.8231116e-05	2.7767904e-21	5.8060163e-22	-1.8823076e-24	-1.6132206e-22	0.0000000e+00
54	9.6002775e-03	6.5449478e-05	4.7481284e-05	3.5845840e-21	7.6235518e-21	-1.1201031e-23	1.3252863e-22	-1.1675141e-22
55	9.9729993e-03	6.5449478e-05	4.6751123e-05	1.7922920e-21	1.7291831e-21	1.2601579e-23	-6.3108872e-24	2.0825928e-22
56	1.0352929e-02	6.5449478e-05	4.6040615e-05	4.2914033e-21	-7.7497695e-21	2.1323896e-24	7.6322293e-22	2.9592145e-22
57	1.0740117e-02	6.5449478e-05	4.5349368e-05	-4.9729791e-21	-3.1806872e-21	-1.7724656e-23	-9.9396474e-23	-7.8886091e-23
58	1.1134616e-02	6.5449478e-05	4.4676856e-05	-1.6433550e-20	1.2798479e-20	1.4852772e-24	-8.6774700e-23	-1.7354940e-22
59	1.1536483e-02	6.5449478e-05	4.4022509e-05	2.4991113e-21	-7.5099558e-21	3.2200045e-24	-5.8375707e-23	4.7331654e-23
60	1.1945777e-02	6.5449478e-05	4.3385743e-05	3.6350711e-21	1.2773236e-20	5.4496855e-25	3.4197120e-22	6.7842038e-23
61	1.2362560e-02	6.5449478e-05	4.2765985e-05	-5.8659697e-21	-5.0739533e-21	-6.5081025e-24	-2.5243549e-23	2.3034738e-22
62	1.2786896e-02	6.5449478e-05	4.2162668e-05	8.0022050e-21	-5.4352516e-22	6.3134987e-24	4.3860666e-22	2.5874638e-22
63	1.3218850e-02	6.5449478e-05	4.1575241e-05	6.8662453e-21	6.6895405e-21	-5.0908828e-24	-1.6329421e-22	-1.7749370e-24
64	1.3658491e-02	6.5449478e-05	4.1003165e-05	-5.1244404e-21	-8.0274486e-21	6.0643682e-24	-2.5085777e-22	1.3371192e-22
65	1.4105890e-02	6.5449478e-05	4.0445919e-05	4.8402470e-21	6.7823542e-21	-2.4929237e-24	-5.6383508e-22	-2.7050277e-22
66	1.4561120e-02	6.5449478e-05	3.9902997e-05	-1.0097420e-21	-8.3303712e-21	1.6924670e-24	4.7331654e-23	-1.3410635e-22
67	1.5024254e-02	6.5449478e-05	3.9373912e-05	-1.5146129e-21	3.2816614e-21	-8.8353654e-25	-2.1782422e-22	4.1089792e-22
68	1.5495369e-02	6.5449478e-05	3.8916745e-05	-1.0949389e-21	-2.3728936e-21	3.0645875e-24	3.6287602e-22	3.7865323e-22
69	1.5973791e-02	6.5449478e-05	3.8440846e-05	-9.6682793e-21	-3.7360452e-21	-6.1874203e-24	-2.6150739e-22	9.0719004e-23
70	1.6459517e-02	6.5449478e-05	3.7963133e-05	3.0797130e-21	5.4526066e-21	1.2413145e-23	-3.3127228e-22	8.6774700e-23
71	1.6952586e-02	6.5449478e-05	3.7492459e-05	-3.4836098e-21	1.0021689e-20	-8.9486409e-24	-5.2064820e-23	-7.0800266e-22
72	1.7453037e-02	6.5449478e-05	3.7031698e-05	2.9440289e-21	-2.0194839e-22	5.8794789e-24	3.4709880e-22	2.7925676e-22
73	1.7960911e-02	6.5449478e-05	3.6583697e-05	2.8020339e-21	4.0894549e-21	3.4346252e-26	4.6542793e-22	2.4454688e-22
74	1.8476223e-02	6.5449478e-05	3.6145960e-05	3.7360452e-21	-3.6729364e-21	-1.6658767e-24	3.1869981e-22	-5.0487098e-23
75	1.8999002e-02	6.5449478e-05	3.5717575e-05	-4.2156727e-21	2.7326142e-21	-3.4512665e-24	1.8617117e-22	-1.1044053e-22
76	1.9529299e-02	6.5449478e-05	3.5299028e-05	8.0779357e-22	-2.0447275e-21	8.8714213e-24	9.4663309e-23	-1.8301573e-22
77	2.0067162e-02	6.5449478e-05	3.4890280e-05	-1.2369339e-21	-2.7263033e-21	9.5094356e-24	1.8380459e-22	3.0371145e-22
78	2.0612644e-02	6.5449478e-05	3.4491115e-05	2.2971630e-21	-1.5651000e-21	5.2262035e-24	-4.3229578e-22	4.2598489e-23
79	2.1165798e-02	6.5449478e-05	3.4101257e-05	3.5343885e-21	-4.8125582e-21	-3.4495590e-24	4.4939462e-22	1.2667154e-22
80	2.1726678e-02	6.5449478e-05	3.3720420e-05	-2.4612460e-21	-1.8806444e-21	0.0000000e+00	1.2621774e-23	-1.1044053e-23
81	2.2295340e-02	6.5449478e-05	3.3348313e-05	-6.9419760e-21	-1.9185097e-21	3.6649221e-24	5.2064820e-23	8.9930143e-23
82	2.2871840e-02	6.5449478e-05	3.2984656e-05	7.7750131e-21	4.5185953e-21	-1.2141301e-24	-2.0234282e-22	1.8577674e-22
83	2.3456238e-02	6.5449478e-05	3.2629177e-05	8.0779357e-22	-9.0876776e-21	-3.4666739e-24	-3.3447702e-22	2.7807347e-22
84	2.4048591e-02	6.5449478e-05	3.2281613e-05	-4.2480553e-22	1.9709642e-21	2.7887466e-24	2.0149249e-22	-2.3428997e-22
85	2.4648961e-02	6.5449478e-05	3.1958056e-05	-5.1749275e-21	1.2053795e-21	1.7612027e-24	-7.5424963e-22	1.4791142e-23
86	2.5257087e-02	6.5449478e-05	3.1649356e-05	1.1346713e-21	7.7131503e-22	-1.9721523e-24	1.0733856e-22	6.5830107e-23
87	2.5872668e-02	6.5449478e-05	3.1333799e-05	-6.9545977e-21	-6.3108872e-22	-2.9690136e-24	-2.1723257e-22	-1.2306230e-22
88	2.6495740e-02	6.5449478e-05	3.1020288e-05	2.9534952e-21	-1.9689968e-21	-2.1506657e-25	-8.7563560e-23	-6.1728366e-23
89	2.7126340e-02	6.5449478e-05	3.0711811e-05	-7.7750131e-21	1.8932662e-21	1.6556195e-24	-1.7039396e-22	-2.2245878e-22
90	2.7764504e-02	6.5449478e-05	3.0409295e-05	5.7807727e-21	-1.1359597e-21	-3.9467119e-25	-2.3863042e-23	1.4041724e-22
91	2.8410272e-02	6.5449478e-05	3.0112951e-05	-6.0584518e-22	-2.6127073e-21	6.7538511e-24	-4.0862995e-22	9.2395334e-23
92	2.9063684e-02	6.5449478e-05	2.9822743e-05	-4.7962743e-21	5.5535808e-21	1.5037661e-23	-1.3568408e-22	-1.8538231e-23
93	2.9724778e-02	6.5449478e-05	2.9538547e-05	-4.9224920e-21	-6.0584518e-22	1.1285949e-24	6.2763746e-23	-4.4491755e-22
94	3.0393598e-02	6.5449478e-05	2.9260209e-05	-3.7865323e-22	1.0526560e-20	7.0257924e-25	1.6881623e-22	1.7670484e-22
95	3.1070184e-02	6.5449478e-05	2.8987568e-05	6.8157582e-21	6.6390534e-21	7.7441450e-25	1.8498788e-22	-4.1888514e-22
96	3.1754580e-02	6.5449478e-05	2.8720461e-05	1.4451932e-21	-1.5146129e-22	1.6928570e-24	1.4199496e-22	1.6881623e-22
97	3.2446830e-02	6.5449478e-05	2.8458731e-05	-1.0349855e-21	5.8565034e-21	-1.1241743e-24	-1.0452407e-23	-2.3468612e-22
98	3.3146978e-02	6.5449478e-05	2.8202222e-05	2.2214323e-21	-1.5398565e-21	2.9303603e-25	4.4570641e-22	-7.8886091e-23
99	3.3855070e-02	6.5449478e-05	2.7950784e-05	5.9322340e-21	6.5633227e-22	3.7702432e-24	2.6821271e-22	-1.4238939e-22
100	3.4571152e-02	6.5449478e-05	2.7731215e-05	1.8175355e-21	-6.2351566e-21	-6.4094949e-25	2.4139144e-22	4.3545122e-22
101	3.5294547e-02	6.5449478e-05	2.7739754e-05	1.9185097e-21	4.9224920e-22	2.6458064e-25	2.1102029e-22	1.5382788e-22
102	3.6018784e-02	6.5449478e-05	2.7599126e-05	-1.1195514e-20	7.2133441e-21	-7.9185813e-25	-3.3526588e-24	-6.0939505e-22
103	3.6743766e-02	6.5449478e-05	2.7406747e-05	6.5885663e-21	-3.9506154e-21	2.3996533e-25	4.3545122e-22	9.4663309e-24
104	3.7469469e-02	6.5449478e-05	2.7197531e-05	-4.8972485e-21	5.8565034e-21	-3.3063123e-25	2.0983700e-22	-9.2296726e-23
105	3.8195916e-02	6.5449478e-05	2.6998105e-05	2.4296916e-21	1.8427791e-21	-3.5119791e-24	6.3700518e-23	-3.9719147e-22
106	3.8922775e-02	6.5449478e-05	2.6795377e-05	-6.3108872e-21	-2.9787388e-21	-3.0568360e-24	9.6241030e-23	-1.5146129e-22
107	3.9649993e-02	6.5449478e-05	2.6592091e-05	7.5730647e-22	-3.2059307e-21	3.1141070e-25	-1.0767951e-22	-2.4651903e-23
108	4.0377589e-02	6.5449478e-05	2.6391664e-05	1.1561545e-20	4.7962743e-22	7.3081300e-24	6.7053177e-23	-4.4156489e-22
109	4.1105578e-02	6.5449478e-05	2.6195251e-05	-1.0198394e-20	4.5438388e-22	1.5764940e-24	-5.9164568e-24	9.2691156e-23
110	4.1833978e-02	6.5449478e-05	2.6003203e-05	2.5243549e-21	-1.0097420e-22	2.1511012e-24	1.0689065e-22	9.7029891e-23
111	4.2562804e-02	6.5449478e-05	2.5815572e-05	4.7962743e-22	3.2059307e-21	3.2047474e-24	-9.0719004e-23	-1.4830585e-22
112	4.3292074e-02	6.5449478e-05	2.5632300e-05	5.0487098e-23	8.8352421e-22	-8.6160614e-25	9.2296726e-23	-4.8909376e-23
113	4.4021801e-02	6.5449478e-05	2.5453283e-05	-4.4302428e-21	-1.7796702e-21	3.9073267e-24	-2.1299244e-22	7.0997481e-24
114	4.4752002e-02	6.5449478e-05	2.5278402e-05	-2.1867224e-21	-1.0917835e-21	1.8185089e-24	1.0281076e-22	-4.4235375e-22
115	4.5482691e-02	6.5449478e-05	2.5107528e-05	3.8622630e-21	-3.9632372e-21	-1.7795593e-25	-2.0431497e-22	-1.5718054e-22
116	4.6213882e-02	6.5449478e-05	2.4940534e-05	-3.1806872e-21	-4.6700566e-21	1.5443310e-24	-5.3642542e-23	-1.6289978e-22
117	4.6945590e-02	6.5449478e-05	2.4777293e-05	1.5903436e-21	2.8398993e-21	1.4298104e-24	4.4649527e-22	-2.2088105e-23
118	4.7677829e-02	6.5449478e-05	2.4617681e-05	-2.3224065e-21	2.1709452e-21	1.8439869e-24	-1.0334078e-22	-5.2262035e-23
119	4.8410612e-02	6.5449478e-05	2.4462081e-05	1.7699491e-22	-1.0381348e-21	2.4146648e-24	-2.3077921e-22	2.9333926e-23
120	4.9143936e-02	6.5449478e-05	2.4310491e-05	7.2701421e-21	2.0447275e-21	2.7255761e-24	-2.0904814e-23	-8.8352421e-23
121	4.9877786e-02	6.5449478e-05	2.4161483e-05	-8.4313454e-21	-2.9030081e-21	2.9536062e-24	-4.7331654e-23	9.8607613e-23
122	5.0612174e-02	6.5449478e-05	2.4015401e-05	2.4233807e-21	2.4991113e-21	-1.3312028e-24	-8.3619256e-23	1.1280711e-22
123	5.1347113e-02	6.5449478e-05	2.3872314e-05	4.4554864e-21	-1.4893694e-21	-3.8670255e-24	-1.7995889e-23	-3.6997576e-22
124	5.2082614e-02	6.5449478e-05	2.3734651e-05	-1.9185097e-21	-5.8060163e-21	2.2986182e-25	-1.5382788e-22	-1.4357268e-22
125	5.2818610e-02	6.5449478e-05	2.3598283e-05	4.5943259e-21	-6.5633227e-22	3.2047474e-24	-2.6821271e-22	1.4593927e-23
126	5.3555113e-02	6.5449478e-05	2.3467811e-05	-8.9046619e-21	3.2816614e-22	3.5113555e-24	2.3981372e-22	-2.2482536e-22
127	5.4292015e-02	6.5449478e-05	2.3341476e-05	5.8675474e-21	-5.7050421e-21	1.4344825e-24	2.5322435e-22	-1.3450078e-22
128	5.5029202e-02	6.5449478e-05	2.3214465e-05	-1.0097420e-22	3.7360452e-21	-3.8258553e-24	-5.5220263e-23	1.0097420e-22
129	5.5766682e-02	6.5449478e-05	2.3088824e-05	3.3321485e-21	9.8134297e-21	3.5436712e-24	7.4152925e-23	-1.2621774e-23
130	5.6504465e-02	6.5449478e-05	2.2965222e-05	2.5243549e-22	-2.9787388e-21	-2.2507140e-24	7.3679609e-22	-3.5814285e-22
131	5.7242562e-02	6.5449478e-05	2.2843853e-05	3.7829825e-21	2.1709452e-21	-2.9582284e-24	1.5619446e-22	2.4454688e-22
132	5.7980981e-02	6.5449478e-05	2.2724743e-05	-3.9521931e-22	-3.1302001e-21	1.0846837e-24	2.9976714e-23	-1.3962838e-22
133	5.8719731e-02	6.5449478e-05	2.2607863e-05	-2.0194839e-22	1.4388823e-21	2.9167144e-24	8.3619256e-23	9.4663309e-23
134	5.9458823e-02	6.5449478e-05	2.2493163e-05	-1.6660742e-21	-1.6660742e-21	3.8364524e-25	-6.6264316e-23	-1.8557953e-22
135	6.0198265e-02	6.5449478e-05	2.2380585e-05	-6.3108872e-21	-6.3108872e-22	-7.6986793e-26	1.4357268e-22	-1.6763294e-23
136	6.0938065e-02	6.5449478e-05	2.2270073e-05	4.7712871e-21	1.8022102e-21	-2.3450123e-24	3.1793907e-23	6.6183247e-23
137	6.1678233e-02	6.5449478e-05	2.2161569e-05	8.7090244e-21	7.1439244e-21	-4.0300626e-24	2.1259801e-22	-2.6781828e-22
138	6.2418776e-02	6.5449478e-05	2.2055018e-05	-4.1399420e-21	4.6069477e-21	-2.1721561e-24	-1.9248206e-22	-9.4663309e-24
139	6.3159703e-02	6.5449478e-05	2.1950366e-05	-3.6098275e-21	1.4515041e-21	-2.3231086e-24	4.3387350e-23	1.0097420e-22
140	6.3901023e-02	6.5449478e-05	2.1847560e-05	-4.3355650e-22	3.5715337e-21	-1.7448925e-24	-4.7747327e-23	-6.7134614e-24
141	6.4642743e-02	6.5449478e-05	2.1746600e-05	-1.8055316e-22	3.1200229e-21	-2.1316193e-24	-2.1006312e-22	-1.7785142e-22
142	6.5384868e-02	6.5449478e-05	2.1647688e-05	6.7526493e-22	4.6069477e-22	-2.8585297e-25	-1.1970964e-22	8.1154066e-23
143	6.6127397e-02	6.5449478e-05	2.1550259e-05	-3.6855581e-21	2.8272775e-21	-8.9089908e-25	1.8814333e-22	-1.6171649e-23
144	6.6870335e-02	6.5449478e-05	2.1454410e-05	-5.9322340e-22	-3.0039823e-21	-5.0074179e-25	-3.0055600e-22	1.3410635e-22
145	6.7613690e-02	6.5449478e-05	2.1360145e-05	-3.3826356e-21	-6.1846695e-22	3.3526588e-24	2.2245878e-22	-1.3607851e-23
146	6.8357470e-02	6.5449478e-05	2.1268445e-05	-5.8060163e-22	1.2747992e-21	6.4094949e-24	3.3132158e-23	9.4663309e-23
147	6.9101645e-02	6.5449478e-05	2.1177704e-05	5.9448558e-21	1.5256570e-21	8.5203141e-25	-1.3578268e-22	3.2343297e-23
148	6.9846220e-02	6.5449478e-05	2.1088193e-05	4.1904291e-21	3.7360452e-21	-3.4974888e-25	1.1675141e-22	1.3568408e-22
149	7.0591202e-02	6.5449478e-05	2.1000041e-05	8.2041534e-22	-1.3757734e-21	2.9582284e-25	-4.7331654e-23	9.7818752e-23
150	7.1336597e-02	6.5449478e-05	2.0914783e-05	4.4176211e-21	1.8238464e-21	1.3535436e-24	1.2542888e-22	-1.1832914e-24
151	7.2082358e-02	6.5449478e-05	2.0830479e-05	2.3476501e-21	-3.2816614e-21	3.3587647e-24	4.2992919e-22	-1.1951243e-22
152	7.2828471e-02	6.5449478e-05	2.0750337e-05	-1.3757734e-21	3.0292259e-21	2.7082750e-25	1.8459345e-22	-1.7197168e-22
153	7.3574813e-02	6.5449478e-05	2.0669112e-05	1.9563750e-22	4.2914033e-22	-4.8317730e-24	-1.5777218e-23	-2.5795752e-22
154	7.4321391e-02	6.5449478e-05	2.0588320e-05	2.3670934e-21	-1.0932290e-21	5.7192416e-24	-4.5395346e-23	-1.0205221e-22
155	7.5068211e-02	6.5449478e-05	2.0508475e-05	-2.5117331e-21	1.3883952e-21	-1.5830473e-24	3.0173930e-22	5.6009124e-23
156	7.5815278e-02	6.5449478e-05	2.0429741e-05	1.7670484e-22	-4.2535380e-21	-2.4651903e-24	4.3387350e-23	2.9976714e-23
157	7.6562599e-02	6.5449478e-05	2.0352161e-05	9.1238265e-22	4.2248947e-21	7.8886091e-25	-4.0150110e-23	4.9050110e-23
158	7.7310178e-02	6.5449478e-05	2.0275733e-05	2.7767904e-21	-3.5214751e-21	-4.9303807e-26	3.3921019e-23	1.4672813e-22
159	7.8058022e-02	6.5449478e-05	2.0200444e-05	-1.9311315e-21	-1.7922920e-21	6.1937907e-25	-4.9698237e-23	-4.1809628e-23
160	7.8806136e-02	6.5449478e-05	2.0126271e-05	-2.1709452e-21	-1.5019912e-21	-2.7841243e-24	2.9976714e-23	-2.0194839e-22
161	7.9554525e-02	6.5449478e-05	2.0053193e-05	-5.4021195e-21	-1.5146129e-22	-1.1596716e-24	3.0765575e-23	-4.0705223e-22
162	8.0303194e-02	6.5449478e-05	1.9981185e-05	7.1944115e-21	-1.5398565e-21	3.7714270e-24	1.0097420e-22	1.3962838e-22
163	8.1052150e-02	6.5449478e-05	1.9910227e-05	-1.3883952e-21	5.0487098e-23	3.8826748e-25	2.6821271e-23	-7.6519508e-23
164	8.1801396e-02	6.5449478e-05	1.9840293e-05	1.4956803e-21	2.1204581e-21	5.6132405e-24	1.0215749e-22	-6.2911657e-23
165	8.2550938e-02	6.5449478e-05	1.9771364e-05	-1.0261503e-20	4.2988975e-21	-3.0056994e-24	-6.9025329e-23	-7.3709191e-24
166	8.3300781e-02	6.5449478e-05	1.9703417e-05	5.2127929e-21	1.5398565e-21	2.2394713e-24	1.9958181e-22	1.6566079e-23
167	8.4050930e-02	6.5449478e-05	1.9636430e-05	1.5651000e-21	-4.1651856e-21	-9.5217976e-25	-2.5322435e-22	1.5619446e-22
168	8.4801389e-02	6.5449478e-05	1.9570385e-05	-2.0194839e-21	3.2185525e-21	4.0683344e-24	3.9443045e-25	-4.4176211e-23
169	8.5552163e-02	6.5449478e-05	1.9505261e-05	1.9973958e-21	-2.2466759e-21	-6.8521720e-25	6.4292164e-23	5.4234187e-23
170	8.6303256e-02	6.5449478e-05	1.9441038e-05	7.3711163e-21	3.2059307e-21	1.7256332e-24	2.6269068e-22	-1.2779547e-22
171	8.7054673e-02	6.5449478e-05	1.9377698e-05	-2.2466759e-21	-3.4962315e-21	-5.4234187e-25	3.9443045e-23	-6.3897733e-23
172	8.7806418e-02	6.5449478e-05	1.9315239e-05	-6.8157582e-22	-2.3224065e-21	4.3444025e-24	2.3981372e-22	4.0231906e-23
173	8.8558495e-02	6.5449478e-05	1.9254024e-05	5.1118187e-22	-5.5598917e-21	-1.7610703e-24	-1.2030129e-22	4.3387350e-23
174	8.9310892e-02	6.5449478e-05	1.9193380e-05	-3.1933089e-21	6.8788671e-22	-1.6908435e-24	5.0684313e-23	-1.2621774e-22
175	9.0063613e-02	6.5449478e-05	1.9133459e-05	1.1990686e-21	-1.5777218e-21	-1.7256332e-24	-2.0352611e-22	2.7215701e-23
176	9.0816661e-02	6.5449478e-05	1.9074811e-05	-3.1302001e-21	-3.4078791e-21	2.1015748e-24	2.0273725e-22	-1.0018533e-22
177	9.1570021e-02	6.5449478e-05	1.9016895e-05	-5.0203108e-21	2.3097847e-21	5.4003076e-25	3.8654184e-23	3.8272080e-24
178	9.2323684e-02	6.5449478e-05	1.8959451e-05	2.0447275e-21	-2.5369767e-21	1.9721523e-25	1.7354940e-23	1.0176306e-22
179	9.3077655e-02	6.5449478e-05	1.8902653e-05	-9.5925486e-22	8.2041534e-22	3.6977855e-24	3.2540512e-23	-1.1990686e-22
180	9.3831937e-02	6.5449478e-05	1.8846553e-05	2.0194839e-21	1.3883952e-21	1.7749370e-24	-8.5985839e-23	-4.1020767e-23
181	9.4586533e-02	6.5449478e-05	1.8793063e-05	-2.6758162e-21	-5.5535808e-22	-1.3002796e-24	3.7865323e-23	-2.7412916e-23
