step	time	pos[0]	pos[1]	pos[2]	quat[0]	quat[1]	quat[2]	quat[3]	transVel[0]	transVel[1]	transVel[2]	angVel[0]	angVel[1]	angVel[2]
13	9.0220002462733536e-05	6.4999997629087636e-01	4.9999999168662967e-01	5.0000000000000000e-01	9.9999999999998201e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.8983504074833420e-07	1.5357140403578787e-06	-1.3005873022410182e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.8801197937717945e-03
14	1.0409000449476764e-04	6.4999997631224649e-01	4.9999998972939097e-01	5.0000000000000000e-01	9.9999999999997058e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.4288687847198701e-07	1.5407422423390030e-06	-1.4111310242600114e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.6498684533026695e-03
15	1.1895000242361799e-04	6.4999997633514728e-01	4.9999998746760771e-01	5.0000000000000000e-01	9.9999999999995337e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.0543990103686110e-07	1.5411045625437837e-06	-1.5220614275779341e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.4189801567801474e-03
16	1.3480000352524222e-04	6.4999997635961981e-01	4.9999998488066388e-01	5.0000000000000000e-01	9.9999999999992850e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.7818737425695229e-07	1.5440095456423294e-06	-1.6321412218933508e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.1794918889710388e-03
17	1.5164000779964031e-04	6.4999997638569218e-01	4.9999998194987127e-01	5.0000000000000000e-01	9.9999999999989353e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.6176111996546918e-07	1.5482397442918158e-06	-1.7403756436051767e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.9256230057629680e-03
18	1.6947000797085465e-04	6.4999997641333351e-01	4.9999997865822082e-01	5.0000000000000000e-01	9.9999999999984501e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.5671625031138644e-07	1.5502723946114077e-06	-1.8461303644429667e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0651164368584374e-02
19	1.8829000403888525e-04	6.4999997644266527e-01	4.9999997499092480e-01	5.0000000000000000e-01	9.9999999999977995e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.6353248979810577e-07	1.5585417826812069e-06	-1.9486163894578550e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1351353824308097e-02
20	2.0810001055564730e-04	6.4999997647363428e-01	4.9999997093546622e-01	5.0000000000000000e-01	9.9999999999969380e-01	0.0000000000000000e+00	0.0000000000000000e+00	7.8260857510852028e-07	1.5633003691758456e-06	-2.0471774807063757e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.2021815780963731e-02
21	2.2890001296922566e-04	6.4999997650616248e-01	4.9999996648145240e-01	5.0000000000000000e-01	9.9999999999958211e-01	0.0000000000000000e+00	0.0000000000000000e+00	9.1426841882955567e-07	1.5638534484223030e-06	-2.1413528132915668e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.2659600357796433e-02
22	2.5069001127962022e-04	6.4999997654056929e-01	4.9999996162146176e-01	5.0000000000000000e-01	9.9999999999943956e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0587606336665899e-06	1.5790198760301687e-06	-2.2303766060351765e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.3262250099780137e-02
23	2.7347000548683109e-04	6.4999997657643749e-01	4.9999995634886257e-01	5.0000000000000000e-01	9.9999999999926037e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.2162522001313718e-06	1.5745455427227274e-06	-2.3145738263215691e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.3827178794107447e-02
24	2.9724001014277339e-04	6.4999997661404030e-01	4.9999995065991898e-01	5.0000000000000000e-01	9.9999999999903844e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.3868418392679856e-06	1.5819452753138584e-06	-2.3933292425288793e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.4353356258877452e-02
25	3.2200001069553194e-04	6.4999997665331466e-01	4.9999994455170310e-01	5.0000000000000000e-01	9.9999999999876676e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.5705791866432077e-06	1.5862029437861450e-06	-2.4669692453004288e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.4841465862312053e-02
26	3.4775000714510679e-04	6.4999997669432485e-01	4.9999993802428844e-01	5.0000000000000000e-01	9.9999999999843825e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.7674283033102320e-06	1.5926284030401922e-06	-2.5349183243078425e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.5289251779984350e-02
27	3.7448999949149785e-04	6.4999997673723386e-01	4.9999993107925356e-01	5.0000000000000000e-01	9.9999999999804523e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.9773331414779290e-06	1.6046738334501657e-06	-2.5972456499048844e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.5699688718628660e-02
28	4.0221998773470522e-04	6.4999997678146371e-01	4.9999992371932961e-01	5.0000000000000000e-01	9.9999999999757971e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.2001602940499134e-06	1.5950178281440384e-06	-2.6541377395190044e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6071197444822997e-02
29	4.3094000097855924e-04	6.4999997682694866e-01	4.9999991594852705e-01	5.0000000000000000e-01	9.9999999999703360e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.4357482550430458e-06	1.5837376639240805e-06	-2.7057112003216758e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6405846865861145e-02
30	4.6065001011922957e-04	6.4999997687419120e-01	4.9999990777059283e-01	5.0000000000000000e-01	9.9999999999639833e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.6838939756525420e-06	1.5901240927588640e-06	-2.7525864163485057e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6704525116816568e-02
31	4.9135001515671615e-04	6.4999997692298472e-01	4.9999989919075621e-01	5.0000000000000000e-01	9.9999999999566525e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.9443861591498736e-06	1.5893670586940454e-06	-2.7947350479341467e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6970174820740324e-02
32	5.2304001609101893e-04	6.4999997697369460e-01	4.9999989021695773e-01	5.0000000000000000e-01	9.9999999999482558e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.2169770634527003e-06	1.6001861495502425e-06	-2.8317445556201744e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7203591309821450e-02
33	5.5572001292213797e-04	6.4999997702580492e-01	4.9999988085598529e-01	5.0000000000000000e-01	9.9999999999387024e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.5013783623010589e-06	1.5945630602168294e-06	-2.8644346488100852e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7405220247855822e-02
34	5.8939000565007326e-04	6.4999997707959600e-01	4.9999987111524180e-01	5.0000000000000000e-01	9.9999999999279021e-01	0.0000000000000000e+00	0.0000000000000000e+00	3.7973370312721672e-06	1.5975953358325265e-06	-2.8930037045805679e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7579962516963452e-02
35	6.2404999427482491e-04	6.4999997713580493e-01	4.9999986099672894e-01	5.0000000000000000e-01	9.9999999999157607e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.1046213974728147e-06	1.6217232494410554e-06	-2.9193632050389384e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7731354079806510e-02
36	6.5969997879639271e-04	6.4999997719352609e-01	4.9999985051216100e-01	5.0000000000000000e-01	9.9999999999021916e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.4228801045055959e-06	1.6191062338416419e-06	-2.9409727660061741e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7854625920654996e-02
37	6.9633995921477676e-04	6.4999997725300374e-01	4.9999983967330008e-01	5.0000000000000000e-01	9.9999999998871048e-01	0.0000000000000000e+00	0.0000000000000000e+00	4.7517498356154501e-06	1.6232970449674442e-06	-2.9582044003695232e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7951404536753077e-02
38	7.3396993552997706e-04	6.4999997731445858e-01	4.9999982848476326e-01	5.0000000000000000e-01	9.9999999998704092e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.0910105635005333e-06	1.6331339154536259e-06	-2.9733023693306746e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8031396645718480e-02
39	7.7258990774199373e-04	6.4999997737777382e-01	4.9999981695518841e-01	5.0000000000000000e-01	9.9999999998520139e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.4403491854673092e-06	1.6394411451277671e-06	-2.9853896568063360e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8091073121264682e-02
40	8.1219993405848745e-04	6.4999997744315108e-01	4.9999980508757574e-01	5.0000000000000000e-01	9.9999999998318301e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7995067421011656e-06	1.6505253588634415e-06	-2.9961152964045880e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8134691069908074e-02
41	8.5279995627179743e-04	6.4999997751048610e-01	4.9999979289371838e-01	5.0000000000000000e-01	9.9999999998097666e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1681922171093576e-06	1.6584972427129820e-06	-3.0034131513476467e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8161846059842127e-02
42	8.9438997438192366e-04	6.4999997757999706e-01	4.9999978037634890e-01	5.0000000000000000e-01	9.9999999997857381e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.5461868638556892e-06	1.6713369006725243e-06	-3.0097065361608109e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8177189072083242e-02
43	9.3696998838886615e-04	6.4999997765178330e-01	4.9999976754183489e-01	5.0000000000000000e-01	9.9999999997596523e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.9332437442578599e-06	1.6859153559043599e-06	-3.0142118353185601e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8180219840815571e-02
44	9.8053999829262489e-04	6.4999997772579254e-01	4.9999975439863265e-01	5.0000000000000000e-01	9.9999999997314193e-01	0.0000000000000000e+00	0.0000000000000000e+00	7.3291241912189970e-06	1.6986275737342635e-06	-3.0165715464689337e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8172157308754072e-02
45	1.0250999458855390e-03	6.4999997780149998e-01	4.9999974095149397e-01	5.0000000000000000e-01	9.9999999997009559e-01	0.0000000000000000e+00	0.0000000000000000e+00	7.7336253218383083e-06	1.6990002925205218e-06	-3.0177600279609074e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8155346976247121e-02
46	1.0706498893752695e-03	6.4999997787874197e-01	4.9999972719670255e-01	5.0000000000000000e-01	9.9999999996681754e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.1464623039457623e-06	1.6957638126713142e-06	-3.0197127211024861e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8126761015168878e-02
47	1.1171899451771379e-03	6.4999997795851072e-01	4.9999971315047126e-01	5.0000000000000000e-01	9.9999999996329869e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.5675394823502375e-06	1.7139816630188426e-06	-3.0180986881312360e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8095280550888788e-02
48	1.1647199968758226e-03	6.4999997804095289e-01	4.9999969881857370e-01	5.0000000000000000e-01	9.9999999995952971e-01	0.0000000000000000e+00	0.0000000000000000e+00	8.9967004467200431e-06	1.7345292138887077e-06	-3.0153371661679448e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8058529955243371e-02
49	1.2132400444713235e-03	6.4999997812553290e-01	4.9999968420297403e-01	5.0000000000000000e-01	9.9999999995550204e-01	0.0000000000000000e+00	0.0000000000000000e+00	9.4337696216495311e-06	1.7431997513660749e-06	-3.0122835232482004e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8016041836275750e-02
50	1.2627500879636407e-03	6.4999997821339006e-01	4.9999966931174761e-01	5.0000000000000000e-01	9.9999999995120759e-01	0.0000000000000000e+00	0.0000000000000000e+00	9.8785135232574586e-06	1.7745328703557720e-06	-3.0077209492756932e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7965821112044599e-02
51	1.3132501273527741e-03	6.4999997830323764e-01	4.9999965414902137e-01	5.0000000000000000e-01	9.9999999994663746e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0330780958765134e-05	1.7791602967545332e-06	-3.0025200515033121e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7911581605178965e-02
52	1.3647401626387238e-03	6.4999997839616985e-01	4.9999963871514552e-01	5.0000000000000000e-01	9.9999999994178179e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0790574502918432e-05	1.8048585301072881e-06	-2.9974511264907103e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7859527837597207e-02
53	1.4172201938214897e-03	6.4999997849136204e-01	4.9999962301129036e-01	5.0000000000000000e-01	9.9999999993663202e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.1257701755751186e-05	1.8138759234300798e-06	-2.9923504478868650e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7802105673061935e-02
54	1.4706902209010719e-03	6.4999997858890135e-01	4.9999960704104018e-01	5.0000000000000000e-01	9.9999999993117894e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.1732103653336906e-05	1.8241872842011721e-06	-2.9867683146980240e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7744600621547160e-02
55	1.5251502438774706e-03	6.4999997868930959e-01	4.9999959080272388e-01	5.0000000000000000e-01	9.9999999992541255e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.2213727593834234e-05	1.8437065774696216e-06	-2.9816959839671579e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7687254518246504e-02
56	1.5806002627506853e-03	6.4999997879192617e-01	4.9999957430848413e-01	5.0000000000000000e-01	9.9999999991932442e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.2702410535773795e-05	1.8506139150237585e-06	-2.9746149211298730e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7626075454553296e-02
57	1.6370402775207162e-03	6.4999997889764716e-01	4.9999955756074460e-01	5.0000000000000000e-01	9.9999999991290323e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.3198238344723959e-05	1.8731561375366057e-06	-2.9673528599619511e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7570085364696873e-02
58	1.6944702881875634e-03	6.4999997900634032e-01	4.9999954055757684e-01	5.0000000000000000e-01	9.9999999990613964e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.3701123066337975e-05	1.8926201032085925e-06	-2.9606769564527187e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7512962620912596e-02
59	1.7528902947512269e-03	6.4999997911816165e-01	4.9999952330477676e-01	5.0000000000000000e-01	9.9999999989902366e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.4211014656895646e-05	1.9140934445487549e-06	-2.9532352063184217e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7456062670569403e-02
60	1.8123002972117066e-03	6.4999997923429720e-01	4.9999950580184699e-01	5.0000000000000000e-01	9.9999999989154409e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.4727928238485315e-05	1.9548143522764460e-06	-2.9461251954141784e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7401568141517818e-02
61	1.8727002955690026e-03	6.4999997935337794e-01	4.9999948805498312e-01	5.0000000000000000e-01	9.9999999988369215e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.5251747207228866e-05	1.9715347135223611e-06	-2.9382224904270812e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7344998966967125e-02
62	1.9340902898231148e-03	6.4999997947505239e-01	4.9999947006281537e-01	5.0000000000000000e-01	9.9999999987545540e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.5782567305832064e-05	1.9819916662986972e-06	-2.9307978091419390e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7293373470177873e-02
63	1.9964702799740433e-03	6.4999997959968803e-01	4.9999945183176447e-01	5.0000000000000000e-01	9.9999999986682397e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.6320301419959430e-05	1.9980068106011407e-06	-2.9225794920752533e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7240593593993027e-02
64	2.0598403824371100e-03	6.4999997972781465e-01	4.9999943335596070e-01	5.0000000000000000e-01	9.9999999985778643e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.6864974386126963e-05	2.0218818388941009e-06	-2.9155442314157421e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7190246685892942e-02
65	2.1242003643816708e-03	6.4999997985947688e-01	4.9999941463849318e-01	5.0000000000000000e-01	9.9999999984833210e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.7416544645714543e-05	2.0457156952209562e-06	-2.9082454168235285e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7140157230224138e-02
66	2.1895503422230483e-03	6.4999997999463643e-01	4.9999939567727741e-01	5.0000000000000000e-01	9.9999999983845000e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.7974988942732793e-05	2.0682412490812431e-06	-2.9014867253625482e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7090873668116100e-02
67	2.2558903159612415e-03	6.4999998013342164e-01	4.9999937648584880e-01	5.0000000000000000e-01	9.9999999982812771e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.8540352183091513e-05	2.0920285595580994e-06	-2.8928894488784018e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7044414846335756e-02
68	2.3232202855962515e-03	6.4999998027608208e-01	4.9999935706627718e-01	5.0000000000000000e-01	9.9999999981735599e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.9112513003156014e-05	2.1188245062822294e-06	-2.8842375827115555e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6995717218651552e-02
69	2.3915402511280777e-03	6.4999998042232809e-01	4.9999933741383001e-01	5.0000000000000000e-01	9.9999999980611898e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.9691671925331623e-05	2.1406032917305122e-06	-2.8765291499870712e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6954301003648437e-02
70	2.4608502125567197e-03	6.4999998057242714e-01	4.9999931753297677e-01	5.0000000000000000e-01	9.9999999979440390e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.0277881292344720e-05	2.1656195617544567e-06	-2.8683960779432181e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6915578333001384e-02
71	2.5311501698821784e-03	6.4999998072389653e-01	4.9999929743049731e-01	5.0000000000000000e-01	9.9999999978220011e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.0871028030834500e-05	2.1546141346088142e-06	-2.8595276592416623e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6874729405841733e-02
72	2.6024401231044530e-03	6.4999998087870214e-01	4.9999927710715808e-01	5.0000000000000000e-01	9.9999999976949139e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.1471317711288821e-05	2.1714916755773748e-06	-2.8507980436787313e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6840782173905378e-02
73	2.6747200722235442e-03	6.4999998103630874e-01	4.9999925654736149e-01	5.0000000000000000e-01	9.9999999975626430e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.2078758641799335e-05	2.1805010653652826e-06	-2.8444654928496885e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6807994760778423e-02
74	2.7479900172394513e-03	6.4999998119724423e-01	4.9999923575371946e-01	5.0000000000000000e-01	9.9999999974250431e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.2693421092796264e-05	2.1964724536392325e-06	-2.8379475959659062e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6778011495863363e-02
75	2.8222499581521750e-03	6.4999998136040360e-01	4.9999921473436543e-01	5.0000000000000000e-01	9.9999999972819631e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.3315390575452232e-05	2.1971371627161109e-06	-2.8305082211505054e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6751130698102662e-02
76	2.8974998949617145e-03	6.4999998152468219e-01	4.9999919348739119e-01	5.0000000000000000e-01	9.9999999971332409e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.3944767288791588e-05	2.1831046125734579e-06	-2.8235181679762294e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6727620292759659e-02
77	2.9737398276680708e-03	6.4999998169281037e-01	4.9999917202304245e-01	5.0000000000000000e-01	9.9999999969787312e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.4581576933191437e-05	2.2052482385478761e-06	-2.8153657860315192e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6705394663885216e-02
78	3.0509697562712433e-03	6.4999998186566221e-01	4.9999915033689862e-01	5.0000000000000000e-01	9.9999999968182995e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.5225782506522442e-05	2.2381444224758925e-06	-2.8079947969912843e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6682780617138016e-02
79	3.1291896807712316e-03	6.4999998204039267e-01	4.9999912843775957e-01	5.0000000000000000e-01	9.9999999966517716e-01	0.0000000000000000e+00	0.0000000000000000e+00	2.5877515205433827e-05	2.2338332872404013e-06	-2.7996853831329521e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6664093559809367e-02
