step	time	pos[0]	pos[1]	pos[2]	quat[0]	quat[1]	quat[2]	quat[3]	transVel[0]	transVel[1]	transVel[2]	angVel[0]	angVel[1]	angVel[2]
504	1.9866076752077788e-01	6.4987033821530582e-01	5.0003092270446658e-01	5.0000000000000000e-01	9.9998439169022213e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.5871617066872480e-03	-1.4576838503628725e-03	9.9175157435263091e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1215120774709992e-02
505	1.9895190655370243e-01	6.4986991321697829e-01	5.0003121237532944e-01	5.0000000000000000e-01	9.9998432556625094e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.5989839980611755e-03	-1.4597458015675273e-03	9.9493527020614128e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1213543756106510e-02
506	1.9924278190592304e-01	6.4986948785362275e-01	5.0003150237070071e-01	5.0000000000000000e-01	9.9998425940750435e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6107875761948591e-03	-1.4623232132174231e-03	9.9695227080569921e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1158459963871679e-02
507	1.9953347923001274e-01	6.4986906206537653e-01	5.0003179301922196e-01	5.0000000000000000e-01	9.9998419316286224e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6225816507550338e-03	-1.4647318092797822e-03	9.9984473078166148e-04	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1145634347671233e-02
508	1.9982399593573064e-01	6.4986863598394862e-01	5.0003208456678538e-01	5.0000000000000000e-01	9.9998412680489857e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6343711490083603e-03	-1.4666240289996548e-03	1.0035421264634858e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1163055639267109e-02
509	2.0011439040536061e-01	6.4986820936172507e-01	5.0003237700727621e-01	5.0000000000000000e-01	9.9998406033204701e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6461563769680343e-03	-1.4690850895131631e-03	1.0070266877209375e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1166789337260042e-02
510	2.0040467235958204e-01	6.4986778220598784e-01	5.0003267027260667e-01	5.0000000000000000e-01	9.9998399375249991e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6579359134196509e-03	-1.4714891419874885e-03	1.0102562411390399e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1158862434778128e-02
511	2.0069493082701229e-01	6.4986735437929299e-01	5.0003296462528124e-01	5.0000000000000000e-01	9.9998392703981520e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6697144575199908e-03	-1.4739581709403541e-03	1.0141104680422130e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1160712952747488e-02
512	2.0098516286816448e-01	6.4986692592256201e-01	5.0003325996148462e-01	5.0000000000000000e-01	9.9998386017890861e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6814946703138127e-03	-1.4762695565330695e-03	1.0175959775666080e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1179957593957436e-02
513	2.0127541664987803e-01	6.4986649670277064e-01	5.0003355625279955e-01	5.0000000000000000e-01	9.9998379317870734e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.6932749735596712e-03	-1.4787771225172135e-03	1.0208029241357173e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1173911537695972e-02
514	2.0156576338922605e-01	6.4986606662508395e-01	5.0003385357385621e-01	5.0000000000000000e-01	9.9998372603124852e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7050567622959165e-03	-1.4812886982840060e-03	1.0240436430010093e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1159820547546196e-02
515	2.0185624668374658e-01	6.4986563557485078e-01	5.0003415175238553e-01	5.0000000000000000e-01	9.9998365872250483e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7168424810599087e-03	-1.4838765080023562e-03	1.0264699584044388e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1145235803476212e-02
516	2.0214692229637876e-01	6.4986520339387777e-01	5.0003445119082379e-01	5.0000000000000000e-01	9.9998359124859526e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7286327829891119e-03	-1.4867844216645179e-03	1.0301249546959988e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1123072889696252e-02
517	2.0243783720070496e-01	6.4986477017003186e-01	5.0003475163671030e-01	5.0000000000000000e-01	9.9998352359584897e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7404300213627201e-03	-1.4891530766857250e-03	1.0327453588106744e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1104412196552025e-02
518	2.0272904128069058e-01	6.4986433577762837e-01	5.0003505324894570e-01	5.0000000000000000e-01	9.9998345575952419e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7522349777931990e-03	-1.4916894881764813e-03	1.0357266781185412e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1077017074760810e-02
519	2.0302057388471439e-01	6.4986390010248452e-01	5.0003535578606806e-01	5.0000000000000000e-01	9.9998338774689399e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7640463430761735e-03	-1.4944562146244514e-03	1.0377651536579405e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1032214654855453e-02
520	2.0331246894784272e-01	6.4986346309082266e-01	5.0003565953411366e-01	5.0000000000000000e-01	9.9998331952587172e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7758696330940636e-03	-1.4971470470400575e-03	1.0406026412183007e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.1011560774046462e-02
521	2.0360474640619941e-01	6.4986302471607515e-01	5.0003596445756116e-01	5.0000000000000000e-01	9.9998325111250375e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7877020022945582e-03	-1.4998713596654633e-03	1.0432762116367341e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0968752982202033e-02
522	2.0389746263390407e-01	6.4986258483711945e-01	5.0003627039690768e-01	5.0000000000000000e-01	9.9998318250721907e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.7995433211562621e-03	-1.5027307068073855e-03	1.0451612753882055e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0906858041611046e-02
523	2.0419066309113987e-01	6.4986214347425753e-01	5.0003657771291710e-01	5.0000000000000000e-01	9.9998311366683812e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8114009649755764e-03	-1.5053211401734492e-03	1.0481382229994502e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0885204714357811e-02
524	2.0448440019390546e-01	6.4986170035028501e-01	5.0003688624199705e-01	5.0000000000000000e-01	9.9998304460084486e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8232732054313329e-03	-1.5085397449756343e-03	1.0503344624590394e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0835390327857318e-02
525	2.0477872056653723e-01	6.4986125559688579e-01	5.0003719658314094e-01	5.0000000000000000e-01	9.9998297525446500e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8351693401358477e-03	-1.5111350845368402e-03	1.0544436345715238e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0840177877889496e-02
526	2.0507366361562163e-01	6.4986080900424692e-01	5.0003750800657820e-01	5.0000000000000000e-01	9.9998290568935699e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8470786783346874e-03	-1.5141420612191825e-03	1.0558600482213766e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0756984985101976e-02
527	2.0536928609362803e-01	6.4986036062196195e-01	5.0003782104081584e-01	5.0000000000000000e-01	9.9998283583775527e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8590127053388839e-03	-1.5167699471320788e-03	1.0589198992662651e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0741296782787048e-02
528	2.0566557702841237e-01	6.4985991033549351e-01	5.0003813562580579e-01	5.0000000000000000e-01	9.9998276571700551e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8709683161005969e-03	-1.5197068625103956e-03	1.0617173768425021e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0701231290076753e-02
529	2.0596266150823794e-01	6.4985945801545086e-01	5.0003845156430082e-01	5.0000000000000000e-01	9.9998269533058437e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8829447881081562e-03	-1.5225118357524168e-03	1.0634507706509277e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0627138148354816e-02
530	2.0626057827030309e-01	6.4985900358934112e-01	5.0003876922958890e-01	5.0000000000000000e-01	9.9998262463825649e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.8949488194366606e-03	-1.5253275654033087e-03	1.0662759248818031e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0586907279109846e-02
531	2.0655937000992708e-01	6.4985854693426937e-01	5.0003908874730629e-01	5.0000000000000000e-01	9.9998255363178490e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9069816365434173e-03	-1.5283317162734268e-03	1.0693608624757561e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0544189043627507e-02
532	2.0685905456775799e-01	6.4985808808603251e-01	5.0003940999380725e-01	5.0000000000000000e-01	9.9998248230756104e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9190436734481572e-03	-1.5311291684619902e-03	1.0719663894540518e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0500949654183945e-02
533	2.0715879989438690e-01	6.4985762821246795e-01	5.0003973191245599e-01	5.0000000000000000e-01	9.9998241090351314e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9310946373927129e-03	-1.5342020786164900e-03	1.0739653204087315e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0408790159450794e-02
534	2.0745808404171839e-01	6.4985716816487193e-01	5.0004005400987339e-01	5.0000000000000000e-01	9.9998233951359261e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9431187874581827e-03	-1.5371806982289017e-03	1.0762406701527616e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0355238560126371e-02
535	2.0775693358154967e-01	6.4985670783024796e-01	5.0004037628360465e-01	5.0000000000000000e-01	9.9998226813862068e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9551161483115097e-03	-1.5403291054298853e-03	1.0783625266435441e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0290337403764039e-02
536	2.0805540352012031e-01	6.4985624713174006e-01	5.0004069889418445e-01	5.0000000000000000e-01	9.9998219677010158e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9670883051803937e-03	-1.5435493846523327e-03	1.0808920659433471e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0225758911746783e-02
537	2.0835358402109705e-01	6.4985578605163341e-01	5.0004102199277234e-01	5.0000000000000000e-01	9.9998212535748443e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9790438640788665e-03	-1.5463291213584876e-03	1.0835790751753652e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0192393554255184e-02
538	2.0865148317534477e-01	6.4985532445249816e-01	5.0004134531002964e-01	5.0000000000000000e-01	9.9998205394867967e-01	0.0000000000000000e+00	0.0000000000000000e+00	5.9909749273597285e-03	-1.5494888698112425e-03	1.0853063912278744e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0101453671493142e-02
539	2.0894914408563636e-01	6.4985486231291978e-01	5.0004166901583846e-01	5.0000000000000000e-01	9.9998198250530712e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0028880346053000e-03	-1.5525699936691751e-03	1.0874981264105978e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	8.0046229765937338e-02
540	2.0924662979086861e-01	6.4985439953793178e-01	5.0004199323141307e-01	5.0000000000000000e-01	9.9998191101496103e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0147853549943689e-03	-1.5556448195137680e-03	1.0898693577582801e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9988501729737441e-02
541	2.0954398400499485e-01	6.4985393657994828e-01	5.0004231819159806e-01	5.0000000000000000e-01	9.9998183945468566e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0266707910244894e-03	-1.5569538023570467e-03	1.0928594250184909e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9944232018608841e-02
542	2.0984122596564703e-01	6.4985347293777906e-01	5.0004264365630868e-01	5.0000000000000000e-01	9.9998176782082371e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0385450185007549e-03	-1.5598355264942836e-03	1.0949638579239155e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9898594796554617e-02
543	2.1013842642423697e-01	6.4985300865647677e-01	5.0004297030683065e-01	5.0000000000000000e-01	9.9998169604571474e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0504192859512692e-03	-1.5621592216051798e-03	1.0990753292506020e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9907742041662580e-02
544	2.1043559562531300e-01	6.4985254377391000e-01	5.0004329806501424e-01	5.0000000000000000e-01	9.9998162411970604e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0622951854366631e-03	-1.5643636634282544e-03	1.1029301366670661e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9927997665544384e-02
545	2.1073280187556520e-01	6.4985207799098721e-01	5.0004362666347990e-01	5.0000000000000000e-01	9.9998155206032380e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0741698219656075e-03	-1.5672225946293762e-03	1.1056372286814694e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9910792839979067e-02
546	2.1103004648466595e-01	6.4985161128699831e-01	5.0004395613149799e-01	5.0000000000000000e-01	9.9998147987073738e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0860426822607755e-03	-1.5701053794151950e-03	1.1084102981980168e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9887838295841257e-02
547	2.1132737945299596e-01	6.4985114354784490e-01	5.0004428655077982e-01	5.0000000000000000e-01	9.9998140754751774e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.0979143389482855e-03	-1.5731401590352195e-03	1.1112942713581342e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9857015665538739e-02
548	2.1162487511173822e-01	6.4985067472840297e-01	5.0004461842830350e-01	5.0000000000000000e-01	9.9998133504352682e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1097925141468225e-03	-1.5758576835299132e-03	1.1155504632342549e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9854462852342281e-02
549	2.1192261049873196e-01	6.4985020468257682e-01	5.0004495190324438e-01	5.0000000000000000e-01	9.9998126231935458e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1216836075018554e-03	-1.5787397794742638e-03	1.1200400584702084e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9878565618823907e-02
550	2.1222061407752335e-01	6.4984973339842478e-01	5.0004528654967795e-01	5.0000000000000000e-01	9.9998118942189818e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1335798980574506e-03	-1.5814994066268425e-03	1.1229809740608875e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9842827714702178e-02
551	2.1251893881708384e-01	6.4984926062879989e-01	5.0004562278411724e-01	5.0000000000000000e-01	9.9998111630866715e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1454882696218406e-03	-1.5847223303427189e-03	1.1270568077237078e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9835154469370354e-02
552	2.1281766705214977e-01	6.4984878635742427e-01	5.0004596034321347e-01	5.0000000000000000e-01	9.9998104299216262e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1574066218434342e-03	-1.5876695618581211e-03	1.1300119087365407e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9797196483522959e-02
553	2.1311681647785008e-01	6.4984831057579762e-01	5.0004629947022505e-01	5.0000000000000000e-01	9.9998096945468851e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1693377652057343e-03	-1.5904579725251654e-03	1.1336445738291678e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9769127062782733e-02
554	2.1341643328196369e-01	6.4984783309444416e-01	5.0004664007099664e-01	5.0000000000000000e-01	9.9998089568542459e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1812833761327258e-03	-1.5936041863943370e-03	1.1367623291590934e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9738982172859574e-02
555	2.1371657459530979e-01	6.4984735377545977e-01	5.0004698208947895e-01	5.0000000000000000e-01	9.9998082168261349e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.1932436546048896e-03	-1.5969462655636469e-03	1.1395024103903984e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9697605429360982e-02
556	2.1401732650701888e-01	6.4984687265227470e-01	5.0004732588929501e-01	5.0000000000000000e-01	9.9998074740210108e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2052256313170923e-03	-1.5997709552337718e-03	1.1431603740651166e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9683487567758018e-02
557	2.1431870321976021e-01	6.4984638961115482e-01	5.0004767120619564e-01	5.0000000000000000e-01	9.9998067287694115e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2172238644293346e-03	-1.6028089193030439e-03	1.1458175827527574e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9625709798989516e-02
558	2.1462077533942647e-01	6.4984590454023317e-01	5.0004801829726142e-01	5.0000000000000000e-01	9.9998059804442063e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2292483272926797e-03	-1.6058348336193717e-03	1.1490503740218894e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9615884535917697e-02
559	2.1492355247028172e-01	6.4984541741272017e-01	5.0004836721488977e-01	5.0000000000000000e-01	9.9998052292200112e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2412960706520037e-03	-1.6088313903997275e-03	1.1523669228052545e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9581481153118250e-02
560	2.1522712512523867e-01	6.4984492801863980e-01	5.0004871772366821e-01	5.0000000000000000e-01	9.9998044750469361e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2533677577035745e-03	-1.6120793076651564e-03	1.1545868076490167e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9530576529556363e-02
561	2.1553153960849158e-01	6.4984443616315735e-01	5.0004907012848887e-01	5.0000000000000000e-01	9.9998037179556565e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2654627604515128e-03	-1.6157530609860306e-03	1.1576554252308647e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9466108486388812e-02
562	2.1583682319032960e-01	6.4984394185965100e-01	5.0004942397399155e-01	5.0000000000000000e-01	9.9998029581219239e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2775781445142242e-03	-1.6191792184597749e-03	1.1590839980729216e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9373759816157075e-02
563	2.1614305934053846e-01	6.4984344490396129e-01	5.0004977952030649e-01	5.0000000000000000e-01	9.9998021952615124e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.2897183108952563e-03	-1.6227847651133329e-03	1.1610192925369087e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9287817431022839e-02
564	2.1645030431682244e-01	6.4984294534413856e-01	5.0005013712199919e-01	5.0000000000000000e-01	9.9998014288829296e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3018909153857950e-03	-1.6259195422601244e-03	1.1638877948200442e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9238028663172644e-02
565	2.1675860206596553e-01	6.4984244303095362e-01	5.0005049658181344e-01	5.0000000000000000e-01	9.9998006590118127e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3140953642816808e-03	-1.6293091105282558e-03	1.1659481928081173e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9174570757238702e-02
566	2.1706802354310639e-01	6.4984193772801813e-01	5.0005085819037731e-01	5.0000000000000000e-01	9.9997998855298609e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3263333432471546e-03	-1.6330927218207794e-03	1.1686856979230226e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.9105630118367770e-02
567	2.1737859828863293e-01	6.4984142938163980e-01	5.0005122136082558e-01	5.0000000000000000e-01	9.9997991089691640e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3385962637763629e-03	-1.6367554199725270e-03	1.1693231719404537e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8969005949965435e-02
568	2.1768997982144356e-01	6.4984091859945325e-01	5.0005158591179055e-01	5.0000000000000000e-01	9.9997983297927384e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3508766909509537e-03	-1.6403906103631403e-03	1.1707651433733712e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8879426260163796e-02
569	2.1800108518800698e-01	6.4984040712716984e-01	5.0005195096112209e-01	5.0000000000000000e-01	9.9997975506351588e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3631331206448040e-03	-1.6440287244701408e-03	1.1733804670787857e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8793437239822919e-02
570	2.1831191936507821e-01	6.4983989493511418e-01	5.0005231638913694e-01	5.0000000000000000e-01	9.9997967715116443e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3753654525130505e-03	-1.6477843472885191e-03	1.1756265181433407e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8707405224454685e-02
571	2.1862255717860535e-01	6.4983938180121303e-01	5.0005268230148647e-01	5.0000000000000000e-01	9.9997959923335755e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3875752123782829e-03	-1.6518794119637810e-03	1.1779441494747084e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8612859488896999e-02
572	2.1893304886179976e-01	6.4983886772416866e-01	5.0005304863012534e-01	5.0000000000000000e-01	9.9997952130212975e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.3997637740635842e-03	-1.6556506880675533e-03	1.1798081038027334e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8511239678803330e-02
573	2.1924344284343533e-01	6.4983835254040057e-01	5.0005341570693529e-01	5.0000000000000000e-01	9.9997944333702737e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4119344482744083e-03	-1.6597576727451328e-03	1.1826043242621528e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8421664773091773e-02
574	2.1955379482824355e-01	6.4983783617414537e-01	5.0005378326164707e-01	5.0000000000000000e-01	9.9997936533608667e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4240876424119537e-03	-1.6637774027159686e-03	1.1842935465764294e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8318929745288923e-02
575	2.1986422754707746e-01	6.4983731836878167e-01	5.0005415144185639e-01	5.0000000000000000e-01	9.9997928727874941e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4362266495550180e-03	-1.6680309514988292e-03	1.1860363526072174e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8209534587858384e-02
576	2.2017471265280619e-01	6.4983679934978367e-01	5.0005452024994856e-01	5.0000000000000000e-01	9.9997920916371008e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4483517522775117e-03	-1.6716754665014608e-03	1.1878706595253052e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8107573938549710e-02
577	2.2048528242157772e-01	6.4983627904745977e-01	5.0005488983374569e-01	5.0000000000000000e-01	9.9997913095963031e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4604678795640207e-03	-1.6753276699945541e-03	1.1900272845004258e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.8027351358933572e-02
578	2.2079596907133237e-01	6.4983575767384938e-01	5.0005526039054127e-01	5.0000000000000000e-01	9.9997905262790598e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4725810459110656e-03	-1.6781468116454700e-03	1.1927122751591625e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.7979000477210125e-02
579	2.2110680802143179e-01	6.4983523503423513e-01	5.0005563216599558e-01	5.0000000000000000e-01	9.9997897415752368e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4846929662679253e-03	-1.6814113190080102e-03	1.1960583161139428e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.7933424214111285e-02
580	2.2141789042507298e-01	6.4983471095517642e-01	5.0005600533784988e-01	5.0000000000000000e-01	9.9997889549849306e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.4968113420382162e-03	-1.6847187699690885e-03	1.1996083739228794e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.7913760757354969e-02
581	2.2172923479229212e-01	6.4983418529439407e-01	5.0005637977621642e-01	5.0000000000000000e-01	9.9997881666624899e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.5089337658723601e-03	-1.6883503602532818e-03	1.2026446947995678e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.7872773074529444e-02
582	2.2204094281187281e-01	6.4983365790684200e-01	5.0005675571269270e-01	5.0000000000000000e-01	9.9997873762507805e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.5210656917006173e-03	-1.6919230279189817e-03	1.2060496665082421e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.7843021655368730e-02
583	2.2235307376831770e-01	6.4983312865800469e-01	5.0005713295617893e-01	5.0000000000000000e-01	9.9997865838867406e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.5332049705762044e-03	-1.6955635807311660e-03	1.2085814294078580e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.7783288970578540e-02
584	2.2266569166094996e-01	6.4983259733103749e-01	5.0005751164625500e-01	5.0000000000000000e-01	9.9997857895167486e-01	0.0000000000000000e+00	0.0000000000000000e+00	6.5453523808036594e-03	-1.6995899182689557e-03	1.2113404274285342e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	7.7715074410205059e-02
