step	time	CMx	CMy	CMz	quat_0	quat_1	quat_2	quat_3	vel_x	vel_y	vel_z	angvel_x	angvel_y	angvel_z	volume	J0	J1	J2	J3	J4	J5
35	1.1905810e-02	6.4999996e-01	4.9999548e-01	5.0000000e-01	9.9999999e-01	0.0000000e+00	0.0000000e+00	1.4793182e-04	-8.7681005e-06	-3.7103271e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.6047873e-02	9.2416132e-05	8.9664326e-09	3.0998933e-07	3.0447054e-07	-1.2158350e-10	6.2991739e-12	3.2537297e-13
36	1.2605940e-02	6.4999995e-01	4.9999521e-01	5.0000000e-01	9.9999999e-01	0.0000000e+00	0.0000000e+00	1.5739790e-04	-9.8992869e-06	-3.7028775e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.6289974e-02	9.2418030e-05	8.9667920e-09	3.1005793e-07	3.0453882e-07	-1.2787773e-10	7.9335889e-12	4.4615397e-13
37	1.3326068e-02	6.4999994e-01	4.9999494e-01	5.0000000e-01	9.9999999e-01	0.0000000e+00	0.0000000e+00	1.6721027e-04	-1.1218148e-05	-3.6936749e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.6515407e-02	9.2430333e-05	8.9670073e-09	3.1028037e-07	3.0476170e-07	-1.3747646e-10	8.4280554e-12	5.9771618e-13
38	1.4066194e-02	6.4999993e-01	4.9999466e-01	5.0000000e-01	9.9999998e-01	0.0000000e+00	0.0000000e+00	1.7736349e-04	-1.2609970e-05	-3.6745542e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.6714641e-02	9.2451890e-05	8.9700865e-09	3.1043318e-07	3.0491343e-07	-1.4651583e-10	7.3149216e-12	4.6039422e-13
39	1.4826318e-02	6.4999992e-01	4.9999437e-01	5.0000000e-01	9.9999998e-01	0.0000000e+00	0.0000000e+00	1.8788153e-04	-1.4257040e-05	-3.6809777e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.6965122e-02	9.2455457e-05	8.9702271e-09	3.1055292e-07	3.0503278e-07	-1.5510841e-10	8.7851197e-12	1.9937119e-13
40	1.5606440e-02	6.4999991e-01	4.9999408e-01	5.0000000e-01	9.9999998e-01	0.0000000e+00	0.0000000e+00	1.9875807e-04	-1.6066037e-05	-3.6331267e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.7187267e-02	9.2457873e-05	8.9702585e-09	3.1062345e-07	3.0510350e-07	-1.6415100e-10	1.3009771e-11	3.5616763e-13
41	1.6406560e-02	6.4999990e-01	4.9999379e-01	5.0000000e-01	9.9999998e-01	0.0000000e+00	0.0000000e+00	2.1000159e-04	-1.8016765e-05	-3.6190540e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.7419290e-02	9.2467554e-05	8.9715460e-09	3.1071661e-07	3.0519643e-07	-1.7081965e-10	1.0096189e-11	3.7132519e-13
42	1.7226678e-02	6.4999988e-01	4.9999349e-01	5.0000000e-01	9.9999998e-01	0.0000000e+00	0.0000000e+00	2.2162810e-04	-2.0039239e-05	-3.5918425e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.7678327e-02	9.2469350e-05	8.9727525e-09	3.1075119e-07	3.0523051e-07	-1.7747630e-10	5.7612800e-12	7.1591763e-13
43	1.8066794e-02	6.4999986e-01	4.9999318e-01	5.0000000e-01	9.9999997e-01	0.0000000e+00	0.0000000e+00	2.3366904e-04	-2.2147381e-05	-3.5761414e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.7998490e-02	9.2473791e-05	8.9734724e-09	3.1084502e-07	3.0532367e-07	-1.8532846e-10	5.0458203e-12	6.7120991e-13
44	1.8926908e-02	6.4999984e-01	4.9999286e-01	5.0000000e-01	9.9999997e-01	0.0000000e+00	0.0000000e+00	2.4612203e-04	-2.4296790e-05	-3.5739180e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.8298642e-02	9.2494986e-05	8.9772387e-09	3.1100653e-07	3.0548301e-07	-1.9523675e-10	6.3240790e-12	1.1545472e-12
45	1.9807020e-02	6.4999981e-01	4.9999254e-01	5.0000000e-01	9.9999997e-01	0.0000000e+00	0.0000000e+00	2.5904181e-04	-2.6727381e-05	-3.5599010e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.8707117e-02	9.2508616e-05	8.9803538e-09	3.1113428e-07	3.0560880e-07	-2.0212433e-10	4.4476932e-12	7.6378828e-13
46	2.0707130e-02	6.4999979e-01	4.9999222e-01	5.0000000e-01	9.9999996e-01	0.0000000e+00	0.0000000e+00	2.7238872e-04	-2.9287843e-05	-3.5464941e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.9011609e-02	9.2527598e-05	8.9833049e-09	3.1128834e-07	3.0576172e-07	-2.0914014e-10	7.3247307e-12	4.8817117e-13
47	2.1627238e-02	6.4999976e-01	4.9999189e-01	5.0000000e-01	9.9999996e-01	0.0000000e+00	0.0000000e+00	2.8615798e-04	-3.2258363e-05	-3.5188985e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.9293005e-02	9.2553530e-05	8.9877745e-09	3.1144715e-07	3.0591800e-07	-2.1311749e-10	1.1604632e-11	1.9202443e-13
48	2.2567344e-02	6.4999972e-01	4.9999155e-01	5.0000000e-01	9.9999995e-01	0.0000000e+00	0.0000000e+00	3.0042483e-04	-3.5332131e-05	-3.5021979e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.9719394e-02	9.2576255e-05	8.9919272e-09	3.1161519e-07	3.0608323e-07	-2.2111171e-10	1.0369346e-11	2.3553880e-13
49	2.3527448e-02	6.4999969e-01	4.9999121e-01	5.0000000e-01	9.9999995e-01	0.0000000e+00	0.0000000e+00	3.1517152e-04	-3.8550215e-05	-3.4893785e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.0092139e-02	9.2585671e-05	8.9926608e-09	3.1175250e-07	3.0622103e-07	-2.2726738e-10	9.4460881e-12	-2.8686876e-13
50	2.4507550e-02	6.4999964e-01	4.9999086e-01	5.0000000e-01	9.9999995e-01	0.0000000e+00	0.0000000e+00	3.3041943e-04	-4.1860162e-05	-3.4548322e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.0492781e-02	9.2589234e-05	8.9927892e-09	3.1179181e-07	3.0626188e-07	-2.3637786e-10	8.9117946e-12	-1.5688059e-14
51	2.5507650e-02	6.4999960e-01	4.9999051e-01	5.0000000e-01	9.9999994e-01	0.0000000e+00	0.0000000e+00	3.4616540e-04	-4.4977051e-05	-3.4661375e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.0871481e-02	9.2600167e-05	8.9935571e-09	3.1202897e-07	3.0649945e-07	-2.5089639e-10	3.2178704e-12	-3.2012167e-13
52	2.6527748e-02	6.4999955e-01	4.9999015e-01	5.0000000e-01	9.9999993e-01	0.0000000e+00	0.0000000e+00	3.6242889e-04	-4.8956381e-05	-3.4481032e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.1273053e-02	9.2606938e-05	8.9951522e-09	3.1217217e-07	3.0664164e-07	-2.5933574e-10	2.1980328e-12	2.5300232e-13
53	2.7567844e-02	6.4999949e-01	4.9998979e-01	5.0000000e-01	9.9999993e-01	0.0000000e+00	0.0000000e+00	3.7921412e-04	-5.2878853e-05	-3.4362369e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.1667454e-02	9.2632185e-05	8.9998738e-09	3.1236737e-07	3.0683417e-07	-2.6957498e-10	1.4295000e-12	3.3631293e-13
54	2.8627938e-02	6.4999943e-01	4.9998941e-01	5.0000000e-01	9.9999992e-01	0.0000000e+00	0.0000000e+00	3.9653498e-04	-5.7081106e-05	-3.4324382e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.2072924e-02	9.2642515e-05	9.0013864e-09	3.1253751e-07	3.0700403e-07	-2.8379834e-10	-2.4867857e-13	5.0058438e-13
55	2.9708030e-02	6.4999936e-01	4.9998904e-01	5.0000000e-01	9.9999991e-01	0.0000000e+00	0.0000000e+00	4.1436797e-04	-6.1336329e-05	-3.4010873e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.2420980e-02	9.2648801e-05	9.0032631e-09	3.1259692e-07	3.0706319e-07	-2.9807912e-10	2.0322447e-13	3.6032179e-13
56	3.0808120e-02	6.4999929e-01	4.9998866e-01	5.0000000e-01	9.9999991e-01	0.0000000e+00	0.0000000e+00	4.3276954e-04	-6.6106540e-05	-3.3810236e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.2857364e-02	9.2659933e-05	9.0043982e-09	3.1272853e-07	3.0719603e-07	-3.0580026e-10	-2.3276554e-12	9.5641930e-13
57	3.1928208e-02	6.4999921e-01	4.9998828e-01	5.0000000e-01	9.9999990e-01	0.0000000e+00	0.0000000e+00	4.5175548e-04	-7.0781567e-05	-3.3680628e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.3306150e-02	9.2675183e-05	9.0092398e-09	3.1285364e-07	3.0731781e-07	-3.1724005e-10	-3.3861379e-13	6.8154964e-13
58	3.3068294e-02	6.4999912e-01	4.9998789e-01	5.0000000e-01	9.9999989e-01	0.0000000e+00	0.0000000e+00	4.7133521e-04	-7.5804177e-05	-3.3821557e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.3755716e-02	9.2691350e-05	9.0112622e-09	3.1308507e-07	3.0754947e-07	-3.3248617e-10	-2.9830015e-12	4.4518193e-13
59	3.4228378e-02	6.4999902e-01	4.9998749e-01	5.0000000e-01	9.9999988e-01	0.0000000e+00	0.0000000e+00	4.9152055e-04	-8.0902024e-05	-3.3782051e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.4210073e-02	9.2714201e-05	9.0157986e-09	3.1326706e-07	3.0772980e-07	-3.5055372e-10	1.8824414e-13	-5.2429831e-14
60	3.5408460e-02	6.4999892e-01	4.9998708e-01	5.0000000e-01	9.9999987e-01	0.0000000e+00	0.0000000e+00	5.1229780e-04	-8.6632709e-05	-3.3652487e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.4626441e-02	9.2735640e-05	9.0203541e-09	3.1344210e-07	3.0790312e-07	-3.6050206e-10	-2.6802142e-12	-2.1295879e-13
61	3.6608540e-02	6.4999881e-01	4.9998667e-01	5.0000000e-01	9.9999986e-01	0.0000000e+00	0.0000000e+00	5.3367172e-04	-9.2512011e-05	-3.3536148e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.5036987e-02	9.2745558e-05	9.0223510e-09	3.1350245e-07	3.0796441e-07	-3.7439020e-10	-5.6575753e-13	-4.1212861e-14
62	3.7828618e-02	6.4999869e-01	4.9998626e-01	5.0000000e-01	9.9999985e-01	0.0000000e+00	0.0000000e+00	5.5568875e-04	-9.8154425e-05	-3.3527221e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.5509158e-02	9.2749755e-05	9.0232326e-09	3.1359526e-07	3.0805810e-07	-3.9677975e-10	-1.5429725e-12	1.0713133e-13
63	3.9068694e-02	6.4999855e-01	4.9998584e-01	5.0000000e-01	9.9999983e-01	0.0000000e+00	0.0000000e+00	5.7834486e-04	-1.0445383e-04	-3.3303189e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.5959975e-02	9.2751120e-05	9.0254422e-09	3.1356763e-07	3.0803159e-07	-4.1464877e-10	1.1803681e-12	8.6887225e-14
64	4.0328768e-02	6.4999841e-01	4.9998541e-01	5.0000000e-01	9.9999982e-01	0.0000000e+00	0.0000000e+00	6.0165659e-04	-1.1109426e-04	-3.3114480e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.6422534e-02	9.2742540e-05	9.0247377e-09	3.1354818e-07	3.0801468e-07	-4.3102283e-10	6.2328605e-12	-1.0379437e-14
65	4.1608840e-02	6.4999826e-01	4.9998499e-01	5.0000000e-01	9.9999980e-01	0.0000000e+00	0.0000000e+00	6.2566241e-04	-1.1810473e-04	-3.2996094e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.6930053e-02	9.2753760e-05	9.0260677e-09	3.1384588e-07	3.0831260e-07	-4.4667237e-10	-7.0766328e-13	3.1018436e-13
66	4.2908910e-02	6.4999809e-01	4.9998455e-01	5.0000000e-01	9.9999979e-01	0.0000000e+00	0.0000000e+00	6.5038348e-04	-1.2512516e-04	-3.2889954e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.7454246e-02	9.2775417e-05	9.0300670e-09	3.1397864e-07	3.0844612e-07	-4.6325360e-10	2.8075673e-12	4.4861392e-13
67	4.4228978e-02	6.4999791e-01	4.9998411e-01	5.0000000e-01	9.9999977e-01	0.0000000e+00	0.0000000e+00	6.7581544e-04	-1.3250947e-04	-3.2576842e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.7956287e-02	9.2768264e-05	9.0323731e-09	3.1389610e-07	3.0836341e-07	-4.7359110e-10	6.9147707e-12	7.1028529e-13
68	4.5569044e-02	6.4999772e-01	4.9998367e-01	5.0000000e-01	9.9999975e-01	0.0000000e+00	0.0000000e+00	7.0190859e-04	-1.3992792e-04	-3.2412393e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.8370487e-02	9.2770671e-05	9.0340989e-09	3.1391001e-07	3.0837846e-07	-4.9210714e-10	1.1426290e-11	5.6932839e-13
69	4.6929108e-02	6.4999752e-01	4.9998323e-01	5.0000000e-01	9.9999973e-01	0.0000000e+00	0.0000000e+00	7.2878129e-04	-1.4773857e-04	-3.2233275e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.8944202e-02	9.2777963e-05	9.0388089e-09	3.1394486e-07	3.0841214e-07	-5.0781501e-10	1.3476899e-11	4.6636395e-13
70	4.8309170e-02	6.4999730e-01	4.9998278e-01	5.0000000e-01	9.9999971e-01	0.0000000e+00	0.0000000e+00	7.5638993e-04	-1.5582064e-04	-3.1766607e-04	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.9439237e-02	9.2746124e-05	9.0361295e-09	3.1369770e-07	3.0816944e-07	-5.2390678e-10	1.6505778e-11	5.9772561e-13
