step	time	CMx	CMy	CMz	quat_0	quat_1	quat_2	quat_3	vel_x	vel_y	vel_z	angvel_x	angvel_y	angvel_z	volume	J0	J1	J2	J3	J4	J5
340	6.0420378e-01	6.4568375e-01	5.0037247e-01	5.0000000e-01	9.9999047e-01	0.0000000e+00	0.0000000e+00	-4.3663781e-03	-2.1139226e-02	-1.8998191e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8694583e-01	9.2705448e-05	1.3889240e-08	2.9767331e-07	2.9701559e-07	2.0415668e-09	-1.0297149e-11	-7.9469914e-13
341	6.0527859e-01	6.4566128e-01	5.0037041e-01	5.0000000e-01	9.9999002e-01	0.0000000e+00	0.0000000e+00	-4.4665614e-03	-2.1157610e-02	-1.9436449e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8869970e-01	9.2683715e-05	1.3923963e-08	2.9736631e-07	2.9674574e-07	2.1255271e-09	-8.9098980e-12	-9.0558656e-13
342	6.0634043e-01	6.4563864e-01	5.0036826e-01	5.0000000e-01	9.9998956e-01	0.0000000e+00	0.0000000e+00	-4.5684657e-03	-2.1174762e-02	-2.0055190e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9061145e-01	9.2655602e-05	1.3957707e-08	2.9691983e-07	2.9633679e-07	2.2125914e-09	-5.9670641e-12	-6.8413815e-13
343	6.0740967e-01	6.4561587e-01	5.0036608e-01	5.0000000e-01	9.9998909e-01	0.0000000e+00	0.0000000e+00	-4.6709216e-03	-2.1191619e-02	-2.0338035e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9071118e-01	9.2654216e-05	1.3991396e-08	2.9684110e-07	2.9629196e-07	2.2806270e-09	-1.7870086e-12	-1.0471798e-12
344	6.0848415e-01	6.4559310e-01	5.0036391e-01	5.0000000e-01	9.9998861e-01	0.0000000e+00	0.0000000e+00	-4.7724527e-03	-2.1213809e-02	-2.0224176e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8915980e-01	9.2669580e-05	1.4027426e-08	2.9712616e-07	2.9661524e-07	2.3220416e-09	-4.5089482e-12	1.0981928e-13
345	6.0955765e-01	6.4557034e-01	5.0036172e-01	5.0000000e-01	9.9998812e-01	0.0000000e+00	0.0000000e+00	-4.8737485e-03	-2.1231687e-02	-2.0419756e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.8897916e-01	9.2691731e-05	1.4068523e-08	2.9723950e-07	2.9675988e-07	2.3908189e-09	-2.3729491e-12	2.9927512e-13
346	6.1062970e-01	6.4554768e-01	5.0035946e-01	5.0000000e-01	9.9998762e-01	0.0000000e+00	0.0000000e+00	-4.9760105e-03	-2.1253939e-02	-2.1160620e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9189581e-01	9.2665594e-05	1.4106973e-08	2.9676177e-07	2.9631455e-07	2.4726631e-09	-3.6810055e-12	-3.9391225e-14
347	6.1169552e-01	6.4552508e-01	5.0035715e-01	5.0000000e-01	9.9998710e-01	0.0000000e+00	0.0000000e+00	-5.0788579e-03	-2.1272953e-02	-2.1744512e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9362135e-01	9.2656686e-05	1.4146378e-08	2.9642767e-07	2.9601116e-07	2.5464961e-09	-3.0516186e-12	8.7289277e-13
348	6.1275789e-01	6.4550252e-01	5.0035483e-01	5.0000000e-01	9.9998658e-01	0.0000000e+00	0.0000000e+00	-5.1813989e-03	-2.1291882e-02	-2.1900463e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9348907e-01	9.2676711e-05	1.4188909e-08	2.9645874e-07	2.9607905e-07	2.6106291e-09	7.6194162e-13	-1.2173484e-13
349	6.1381782e-01	6.4547996e-01	5.0035249e-01	5.0000000e-01	9.9998604e-01	0.0000000e+00	0.0000000e+00	-5.2836492e-03	-2.1315021e-02	-2.2089337e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9328184e-01	9.2696701e-05	1.4228495e-08	2.9656672e-07	2.9622501e-07	2.6577395e-09	-9.1477776e-12	-5.2176668e-14
350	6.1487588e-01	6.4545750e-01	5.0035020e-01	5.0000000e-01	9.9998551e-01	0.0000000e+00	0.0000000e+00	-5.3838909e-03	-2.1334865e-02	-2.1800360e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9045892e-01	9.2749042e-05	1.4273537e-08	2.9719433e-07	2.9688838e-07	2.6892102e-09	-5.0418456e-13	4.8320275e-13
351	6.1592852e-01	6.4543521e-01	5.0034788e-01	5.0000000e-01	9.9998496e-01	0.0000000e+00	0.0000000e+00	-5.4841231e-03	-2.1349785e-02	-2.2260221e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9193746e-01	9.2734292e-05	1.4306735e-08	2.9694364e-07	2.9667249e-07	2.7671188e-09	-6.3238908e-12	-5.6326496e-13
352	6.1697297e-01	6.4541261e-01	5.0034545e-01	5.0000000e-01	9.9998439e-01	0.0000000e+00	0.0000000e+00	-5.5868133e-03	-2.1366595e-02	-2.2934511e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9424275e-01	9.2728652e-05	1.4343862e-08	2.9658266e-07	2.9634645e-07	2.8477869e-09	-1.2896597e-12	3.1897352e-13
353	6.1803032e-01	6.4538997e-01	5.0034298e-01	5.0000000e-01	9.9998381e-01	0.0000000e+00	0.0000000e+00	-5.6903286e-03	-2.1380926e-02	-2.3331284e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9551947e-01	9.2707215e-05	1.4376344e-08	2.9634964e-07	2.9614855e-07	2.9175346e-09	-1.8750256e-12	9.6423058e-13
354	6.1908921e-01	6.4536746e-01	5.0034050e-01	5.0000000e-01	9.9998322e-01	0.0000000e+00	0.0000000e+00	-5.7933521e-03	-2.1390508e-02	-2.3528035e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9579685e-01	9.2693393e-05	1.4409236e-08	2.9626111e-07	2.9609322e-07	3.0012181e-09	-3.4982327e-12	9.7447555e-13
355	6.2014158e-01	6.4534495e-01	5.0033801e-01	5.0000000e-01	9.9998262e-01	0.0000000e+00	0.0000000e+00	-5.8962336e-03	-2.1403664e-02	-2.3675211e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9562045e-01	9.2701086e-05	1.4442646e-08	2.9630879e-07	2.9617599e-07	3.0679312e-09	-1.2839527e-12	5.4863818e-13
356	6.2119345e-01	6.4532250e-01	5.0033555e-01	5.0000000e-01	9.9998201e-01	0.0000000e+00	0.0000000e+00	-5.9981323e-03	-2.1421273e-02	-2.3479677e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9444887e-01	9.2696162e-05	1.4473191e-08	2.9648181e-07	2.9638825e-07	3.1172458e-09	-1.6721570e-12	-1.4363718e-12
357	6.2224154e-01	6.4530008e-01	5.0033302e-01	5.0000000e-01	9.9998139e-01	0.0000000e+00	0.0000000e+00	-6.1009063e-03	-2.1433804e-02	-2.4207940e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9656648e-01	9.2672952e-05	1.4502933e-08	2.9607037e-07	2.9601472e-07	3.2132403e-09	-3.0098094e-12	-4.0780688e-13
358	6.2328725e-01	6.4527771e-01	5.0033044e-01	5.0000000e-01	9.9998075e-01	0.0000000e+00	0.0000000e+00	-6.2044504e-03	-2.1441489e-02	-2.4740170e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9843277e-01	9.2651043e-05	1.4530973e-08	2.9569500e-07	2.9567423e-07	3.3083955e-09	4.6949993e-12	9.3444504e-13
359	6.2433089e-01	6.4525534e-01	5.0032779e-01	5.0000000e-01	9.9998010e-01	0.0000000e+00	0.0000000e+00	-6.3089299e-03	-2.1451060e-02	-2.5358210e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0036301e-01	9.2630040e-05	1.4563448e-08	2.9528845e-07	2.9530089e-07	3.4121910e-09	5.0179605e-13	-1.3691867e-13
360	6.2537381e-01	6.4523280e-01	5.0032515e-01	5.0000000e-01	9.9997943e-01	0.0000000e+00	0.0000000e+00	-6.4133435e-03	-2.1462460e-02	-2.5187388e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9885406e-01	9.2637920e-05	1.4598069e-08	2.9553425e-07	2.9558072e-07	3.4670021e-09	-2.8236660e-12	-3.1381178e-13
361	6.2642399e-01	6.4521022e-01	5.0032252e-01	5.0000000e-01	9.9997877e-01	0.0000000e+00	0.0000000e+00	-6.5168330e-03	-2.1478497e-02	-2.4983501e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9690453e-01	9.2671871e-05	1.4634206e-08	2.9595888e-07	2.9604010e-07	3.4999700e-09	-2.1181709e-12	-7.9570009e-13
362	6.2747517e-01	6.4518763e-01	5.0031985e-01	5.0000000e-01	9.9997808e-01	0.0000000e+00	0.0000000e+00	-6.6210769e-03	-2.1492520e-02	-2.5406097e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9840092e-01	9.2630698e-05	1.4657061e-08	2.9558667e-07	2.9570459e-07	3.5827457e-09	-5.1289432e-12	-1.7177363e-12
363	6.2852604e-01	6.4516502e-01	5.0031712e-01	5.0000000e-01	9.9997738e-01	0.0000000e+00	0.0000000e+00	-6.7262166e-03	-2.1503909e-02	-2.5943779e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9998339e-01	9.2620786e-05	1.4685634e-08	2.9533360e-07	2.9549089e-07	3.6753495e-09	-3.7210180e-12	-1.4849941e-12
364	6.2957755e-01	6.4514242e-01	5.0031439e-01	5.0000000e-01	9.9997667e-01	0.0000000e+00	0.0000000e+00	-6.8310978e-03	-2.1518888e-02	-2.6080144e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9976251e-01	9.2642441e-05	1.4724874e-08	2.9542396e-07	2.9561838e-07	3.7413383e-09	8.0887040e-13	-5.6717309e-13
365	6.3062763e-01	6.4511994e-01	5.0031163e-01	5.0000000e-01	9.9997595e-01	0.0000000e+00	0.0000000e+00	-6.9354521e-03	-2.1533639e-02	-2.6350218e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-1.9987656e-01	9.2630168e-05	1.4759627e-08	2.9528907e-07	2.9551458e-07	3.8120851e-09	6.5042370e-12	-7.9512270e-14
366	6.3167184e-01	6.4509753e-01	5.0030884e-01	5.0000000e-01	9.9997522e-01	0.0000000e+00	0.0000000e+00	-7.0398524e-03	-2.1550468e-02	-2.6906947e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0081861e-01	9.2644268e-05	1.4799036e-08	2.9516486e-07	2.9542511e-07	3.8783564e-09	7.7618866e-12	-5.6113961e-13
367	6.3271161e-01	6.4507519e-01	5.0030598e-01	5.0000000e-01	9.9997448e-01	0.0000000e+00	0.0000000e+00	-7.1446619e-03	-2.1563991e-02	-2.7539627e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0230532e-01	9.2676035e-05	1.4844358e-08	2.9497692e-07	2.9526804e-07	3.9822885e-09	-6.4485757e-12	-8.3593245e-13
368	6.3374779e-01	6.4505288e-01	5.0030309e-01	5.0000000e-01	9.9997372e-01	0.0000000e+00	0.0000000e+00	-7.2496319e-03	-2.1579979e-02	-2.7974498e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0310753e-01	9.2673060e-05	1.4878831e-08	2.9473827e-07	2.9506173e-07	4.0587233e-09	-3.0141166e-12	3.0549651e-13
369	6.3478146e-01	6.4503053e-01	5.0030017e-01	5.0000000e-01	9.9997295e-01	0.0000000e+00	0.0000000e+00	-7.3548117e-03	-2.1594179e-02	-2.8182078e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0324172e-01	9.2671764e-05	1.4910841e-08	2.9463838e-07	2.9499763e-07	4.1185544e-09	2.1116275e-13	1.1630467e-12
370	6.3581651e-01	6.4500810e-01	5.0029718e-01	5.0000000e-01	9.9997216e-01	0.0000000e+00	0.0000000e+00	-7.4614339e-03	-2.1602506e-02	-2.8877242e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0542271e-01	9.2661546e-05	1.4945543e-08	2.9418754e-07	2.9457474e-07	4.2214975e-09	5.0380368e-12	8.4764527e-13
371	6.3685461e-01	6.4498558e-01	5.0029419e-01	5.0000000e-01	9.9997136e-01	0.0000000e+00	0.0000000e+00	-7.5678154e-03	-2.1617557e-02	-2.8686402e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0420835e-01	9.2648229e-05	1.4973369e-08	2.9427311e-07	2.9469401e-07	4.2695253e-09	8.4328012e-12	9.6311390e-13
372	6.3789653e-01	6.4496293e-01	5.0029122e-01	5.0000000e-01	9.9997056e-01	0.0000000e+00	0.0000000e+00	-7.6735622e-03	-2.1636253e-02	-2.8341126e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0203617e-01	9.2697634e-05	1.5013588e-08	2.9476686e-07	2.9522313e-07	4.3020457e-09	1.4535313e-12	2.3361685e-13
373	6.3894337e-01	6.4494024e-01	5.0028824e-01	5.0000000e-01	9.9996974e-01	0.0000000e+00	0.0000000e+00	-7.7792945e-03	-2.1656661e-02	-2.8487787e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0181318e-01	9.2716562e-05	1.5053045e-08	2.9487546e-07	2.9536570e-07	4.3568063e-09	4.6777929e-12	4.4804733e-13
374	6.3999123e-01	6.4491753e-01	5.0028520e-01	5.0000000e-01	9.9996891e-01	0.0000000e+00	0.0000000e+00	-7.8856908e-03	-2.1668521e-02	-2.8996905e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0305259e-01	9.2706711e-05	1.5082383e-08	2.9465337e-07	2.9517354e-07	4.4381157e-09	-2.4842469e-12	-4.7432890e-13
375	6.4103923e-01	6.4489492e-01	5.0028212e-01	5.0000000e-01	9.9996806e-01	0.0000000e+00	0.0000000e+00	-7.9925699e-03	-2.1682086e-02	-2.9561303e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0502917e-01	9.2688264e-05	1.5111953e-08	2.9429535e-07	2.9484747e-07	4.5345310e-09	-7.6555949e-12	-1.0083047e-12
376	6.4208184e-01	6.4487244e-01	5.0027906e-01	5.0000000e-01	9.9996721e-01	0.0000000e+00	0.0000000e+00	-8.0982285e-03	-2.1695149e-02	-2.9438143e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0388539e-01	9.2709739e-05	1.5145293e-08	2.9452063e-07	2.9510372e-07	4.5934336e-09	-3.0358889e-12	-1.0924557e-12
377	6.4311832e-01	6.4484994e-01	5.0027605e-01	5.0000000e-01	9.9996636e-01	0.0000000e+00	0.0000000e+00	-8.2025168e-03	-2.1714132e-02	-2.9082034e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0132028e-01	9.2729938e-05	1.5179122e-08	2.9501205e-07	2.9563514e-07	4.6227247e-09	2.1647037e-12	7.0393041e-14
378	6.4415440e-01	6.4482752e-01	5.0027298e-01	5.0000000e-01	9.9996549e-01	0.0000000e+00	0.0000000e+00	-8.3077307e-03	-2.1723308e-02	-2.9790681e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0387954e-01	9.2689396e-05	1.5199180e-08	2.9442772e-07	2.9507799e-07	4.7283949e-09	-7.5239220e-12	-5.3857551e-13
379	6.4518655e-01	6.4480505e-01	5.0026988e-01	5.0000000e-01	9.9996461e-01	0.0000000e+00	0.0000000e+00	-8.4132264e-03	-2.1737053e-02	-3.0002527e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0418237e-01	9.2669113e-05	1.5228993e-08	2.9426841e-07	2.9495068e-07	4.7921178e-09	-6.7476862e-12	4.4319857e-13
380	6.4621994e-01	6.4478254e-01	5.0026673e-01	5.0000000e-01	9.9996371e-01	0.0000000e+00	0.0000000e+00	-8.5193487e-03	-2.1747935e-02	-3.0381519e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0500567e-01	9.2674821e-05	1.5260726e-08	2.9410487e-07	2.9481281e-07	4.8759756e-09	-9.2759185e-12	-2.8011720e-13
381	6.4725528e-01	6.4475992e-01	5.0026352e-01	5.0000000e-01	9.9996279e-01	0.0000000e+00	0.0000000e+00	-8.6264580e-03	-2.1762537e-02	-3.0864042e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0611112e-01	9.2673098e-05	1.5294237e-08	2.9393392e-07	2.9467048e-07	4.9546857e-09	-1.0092725e-11	1.8913500e-12
382	6.4829466e-01	6.4473728e-01	5.0026025e-01	5.0000000e-01	9.9996185e-01	0.0000000e+00	0.0000000e+00	-8.7345452e-03	-2.1770336e-02	-3.1441010e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0787750e-01	9.2654438e-05	1.5319051e-08	2.9359297e-07	2.9436032e-07	5.0681255e-09	2.8794679e-12	3.4131954e-13
383	6.4933461e-01	6.4471460e-01	5.0025699e-01	5.0000000e-01	9.9996091e-01	0.0000000e+00	0.0000000e+00	-8.8422895e-03	-2.1780834e-02	-3.1380889e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0698398e-01	9.2646677e-05	1.5345457e-08	2.9361873e-07	2.9441792e-07	5.1290539e-09	7.7500334e-12	1.5977593e-12
384	6.5037574e-01	6.4469192e-01	5.0025371e-01	5.0000000e-01	9.9995995e-01	0.0000000e+00	0.0000000e+00	-8.9496023e-03	-2.1799858e-02	-3.1466955e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0628146e-01	9.2643453e-05	1.5374519e-08	2.9370611e-07	2.9453404e-07	5.1796367e-09	-4.4727621e-12	8.0950314e-13
385	6.5141623e-01	6.4466929e-01	5.0025037e-01	5.0000000e-01	9.9995898e-01	0.0000000e+00	0.0000000e+00	-9.0579605e-03	-2.1804006e-02	-3.2154071e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0885274e-01	9.2576001e-05	1.5385984e-08	2.9304943e-07	2.9390269e-07	5.3099626e-09	7.6870010e-12	1.8541221e-12
386	6.5245392e-01	6.4464671e-01	5.0024700e-01	5.0000000e-01	9.9995799e-01	0.0000000e+00	0.0000000e+00	-9.1664226e-03	-2.1822626e-02	-3.2639309e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0965491e-01	9.2589916e-05	1.5421225e-08	2.9296781e-07	2.9385193e-07	5.3915772e-09	3.4427935e-12	1.5919484e-12
387	6.5348864e-01	6.4462415e-01	5.0024359e-01	5.0000000e-01	9.9995698e-01	0.0000000e+00	0.0000000e+00	-9.2751842e-03	-2.1833098e-02	-3.3002235e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1049875e-01	9.2561156e-05	1.5448058e-08	2.9260651e-07	2.9351796e-07	5.4927419e-09	8.1406645e-12	1.3122096e-12
388	6.5452205e-01	6.4460156e-01	5.0024018e-01	5.0000000e-01	9.9995598e-01	0.0000000e+00	0.0000000e+00	-9.3831118e-03	-2.1858431e-02	-3.2918987e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0885942e-01	9.2596853e-05	1.5486905e-08	2.9294234e-07	2.9388595e-07	5.5142774e-09	8.8620643e-12	4.1771502e-13
389	6.5555559e-01	6.4457892e-01	5.0023675e-01	5.0000000e-01	9.9995496e-01	0.0000000e+00	0.0000000e+00	-9.4910544e-03	-2.1886933e-02	-3.3229756e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0873249e-01	9.2642916e-05	1.5531560e-08	2.9313617e-07	2.9411351e-07	5.5815588e-09	-1.5598321e-12	8.7682219e-13
390	6.5658991e-01	6.4455619e-01	5.0023328e-01	5.0000000e-01	9.9995393e-01	0.0000000e+00	0.0000000e+00	-9.5991826e-03	-2.1912090e-02	-3.3406742e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0850855e-01	9.2673630e-05	1.5571634e-08	2.9324280e-07	2.9425186e-07	5.6335165e-09	-8.6647886e-12	2.2586941e-14
391	6.5762711e-01	6.4453337e-01	5.0022975e-01	5.0000000e-01	9.9995287e-01	0.0000000e+00	0.0000000e+00	-9.7083777e-03	-2.1932956e-02	-3.3906695e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0989695e-01	9.2648332e-05	1.5596500e-08	2.9297399e-07	2.9400928e-07	5.7217984e-09	-7.5549802e-12	6.3271866e-13
392	6.5866762e-01	6.4451050e-01	5.0022624e-01	5.0000000e-01	9.9995181e-01	0.0000000e+00	0.0000000e+00	-9.8167829e-03	-2.1960741e-02	-3.3767296e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0816735e-01	9.2685452e-05	1.5635416e-08	2.9327919e-07	2.9435250e-07	5.7597171e-09	-3.6234769e-12	6.1346622e-13
393	6.5970919e-01	6.4448760e-01	5.0022274e-01	5.0000000e-01	9.9995075e-01	0.0000000e+00	0.0000000e+00	-9.9244645e-03	-2.1979190e-02	-3.3617869e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0673255e-01	9.2704403e-05	1.5669426e-08	2.9344970e-07	2.9455444e-07	5.8165665e-09	-5.0168125e-12	1.0142901e-13
394	6.6075099e-01	6.4446470e-01	5.0021920e-01	5.0000000e-01	9.9994967e-01	0.0000000e+00	0.0000000e+00	-1.0032423e-02	-2.1996646e-02	-3.3995293e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0737706e-01	9.2713673e-05	1.5701792e-08	2.9333585e-07	2.9447053e-07	5.9023115e-09	-1.2283695e-11	-2.8263916e-13
395	6.6179223e-01	6.4444167e-01	5.0021565e-01	5.0000000e-01	9.9994859e-01	0.0000000e+00	0.0000000e+00	-1.0140364e-02	-2.2016228e-02	-3.3930478e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0643141e-01	9.2714742e-05	1.5727415e-08	2.9344336e-07	2.9460954e-07	5.9521617e-09	-4.0461467e-12	-6.9198467e-13
396	6.6283806e-01	6.4441866e-01	5.0021206e-01	5.0000000e-01	9.9994748e-01	0.0000000e+00	0.0000000e+00	-1.0248637e-02	-2.2037717e-02	-3.4372130e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0736910e-01	9.2709250e-05	1.5755948e-08	2.9323594e-07	2.9443116e-07	6.0475650e-09	-6.6251241e-12	8.1867705e-13
397	6.6388237e-01	6.4439568e-01	5.0020842e-01	5.0000000e-01	9.9994636e-01	0.0000000e+00	0.0000000e+00	-1.0357561e-02	-2.2047526e-02	-3.4897312e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.0903367e-01	9.2693711e-05	1.5776767e-08	2.9293696e-07	2.9415183e-07	6.1541848e-09	-1.2778404e-12	1.0860877e-12
398	6.6492459e-01	6.4437276e-01	5.0020475e-01	5.0000000e-01	9.9994522e-01	0.0000000e+00	0.0000000e+00	-1.0466922e-02	-2.2057922e-02	-3.5357947e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1051613e-01	9.2677801e-05	1.5797145e-08	2.9260225e-07	2.9383821e-07	6.2756492e-09	2.0836866e-13	1.5822070e-12
399	6.6596363e-01	6.4434986e-01	5.0020104e-01	5.0000000e-01	9.9994407e-01	0.0000000e+00	0.0000000e+00	-1.0576620e-02	-2.2070892e-02	-3.5732295e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1149587e-01	9.2667862e-05	1.5818770e-08	2.9235679e-07	2.9361495e-07	6.3810898e-09	-1.9958127e-12	6.9391804e-14
400	6.6700104e-01	6.4432687e-01	5.0019729e-01	5.0000000e-01	9.9994289e-01	0.0000000e+00	0.0000000e+00	-1.0687021e-02	-2.2087838e-02	-3.5993637e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1216591e-01	9.2655051e-05	1.5841767e-08	2.9213513e-07	2.9341478e-07	6.4583003e-09	2.7780458e-12	1.9883503e-14
401	6.6804180e-01	6.4430374e-01	5.0019347e-01	5.0000000e-01	9.9994169e-01	0.0000000e+00	0.0000000e+00	-1.0798941e-02	-2.2101221e-02	-3.6515496e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1382431e-01	9.2621142e-05	1.5859562e-08	2.9163437e-07	2.9293565e-07	6.5877359e-09	1.1538107e-12	4.1307571e-13
402	6.6908870e-01	6.4428050e-01	5.0018962e-01	5.0000000e-01	9.9994047e-01	0.0000000e+00	0.0000000e+00	-1.0911011e-02	-2.2127447e-02	-3.6645891e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1346298e-01	9.2633975e-05	1.5886265e-08	2.9165438e-07	2.9298389e-07	6.6525860e-09	9.3543708e-12	-1.7995446e-13
403	6.7013878e-01	6.4425715e-01	5.0018572e-01	5.0000000e-01	9.9993923e-01	0.0000000e+00	0.0000000e+00	-1.1024127e-02	-2.2144352e-02	-3.7000839e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1454596e-01	9.2610495e-05	1.5908040e-08	2.9128026e-07	2.9263475e-07	6.7598673e-09	-1.9784674e-13	-5.5709167e-13
404	6.7119332e-01	6.4423384e-01	5.0018185e-01	5.0000000e-01	9.9993799e-01	0.0000000e+00	0.0000000e+00	-1.1136168e-02	-2.2170580e-02	-3.6857386e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1311532e-01	9.2614406e-05	1.5939876e-08	2.9144545e-07	2.9283164e-07	6.8145357e-09	-3.1075241e-12	-2.5344684e-13
405	6.7224484e-01	6.4421058e-01	5.0017797e-01	5.0000000e-01	9.9993674e-01	0.0000000e+00	0.0000000e+00	-1.1247642e-02	-2.2194357e-02	-3.7033329e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1282765e-01	9.2608227e-05	1.5966106e-08	2.9143707e-07	2.9285409e-07	6.8855442e-09	-5.0629203e-12	6.5608901e-14
406	6.7329245e-01	6.4418738e-01	5.0017406e-01	5.0000000e-01	9.9993548e-01	0.0000000e+00	0.0000000e+00	-1.1359271e-02	-2.2217500e-02	-3.7352274e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1380079e-01	9.2584602e-05	1.5989039e-08	2.9112878e-07	2.9257121e-07	6.9612510e-09	-1.5285563e-12	6.4635014e-13
407	6.7433675e-01	6.4416418e-01	5.0017019e-01	5.0000000e-01	9.9993422e-01	0.0000000e+00	0.0000000e+00	-1.1469840e-02	-2.2251430e-02	-3.7186171e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1205506e-01	9.2617406e-05	1.6025916e-08	2.9144842e-07	2.9292558e-07	6.9769596e-09	6.1945612e-12	6.9735051e-13
408	6.7537966e-01	6.4414099e-01	5.0016629e-01	5.0000000e-01	9.9993295e-01	0.0000000e+00	0.0000000e+00	-1.1580220e-02	-2.2280519e-02	-3.7468980e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1212844e-01	9.2633849e-05	1.6056255e-08	2.9148852e-07	2.9299245e-07	7.0359662e-09	1.2749544e-11	-7.4566121e-13
409	6.7642042e-01	6.4411777e-01	5.0016241e-01	5.0000000e-01	9.9993167e-01	0.0000000e+00	0.0000000e+00	-1.1689966e-02	-2.2316596e-02	-3.7314014e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	-2.1100410e-01	9.2652792e-05	1.6095498e-08	2.9166705e-07	2.9320109e-07	7.0659035e-09	1.7623890e-12	-1.5530726e-12
