step	time	pos[0]	pos[1]	pos[2]	quat[0]	quat[1]	quat[2]	quat[3]	transVel[0]	transVel[1]	transVel[2]	angVel[0]	angVel[1]	angVel[2]
1040	3.0430391171830706e-01	6.4961176982607760e-01	5.0017779688951536e-01	5.0000000000000000e-01	9.9994992352277923e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0007519512259835e-02	-3.9348770546083437e-03	1.7943900729042858e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.9258119281344338e-02
1041	3.0473084058030508e-01	6.4961008139035770e-01	5.0017856378700232e-01	5.0000000000000000e-01	9.9994984029090184e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0015832576483110e-02	-3.9548648832499495e-03	1.7963230133119039e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.8945745104049523e-02
1042	3.0516061800881289e-01	6.4960837304721875e-01	5.0017933610174592e-01	5.0000000000000000e-01	9.9994975713960454e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0024130707745577e-02	-3.9748744640553946e-03	1.7969774821385263e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.8617166805238669e-02
1043	3.0559371819254011e-01	6.4960664276157076e-01	5.0018011481314539e-01	5.0000000000000000e-01	9.9994967398319490e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0032422484244474e-02	-3.9950597569616830e-03	1.7979682012959693e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.8291721895878560e-02
1044	3.0603091066586785e-01	6.4960488739451605e-01	5.0018090149489913e-01	5.0000000000000000e-01	9.9994959065532296e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0040724488419613e-02	-4.0151892650574115e-03	1.7994391111910851e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.7981568583520704e-02
1045	3.0647353144013323e-01	6.4960310096199125e-01	5.0018169868378237e-01	5.0000000000000000e-01	9.9994950694460816e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0049057728715404e-02	-4.0359303072758134e-03	1.8010189189298198e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.7655017450483809e-02
1046	3.0692296495544724e-01	6.4960127769230280e-01	5.0018250888682381e-01	5.0000000000000000e-01	9.9994942262234143e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0057444866661816e-02	-4.0567445948419675e-03	1.8026882309037668e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.7324369802196597e-02
1047	3.0736844954662956e-01	6.4959946115616396e-01	5.0018331230692581e-01	5.0000000000000000e-01	9.9994933973318523e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0065682647845998e-02	-4.0777295679986373e-03	1.8035038420041139e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.6985935634693441e-02
1048	3.0781089540687390e-01	6.4959764753384786e-01	5.0018411075619185e-01	5.0000000000000000e-01	9.9994925810384117e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0073788640705066e-02	-4.0991550210129641e-03	1.8046576119204166e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.6644240423481030e-02
1049	3.0825131526216865e-01	6.4959583267158805e-01	5.0018490623947365e-01	5.0000000000000000e-01	9.9994917753161794e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0081783266914326e-02	-4.1208221225077024e-03	1.8062225317599752e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.6307003952631568e-02
1050	3.0869066435843706e-01	6.4959401269895123e-01	5.0018570031122211e-01	5.0000000000000000e-01	9.9994909785031671e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0089683262510103e-02	-4.1424865311964487e-03	1.8074071315329716e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.5964595593218122e-02
1051	3.0912982905283570e-01	6.4959218394646112e-01	5.0018649469144194e-01	5.0000000000000000e-01	9.9994901889804177e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0097504882084088e-02	-4.1641874859492077e-03	1.8088550466020480e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.5622480149515572e-02
1052	3.0956910742679611e-01	6.4959034520780956e-01	5.0018728972923154e-01	5.0000000000000000e-01	9.9994894061553463e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0105254171471392e-02	-4.1858652774084768e-03	1.8098934696437275e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.5284118704333511e-02
1053	3.1000892008887604e-01	6.4958849454999745e-01	5.0018808630232914e-01	5.0000000000000000e-01	9.9994886296752883e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0112934784054672e-02	-4.2079562328515042e-03	1.8112179943842936e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.4929561740020841e-02
1054	3.1045001756865531e-01	6.4958662870109329e-01	5.0018888583338006e-01	5.0000000000000000e-01	9.9994878575718060e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0120566325080965e-02	-4.2299495745472650e-03	1.8125669345900896e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.4603751389099720e-02
1055	3.1089327728841454e-01	6.4958474403283151e-01	5.0018968977193601e-01	5.0000000000000000e-01	9.9994870886258014e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0128160941604368e-02	-4.2518363000581330e-03	1.8136959189951332e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.4268865202821477e-02
1056	3.1133989346562885e-01	6.4958283508362691e-01	5.0019050046793401e-01	5.0000000000000000e-01	9.9994863209822282e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0135737017762415e-02	-4.2741553216875915e-03	1.8151560061145219e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.3927553810853939e-02
1057	3.1179225380765274e-01	6.4958089151093212e-01	5.0019132201563177e-01	5.0000000000000000e-01	9.9994855507726743e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0143332730666780e-02	-4.2964338974924281e-03	1.8161015466336920e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.3583674223488333e-02
1058	3.1225137057481334e-01	6.4957890856263378e-01	5.0019215645569948e-01	5.0000000000000000e-01	9.9994847764950501e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0150962833037224e-02	-4.3190560781644809e-03	1.8174923921148122e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.3239935473247412e-02
1059	3.1271849651238881e-01	6.4957688037708994e-01	5.0019300591947613e-01	5.0000000000000000e-01	9.9994839964846083e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0158643633972089e-02	-4.3417333525927826e-03	1.8184456655520830e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.2886250718577044e-02
1060	3.1318830378586426e-01	6.4957482976292003e-01	5.0019386066327054e-01	5.0000000000000000e-01	9.9994832197702832e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0166286211069421e-02	-4.3649298303327097e-03	1.8194045180202165e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.2537603590353341e-02
1061	3.1365542751154862e-01	6.4957277982861583e-01	5.0019471131116522e-01	5.0000000000000000e-01	9.9994824549937911e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0173805714369358e-02	-4.3885183688829425e-03	1.8210749015648443e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.2197309920410505e-02
1062	3.1412044938770123e-01	6.4957072800284521e-01	5.0019555857038922e-01	5.0000000000000000e-01	9.9994817017803050e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0181206097930643e-02	-4.4124018722668159e-03	1.8220105429927558e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.1830341572647164e-02
1063	3.1458388172904961e-01	6.4956867188478185e-01	5.0019640351862837e-01	5.0000000000000000e-01	9.9994809591995670e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0188496751380068e-02	-4.4366429837703050e-03	1.8232093495742631e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.1464831544837202e-02
1064	3.1504649680573493e-01	6.4956660811671230e-01	5.0019724725688475e-01	5.0000000000000000e-01	9.9994802262106464e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0195688119145969e-02	-4.4609568180908367e-03	1.8237901744369517e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.1090748912651626e-02
1065	3.1550869267084636e-01	6.4956453491230559e-01	5.0019809054606801e-01	5.0000000000000000e-01	9.9994795023394123e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0202785057991040e-02	-4.4854803375212983e-03	1.8244978828065896e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.0710754219310337e-02
1066	3.1597162046818994e-01	6.4956244713455824e-01	5.0019893570609397e-01	5.0000000000000000e-01	9.9994787851859990e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0209811269136351e-02	-4.5099501547827573e-03	1.8256874298924705e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	3.0357170585309713e-02
1067	3.1643604565761052e-01	6.4956034110195193e-01	5.0019978379326402e-01	5.0000000000000000e-01	9.9994780743628520e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0216770691649717e-02	-4.5346343667615301e-03	1.8260710759007781e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.9971124366273551e-02
1068	3.1690316385356709e-01	6.4955821141612247e-01	5.0020063739901288e-01	5.0000000000000000e-01	9.9994773676128623e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0223685538070600e-02	-4.5592662292747686e-03	1.8274131378188357e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.9608378839091919e-02
1069	3.1737337421509437e-01	6.4955605591485688e-01	5.0020149714349593e-01	5.0000000000000000e-01	9.9994766646688293e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0230558510434523e-02	-4.5842193297550762e-03	1.8284643765731550e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.9235761656547930e-02
1070	3.1784747331403196e-01	6.4955387056619229e-01	5.0020236432847365e-01	5.0000000000000000e-01	9.9994759644265641e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0237400478370216e-02	-4.6093885194116620e-03	1.8290868387141194e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.8863989176448276e-02
1071	3.1832710446906276e-01	6.4955164760034467e-01	5.0020324237886993e-01	5.0000000000000000e-01	9.9994752644468243e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0244235313635233e-02	-4.6346165690726669e-03	1.8306295255601541e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.8501114378569760e-02
1072	3.1880854582414031e-01	6.4954940400544647e-01	5.0020412417306814e-01	5.0000000000000000e-01	9.9994745705232124e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0251006516247340e-02	-4.6601102782834582e-03	1.8315508784544996e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.8130040655387861e-02
1073	3.1929051707265899e-01	6.4954714554500403e-01	5.0020500763410902e-01	5.0000000000000000e-01	9.9994738843579933e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0257697618127172e-02	-4.6859771678581042e-03	1.8330532553241876e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.7767587741793470e-02
1074	3.1977267801994458e-01	6.4954487355785728e-01	5.0020589180943531e-01	5.0000000000000000e-01	9.9994732070071923e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0264298488110399e-02	-4.7121093354703684e-03	1.8337827373513158e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.7381896667230936e-02
1075	3.2025314000202343e-01	6.4954259699751304e-01	5.0020677342191178e-01	5.0000000000000000e-01	9.9994725410650553e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0270784043094160e-02	-4.7383970606500953e-03	1.8349744067778083e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.6999288424123875e-02
1076	3.2073186046909541e-01	6.4954031579350358e-01	5.0020765242318077e-01	5.0000000000000000e-01	9.9994718865618948e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0277154206446206e-02	-4.7651489501691763e-03	1.8361233615119550e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.6614348607871385e-02
1077	3.2120769412722439e-01	6.4953803560405388e-01	5.0020852631036061e-01	5.0000000000000000e-01	9.9994712452618117e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0283392038712308e-02	-4.7918678146693441e-03	1.8364929506580736e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.6219266378284391e-02
1078	3.2168198336148635e-01	6.4953575031899047e-01	5.0020939770002115e-01	5.0000000000000000e-01	9.9994706147540857e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0289521208284807e-02	-4.8184179674739718e-03	1.8372848378510572e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.5847509219698729e-02
1079	3.2215536895091645e-01	6.4953345655641459e-01	5.0021026795621737e-01	5.0000000000000000e-01	9.9994699945694698e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0295546466731436e-02	-4.8453702448024161e-03	1.8383391213730883e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.5456997867080233e-02
1080	3.2262835488654673e-01	6.4953115189442157e-01	5.0021113768367675e-01	5.0000000000000000e-01	9.9994693843510163e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0301471461256683e-02	-4.8724511674267936e-03	1.8387531827442794e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.5054240167322574e-02
1081	3.2310109375976026e-01	6.4952883574501052e-01	5.0021200754251660e-01	5.0000000000000000e-01	9.9994687834720064e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0307302444806470e-02	-4.8993662765367098e-03	1.8400181978491538e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.4669946450016196e-02
1082	3.2357337360735983e-01	6.4952650911450993e-01	5.0021287687852189e-01	5.0000000000000000e-01	9.9994681923996720e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0313035046601454e-02	-4.9264806467755121e-03	1.8407594178301992e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.4278073328481121e-02
1083	3.2404516631504521e-01	6.4952417197598034e-01	5.0021374547771424e-01	5.0000000000000000e-01	9.9994676110834335e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0318669920783657e-02	-4.9538148220199156e-03	1.8410887926684067e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.3888706874310404e-02
1084	3.2451651903102174e-01	6.4952182399552838e-01	5.0021461360582842e-01	5.0000000000000000e-01	9.9994670398543095e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0324204021275676e-02	-4.9812092654707560e-03	1.8417222351499224e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.3482291856101730e-02
1085	3.2498741216841154e-01	6.4951946545694006e-01	5.0021548125686099e-01	5.0000000000000000e-01	9.9994664780469855e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0329643950605576e-02	-5.0085001066071753e-03	1.8425097265120929e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.3105273497714914e-02
1086	3.2545811234740540e-01	6.4951709501833632e-01	5.0021634877976318e-01	5.0000000000000000e-01	9.9994659256517160e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0334989951751973e-02	-5.0359769094275473e-03	1.8430451211600420e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.2716281683144341e-02
1087	3.2592856450355612e-01	6.4951471289175255e-01	5.0021721607781067e-01	5.0000000000000000e-01	9.9994653829757030e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0340239199656232e-02	-5.0634512379018146e-03	1.8435298116600970e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.2316808275466837e-02
1088	3.2639883749652654e-01	6.4951231874714854e-01	5.0021808354677544e-01	5.0000000000000000e-01	9.9994648496256311e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0345395643206362e-02	-5.0910146166161874e-03	1.8446242435533875e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.1930950759154921e-02
1089	3.2686898467363790e-01	6.4950991233152022e-01	5.0021895094289870e-01	5.0000000000000000e-01	9.9994643255652260e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0350459771615240e-02	-5.1185609974407457e-03	1.8449929902100257e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.1544439600874824e-02
1090	3.2733886202913709e-01	6.4950749415531173e-01	5.0021981804579718e-01	5.0000000000000000e-01	9.9994638109507761e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0355430211152367e-02	-5.1463598047238289e-03	1.8453673838459965e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.1157301213103778e-02
1091	3.2780816321610473e-01	6.4950506597551538e-01	5.0022068442977918e-01	5.0000000000000000e-01	9.9994633056853510e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0360308032209768e-02	-5.1741686630803795e-03	1.8461634746968754e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.0789253643373879e-02
1092	3.2827668802929111e-01	6.4950262872505526e-01	5.0022154957691700e-01	5.0000000000000000e-01	9.9994628108105321e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0365083317145559e-02	-5.2020587608575582e-03	1.8465669907481198e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	2.0385797149102360e-02
1093	3.2874432727112435e-01	6.4950018294749257e-01	5.0022241332995032e-01	5.0000000000000000e-01	9.9994623261382887e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0369758020836591e-02	-5.2301167972711960e-03	1.8470728152223139e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.9994099806716740e-02
1094	3.2921112631447613e-01	6.4949772828617380e-01	5.0022327571155578e-01	5.0000000000000000e-01	9.9994618518683742e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0374330353862364e-02	-5.2584382068387543e-03	1.8474159136438498e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.9590991131916233e-02
1095	3.2967695390107110e-01	6.4949526561383009e-01	5.0022413627729878e-01	5.0000000000000000e-01	9.9994613877259020e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0378803099963321e-02	-5.2865416852129338e-03	1.8473495609364749e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.9204042192482593e-02
1096	3.3014176582219079e-01	6.4949279513622604e-01	5.0022499518445396e-01	5.0000000000000000e-01	9.9994609338839668e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0383174720859254e-02	-5.3150281219327463e-03	1.8478676659647664e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8811374803231671e-02
1097	3.3060560317244381e-01	6.4949031662724621e-01	5.0022585262306529e-01	5.0000000000000000e-01	9.9994604903838080e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0387444947259489e-02	-5.3433390871569335e-03	1.8485247720901681e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8413084959491677e-02
1098	3.3106844653957523e-01	6.4948783027151535e-01	5.0022670849715112e-01	5.0000000000000000e-01	9.9994600571898584e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0391614246390875e-02	-5.3718363725970024e-03	1.8491382739036593e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.8016731333438462e-02
1099	3.3153026530635543e-01	6.4948533636299011e-01	5.0022756249542122e-01	5.0000000000000000e-01	9.9994596341766340e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0395683946767036e-02	-5.4003014335885675e-03	1.8492450849401771e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7625984070858875e-02
1100	3.3199121107463725e-01	6.4948283399127504e-01	5.0022841504272042e-01	5.0000000000000000e-01	9.9994592212132272e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0399655423986553e-02	-5.4288669980430346e-03	1.8495916769840680e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.7233080961493407e-02
1101	3.3245132223237306e-01	6.4948032303544134e-01	5.0022926628236941e-01	5.0000000000000000e-01	9.9994588181470012e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0403530257650470e-02	-5.4574517781605441e-03	1.8501318397475921e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6844471450164010e-02
1102	3.3291061120689847e-01	6.4947780335844540e-01	5.0023011614489854e-01	5.0000000000000000e-01	9.9994584250869512e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0407307508474383e-02	-5.4859369905178685e-03	1.8503531575338693e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6448840024244710e-02
1103	3.3336905215401202e-01	6.4947527524424142e-01	5.0023096437418124e-01	5.0000000000000000e-01	9.9994580420086254e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0410987517542993e-02	-5.5144237568433086e-03	1.8501916173062165e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.6054835556367181e-02
1104	3.3382659972994588e-01	6.4947273891869095e-01	5.0023181115335646e-01	5.0000000000000000e-01	9.9994576690302195e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0414569253090091e-02	-5.5432354215502787e-03	1.8506679150008822e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.5656885848182030e-02
1105	3.3428322811960243e-01	6.4947019459505495e-01	5.0023265646266080e-01	5.0000000000000000e-01	9.9994573059628711e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0418054629223345e-02	-5.5720003088822719e-03	1.8512046338303913e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.5266588149670432e-02
1106	3.3473894791677594e-01	6.4946764219775888e-01	5.0023350003280054e-01	5.0000000000000000e-01	9.9994569526398114e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0421445342828399e-02	-5.6008602300710881e-03	1.8510905236115047e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.4881651871855330e-02
1107	3.3519383237580769e-01	6.4946508129320923e-01	5.0023434214670848e-01	5.0000000000000000e-01	9.9994566092772386e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0424739412462072e-02	-5.6296932831664381e-03	1.8512376855787157e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.4483639483055274e-02
1108	3.3564794910489582e-01	6.4946251167129976e-01	5.0023518265328160e-01	5.0000000000000000e-01	9.9994562757663408e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0427937973131541e-02	-5.6586332977568831e-03	1.8509020584307305e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.4088038171604882e-02
1109	3.3610130537999794e-01	6.4945993312060113e-01	5.0023602174289139e-01	5.0000000000000000e-01	9.9994559518695691e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0431043389937843e-02	-5.6875853955784565e-03	1.8508047225849332e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.3700164177939358e-02
1110	3.3655390466446988e-01	6.4945734573347702e-01	5.0023685960520281e-01	5.0000000000000000e-01	9.9994556373889587e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0434057643205647e-02	-5.7165790244312316e-03	1.8511749055605423e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.3320121003816366e-02
1111	3.3700580842560157e-01	6.4945474897150768e-01	5.0023769638081916e-01	5.0000000000000000e-01	9.9994553325159741e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0436978977586525e-02	-5.7462310105256950e-03	1.8516545036453087e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.2929622752145755e-02
1112	3.3745710816583596e-01	6.4945214249836314e-01	5.0023853206023483e-01	5.0000000000000000e-01	9.9994550373536051e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0439806484626951e-02	-5.7752971673900302e-03	1.8516580431497979e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.2530789469453130e-02
1113	3.3790777201647870e-01	6.4944952669286338e-01	5.0023936637675337e-01	5.0000000000000000e-01	9.9994547517705279e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0442541498049606e-02	-5.8044962266313527e-03	1.8513559528678734e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.2138701073792665e-02
1114	3.3835777713102289e-01	6.4944690142641426e-01	5.0024019934708985e-01	5.0000000000000000e-01	9.9994544757842196e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0445183923207989e-02	-5.8337206703972921e-03	1.8509802200540198e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1744340114344222e-02
1115	3.3880718654836528e-01	6.4944426656795740e-01	5.0024103156113975e-01	5.0000000000000000e-01	9.9994542093281857e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0447734466794282e-02	-5.8629260744133393e-03	1.8517918637473609e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.1351246939677899e-02
1116	3.3925592881860211e-01	6.4944162249627335e-01	5.0024186245835223e-01	5.0000000000000000e-01	9.9994539523020609e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0450194156412844e-02	-5.8922997975804870e-03	1.8516500541182486e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0963409188279899e-02
1117	3.3970386610599235e-01	6.4943896991461358e-01	5.0024269152651768e-01	5.0000000000000000e-01	9.9994537054179300e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0452556244102981e-02	-5.9217724636190091e-03	1.8508583947493401e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0547090831573888e-02
1118	3.4015105295111425e-01	6.4943630860951862e-01	5.0024351931159550e-01	5.0000000000000000e-01	9.9994534680187308e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0454827080426440e-02	-5.9511058556333167e-03	1.8510604564507735e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	1.0156464833646642e-02
1119	3.4059749401058070e-01	6.4943363854727243e-01	5.0024434566981391e-01	5.0000000000000000e-01	9.9994532401749159e-01	0.0000000000000000e+00	0.0000000000000000e+00	1.0457006051150368e-02	-5.9806220257756469e-03	1.8509441753833608e-03	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	9.7618044146683246e-03
